,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.20092954,0.2,0.2,0.19932972,0.19939747,0.20098451,0.2,0.2,0.2,0.19922426,0.2,0.2,0.2,0.20007189,0.19945055,0.20004645,0.2,0.2,0.20007099,0.20019312,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19987412,0.20008045,0.19992384,0.2,0.20084271,0.19979106,0.2,0.2001996,0.20026547,0.20028879,0.2001862,0.2,0.2,0.20019875,0.200157,0.2,0.2,0.2
gen_fuel_gas_mw,0.20002659,0.2,0.20006493,0.19993958,0.19993038,0.20001595,0.2,0.2,0.2,0.19989331,0.19997966,0.20005912,0.2,0.2,0.19996214,0.20001481,0.19992769,0.2,0.19990909,0.20006368,0.20007649,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001738,0.20000248,0.2000127,0.2,0.2,0.2,0.2,0.20002262,0.19993271,0.20004588,0.19999626,0.2,0.19998424,0.2,0.2,0.19995026,0.19994973,0.19997653,0.2,0.2,0.19996507,0.19996558,0.2,0.19996756,0.2
gen_fuel_hydro_mw,0.2,0.20076269,0.2,0.2,0.2,0.20070367,0.2,0.2,0.19956392,0.2,0.2,0.2,0.19959609,0.2,0.19952813,0.20035318,0.2,0.2,0.2,0.20045035,0.20039104,0.2,0.19977082,0.19978915,0.19935061,0.2,0.2,0.2,0.199901,0.20041467,0.2008477,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20177324,0.1999589,0.2,0.2,0.2,0.2,0.2,0.2,0.19975492,0.19974323,0.2,0.2,0.2,0.19966839,0.19962008,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.1996773,0.2,0.2,0.2,0.20027989,0.2,0.2,0.2,0.19970827,0.2,0.20034158,0.2,0.19947459,0.2000265,0.2003765,0.19983241,0.2,0.19955054,0.19921242,0.19938184,0.2,0.2,0.2,0.2,0.2,0.2,0.20057385,0.19950587,0.2,0.2,0.2,0.2,0.2,0.19972166,0.1997111,0.19971503,0.2,0.20047615,0.20030254,0.2004218,0.2,0.2,0.2,0.2,0.2,0.19986837,0.19985327,0.2,0.2,0.20061003,0.2,0.20010567,0.2,0.2,0.20059924
gen_fuel_nuclear_mw,0.19589902,0.20394273,0.2,0.2,0.2,0.2,0.2005758,0.2,0.2,0.2,0.19241706,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20283003,0.20391147,0.2,0.2,0.2,0.2,0.19903785,0.2,0.2,0.2,0.2,0.2,0.19875725,0.19954328,0.19956462,0.2,0.2,0.2,0.19813406,0.2,0.2,0.2,0.2,0.19892573,0.19951834,0.20038147,0.20050895,0.19964728,0.19974838,0.19989578,0.2,0.2,0.2,0.2,0.2001138,0.2,0.19982103
gen_fuel_oil_mw,0.20060846,0.20093475,0.19949323,0.19979501,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20063615,0.2,0.1997878,0.2000893,0.1999736,0.19992481,0.2,0.19973946,0.20008972,0.20003144,0.20005576,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19984445,0.19978264,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19968103,0.20012791,0.20003372,0.2,0.2,0.2,0.2,0.2,0.19997382,0.19996653,0.2,0.2,0.19992097,0.19995312,0.19995852,0.2,0.2,0.19995965
gen_fuel_other_renewables_mw,0.19987187,0.2,0.2,0.2,0.19999926,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999684,0.2,0.2,0.19998947,0.20001854,0.2,0.2,0.2,0.2,0.20003209,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000157,0.2,0.2,0.2,0.2,0.2,0.2,0.19999455,0.2,0.19999449,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000286,0.2,0.19999894,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.19991623,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19987325,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990584,0.2,0.2,0.2,0.2,0.20026211,0.20027812,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20018737,0.19967839,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19991563,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.19999336,0.2,0.19999835,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999057,0.2,0.20000501,0.2,0.2,0.2,0.2,0.20000528,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_coal_pct,0.19916412,0.20148538,0.2,0.2,0.19888565,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20026292,0.2,0.20030867,0.2,0.2,0.20017955,0.2004201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20021048,0.20069008,0.20106485,0.2,0.2,0.19968829,0.2,0.2005075,0.20069817,0.20082277,0.20054078,0.2,0.2,0.20056213,0.20033213,0.2,0.2,0.2
gen_fuel_gas_pct,0.2,0.20006047,0.2,0.20003434,0.2,0.19997862,0.2,0.2,0.2,0.19998309,0.2,0.2,0.2,0.2,0.19998552,0.1999778,0.19998229,0.20004177,0.1999758,0.2000277,0.20004152,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001198,0.2,0.20001231,0.20000187,0.20000264,0.2000015,0.2,0.2,0.19999084,0.20001683,0.20000374,0.2,0.2,0.2,0.2,0.20000178,0.2000118,0.2,0.2,0.2,0.2,0.2000117,0.2,0.2,0.2
gen_fuel_hydro_pct,0.2,0.2,0.19997244,0.2,0.2,0.2,0.2,0.2,0.19981748,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19985937,0.2,0.19967686,0.2,0.2,0.2,0.2,0.2003387,0.20022315,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20015305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19984053,0.2,0.2,0.2
gen_fuel_multiple_fuels_pct,0.2,0.2,0.2,0.20002584,0.2,0.20001484,0.2,0.2,0.2,0.20000422,0.2,0.2,0.2,0.2,0.20000216,0.2000068,0.2,0.2,0.2,0.2,0.2,0.19993047,0.2,0.2,0.2,0.2,0.2,0.19997375,0.20003404,0.2,0.2,0.2,0.2,0.2,0.20001614,0.20001574,0.20001595,0.2,0.20008644,0.1999288,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000494,0.2,0.2,0.20000103
gen_fuel_nuclear_pct,0.20002721,0.20005183,0.19982843,0.20017628,0.2,0.20026739,0.2,0.2,0.2,0.2,0.19993411,0.20014757,0.2,0.20006604,0.2,0.20017086,0.19995615,0.2,0.2,0.19996643,0.19999488,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2002132,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20038939,0.19969642,0.19970463,0.2,0.2,0.1999527,0.2,0.2,0.19993936,0.19994853,0.19996788,0.2,0.2,0.1999653,0.19997509,0.2,0.2,0.2
gen_fuel_oil_pct,0.20088881,0.2009114,0.19924787,0.19973725,0.2,0.200013,0.2,0.2,0.2,0.2,0.2,0.20041054,0.2,0.19979984,0.19999291,0.2,0.19966236,0.2,0.2,0.200286,0.20022224,0.20003176,0.2,0.2,0.2,0.2,0.2,0.19999002,0.2,0.19953491,0.19981293,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1997376,0.19998048,0.20002188,0.2,0.2,0.2,0.2,0.2,0.19992521,0.19991893,0.2,0.2,0.19991161,0.19988318,0.19991589,0.2,0.2,0.19985925
gen_fuel_other_renewables_pct,0.2001189,0.20013855,0.2,0.20010549,0.2,0.20014316,0.20002832,0.2,0.2,0.2,0.20003292,0.20008901,0.2,0.2,0.19980378,0.20007157,0.2,0.2,0.2,0.20007712,0.20009047,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990957,0.19985712,0.1998936,0.2,0.2,0.2,0.2,0.20036983,0.19974527,0.19979334,0.2,0.2,0.20005748,0.2,0.2,0.19996215,0.19996011,0.19996583,0.2,0.2,0.19997177,0.19996823,0.2,0.2,0.2
gen_fuel_solar_pct,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998959,0.2,0.2,0.2,0.2000025,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000899,0.2,0.20000845,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2000005,0.20000489,0.2,0.20002602,0.2,0.20000708,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_wind_pct,0.2,0.20009549,0.2,0.20005861,0.2,0.20001534,0.2,0.2,0.2,0.19992605,0.2,0.20003916,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998425,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
forecast_load_mw_latest_available,0.20458834,0.20345491,0.20257019,0.19873042,0.20214148,0.19608381,0.20125338,0.2,0.2,0.2,0.20361464,0.20128606,0.2,0.2,0.19746801,0.19542815,0.19695194,0.2,0.2,0.2,0.20016128,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2010031,0.20111722,0.20141283,0.2,0.2,0.2,0.2,0.19719191,0.19765611,0.19849913,0.2,0.2,0.20417511,0.2,0.2,0.19922984,0.19970478,0.19889444,0.19802374,0.2,0.19871251,0.19910796,0.2,0.2,0.2
