target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.0803561210632324,0.9468108733725019
gross_actual_interchange_mw,11,2.146479368209839,0.8951514240673545
total_gen,28,3.2137362957000732,0.9644474959104771
metered_load_mw,27,3.1826171875,0.9656476691330934
total_losses,19,2.7107949256896973,0.9206490420993928
congestion_price_da,8,2.0649802684783936,0.9930455976224463
congestion_price_rt,11,2.369912624359131,0.9883303292029999
marginal_loss_price_da,21,2.9674484729766846,0.9746843827485892
total_lmp_da,32,3.398225784301758,0.9805206973666308
da_as_total_mw_primary_reserve,11,2.278049945831299,0.9500206166939014
da_as_total_mw_synchronized_reserve,8,1.9419946670532227,0.9339020251968327
da_as_total_mw_thirty_minutes_reserve,18,2.7089016437530518,0.9372156492854744
