field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.920201301574707,-1.1683912575883915,True
gross_actual_interchange_mw,0.2460934792895835,0.18146497011184692,-0.06462850917773658,True
total_gen,0.9906449538219424,0.9526912905275822,-0.03795366329436023,True
metered_load_mw,0.9762308832723112,0.9665698371827602,-0.009661046089550984,True
total_losses,0.6540839836602339,0.6870760023593903,0.032992018699156356,True
congestion_price_da,0.0475838272605031,0.25868308544158936,0.21109925818108627,True
congestion_price_rt,0.4561738508473963,0.448178768157959,-0.007995082689437327,True
marginal_loss_price_da,0.4407231017762543,0.47731125354766846,0.03658815177141417,True
total_lmp_da,0.9299314144617218,0.8676132559776306,-0.06231815848409117,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9504764787852764,-0.024751340172485148,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8851445689797401,-0.05669854206590663,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.36672139167785645,-0.09018264632664763,True
