target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.18220874667167664,0.17578032612800598,0.18642249703407288,0.26600801944732666,0.18958048522472382
gross_actual_interchange_mw,11,0.17723174393177032,0.16822212934494019,0.16521012783050537,0.3274298906326294,0.16190609335899353
total_gen,28,0.19540682435035706,0.19378533959388733,0.19479206204414368,0.22394120693206787,0.19207453727722168
metered_load_mw,27,0.19596749544143677,0.19124151766300201,0.19477760791778564,0.22605568170547485,0.19195768237113953
total_losses,19,0.17746798694133759,0.16461575031280518,0.16144850850105286,0.3303043842315674,0.166163370013237
congestion_price_da,8,0.18938490748405457,0.18270522356033325,0.1867973357439041,0.2118687480688095,0.22924377024173737
congestion_price_rt,11,0.15896645188331604,0.1662757843732834,0.1642879843711853,0.3214869201183319,0.18898282945156097
marginal_loss_price_da,21,0.20594769716262817,0.18214151263237,0.18479998409748077,0.24829009175300598,0.1788206845521927
total_lmp_da,32,0.1979994773864746,0.18908151984214783,0.19528800249099731,0.22685857117176056,0.19077253341674805
da_as_total_mw_primary_reserve,11,0.2085106372833252,0.18392276763916016,0.19229763746261597,0.22566460072994232,0.18960438668727875
da_as_total_mw_synchronized_reserve,8,0.18024632334709167,0.1770964115858078,0.18990324437618256,0.275664359331131,0.17708969116210938
da_as_total_mw_thirty_minutes_reserve,18,0.18952493369579315,0.2017766833305359,0.1957816332578659,0.22243550419807434,0.1904812455177307
