confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9902780652046204,0.010136163793504238,True
total_gen,0.9878752827644348,0.012762322090566158,True
total_lmp_da,0.9791444540023804,0.023818891495466232,True
da_as_total_mw_primary_reserve,0.952751636505127,0.049696892499923706,True
da_as_total_mw_synchronized_reserve,0.9191293120384216,0.08339812606573105,True
da_as_total_mw_thirty_minutes_reserve,0.878448486328125,0.12632843852043152,True
total_losses,0.8738666772842407,0.12580767273902893,True
net_actual_interchange_mw,0.8553743958473206,0.14675374329090118,True
gross_actual_interchange_mw,0.8111183047294617,0.19654923677444458,True
marginal_loss_price_da,0.8047292828559875,0.19178315997123718,True
congestion_price_rt,0.6668721437454224,0.37225115299224854,True
congestion_price_da,0.6584951877593994,0.3704443871974945,True
