scheme,seed,mode,all_parent_mae,all_parent_bias,all_pair_mae,all_syn_mae,all_s1_spearman,all_top30_recall,all_top30_precision,all_top30_f1,tune_parent_mae,tune_parent_bias,tune_pair_mae,tune_syn_mae,tune_s1_spearman,tune_top30_recall,tune_top30_precision,tune_top30_f1,test_parent_mae,test_parent_bias,test_pair_mae,test_syn_mae,test_s1_spearman,test_top30_recall,test_top30_precision,test_top30_f1,extreme_n,extreme_parent_error_mean,extreme_pair_error_mean,extreme_syn_est_mean,extreme_negative_count,extreme_top30_hit,extreme_conf_match,extreme_monotonicity_violation,warm_start,epochs_run,val_loss,r2_full
local234_20_60_20,0,single,0.1926447520677477,0.1809790659775774,0.20649019456616788,0.020415356684560196,0.7045101772674286,0.8323297961767906,0.23446268578701207,0.36586361972278747,0.19215545904183234,0.18050680900652802,0.20592923818643372,0.02039086259839054,0.7010474374672442,0.8384390321751236,0.22883460152182622,0.3595401512235229,0.19337887635704593,0.18168762975199274,0.20733184094530682,0.020452107062450143,0.7098835923864371,0.8230453728431261,0.2437435356385832,0.3761043774879088,15,-0.3757543524106344,-0.07021930615107216,-0.013509150346120198,12,1,2,12,False,400,0.7497928813099861,0.0
local234_20_60_20,0,hybrid_uniform_pairs,0.1926447520677477,0.1809790659775774,0.19860664387572094,0.0217527857664718,0.39139281897311606,0.671699503543217,0.18739382655546383,0.2930353102611338,0.19215545904183234,0.18050680900652802,0.1979870575470719,0.02175754823712069,0.3852899696131065,0.6826046866272422,0.18721100219623746,0.29383491038241905,0.19337887635704593,0.18168762975199274,0.19953625731610736,0.021745640262254,0.39788097616593643,0.6551265087676278,0.18768405648625777,0.2917780240216832,15,-0.3757543524106344,-0.0699396252632141,-0.013788831233978272,9,3,1,9,False,400,0.7497928813099861,0.0
local234_group32,0,single,0.19087900757871676,0.17810661480428322,0.20334489108551354,0.019904356510368128,0.6663430994054899,0.7784655186058997,0.22380249520616824,0.34765656110947596,0.19028428557764046,0.1775488454648461,0.2026475363440698,0.019898805311793822,0.6551942550690009,0.8238569364033727,0.22406057896663328,0.3523060917462359,0.1917713151393105,0.1789434794195933,0.2043911865093924,0.019912685404287034,0.6853436548297954,0.7094825658009979,0.2233484946751496,0.3397439681929792,15,-0.387772536277771,-0.0743463079134623,-0.0214003324508667,14,1,1,14,False,333,0.7216380536556244,0.6996961236000061
local234_group32,0,hybrid_uniform_pairs,0.19087900757871676,0.17810661480428322,0.19860664387572094,0.02226302667523283,0.3505483140354657,0.6560346985003623,0.17719607869475468,0.2790266016175695,0.19028428557764046,0.1775488454648461,0.1979870575470719,0.022331295452171284,0.34016971565422993,0.6775979927120552,0.17866053689144562,0.28276511588283904,0.1917713151393105,0.1789434794195933,0.19953625731610736,0.02216059773245883,0.3646895444743685,0.6232641929929046,0.17482837026969417,0.2730617177109388,15,-0.387772536277771,-0.0699396252632141,-0.025807015101114907,13,2,1,13,False,333,0.7216380536556244,0.6996961236000061
local234_group8,0,single,0.1916057092765287,0.17915402747578926,0.20426496285244275,0.01960381561307114,0.6782674987683023,0.8244973936553636,0.2253483147249787,0.35395505581866227,0.19131441118736828,0.1789933565752123,0.2038022568366461,0.019420439497875246,0.6785360531714846,0.8254528367128001,0.21434851767715668,0.3403238343839221,0.19204276640048573,0.17939509449381244,0.20495919658766756,0.019878949026204493,0.6789860783487243,0.823045372843126,0.24447000541503025,0.37696863362115657,15,-0.3865532120068868,-0.07632336616516112,-0.01820394992828369,13,1,1,13,False,307,0.7226400077342987,0.7081931233406067
local234_group8,0,hybrid_uniform_pairs,0.1916057092765287,0.17915402747578926,0.19860664387572094,0.02126248437151186,0.40725047177692286,0.6785693659855447,0.18436353276071812,0.2899494171981527,0.19131441118736828,0.1789933565752123,0.1979870575470719,0.021127019838899398,0.4119665959065338,0.6791938930214826,0.17885554361456507,0.28314823778056103,0.19204276640048573,0.17939509449381244,0.19953625731610736,0.021465732320004854,0.3988477952160411,0.6776202500262748,0.19343770962957496,0.3009611650078726,15,-0.3865532120068868,-0.0699396252632141,-0.024587690830230713,12,2,1,12,False,307,0.7226400077342987,0.7081931233406067
local234_uniform10,0,single,0.1913314261284845,0.1792442431933644,0.2044399474546451,0.01997262935650098,0.7006818999414836,0.8411247387773173,0.2392641974925545,0.37255293692570474,0.19083548306784126,0.17876151498196516,0.2037890178777481,0.019882392699861955,0.6979419713752085,0.8416308327939781,0.23324355941111388,0.3652612297299039,0.1920755279808377,0.17996851778210324,0.20541658760218995,0.02010801841359992,0.7045428924955239,0.8403556096916849,0.24904881625142564,0.38422750053135624,15,-0.3738306283950806,-0.07474780082702635,-0.007056931654612224,10,1,1,10,False,400,0.7182014957070351,0.7153258919715881
local234_uniform10,0,hybrid_uniform_pairs,0.1913314261284845,0.1792442431933644,0.19860664387572094,0.02190182435105867,0.4221832365790615,0.6840804426828772,0.19045280975606413,0.2979533186297509,0.19083548306784126,0.17876151498196516,0.1979870575470719,0.02203923994328294,0.421783400734459,0.6951528961157559,0.1864348381877831,0.29401660812691616,0.1920755279808377,0.17996851778210324,0.19953625731610736,0.021695649076454236,0.4202706689714873,0.6672532412060981,0.19718106845134764,0.3044064900218527,15,-0.3738306283950806,-0.0699396252632141,-0.01186510721842448,10,4,1,10,False,400,0.7182014957070351,0.7153258919715881
local234_uniform10,1,single,0.19128506079063953,0.17858686312764294,0.20420883784779365,0.020044188179594368,0.6965340273158119,0.8224402316085327,0.2258204569924562,0.3543466448192154,0.1908602195909003,0.17818105299560574,0.20354359701700087,0.019855787844991105,0.687986569434346,0.8286446373316548,0.21747998079813402,0.3445356637100123,0.19192248300453618,0.17919573155411284,0.20520695027991798,0.020326859818916035,0.7099567022049688,0.8130111754576497,0.24008215663555696,0.3706973929551118,15,-0.3732896089553833,-0.07253363529841103,-0.008730077743530273,11,1,1,11,False,271,0.679008848965168,0.7149125933647156
local234_uniform10,1,hybrid_uniform_pairs,0.19128506079063953,0.17858686312764294,0.19765217506119376,0.022582207515290106,0.3688259683176504,0.7186939186717801,0.19049346210966056,0.30116232508039426,0.1908602195909003,0.17818105299560574,0.19718443930738827,0.02256739473221708,0.3635806985590735,0.7523233648671412,0.19652123202756594,0.31163694251024154,0.19192248300453618,0.17919573155411284,0.19835395530259287,0.02260443228300607,0.37709489813673175,0.6675860526407984,0.18098614778737568,0.28476970592030426,15,-0.3732896089553833,-0.0714110215504964,-0.009852691491444906,10,3,1,10,False,271,0.679008848965168,0.7149125933647156
logunif,0,single,0.1932498582158231,0.1805483141939487,0.20450710274172615,0.018258142332666528,0.705878825752985,0.8038878063283801,0.2227604441185148,0.3488525007103813,0.1928090474521141,0.180046719747499,0.2039787130220516,0.018230536510053363,0.7122225876186044,0.8026722464070078,0.21686138038017802,0.34146713119648114,0.19391124080556554,0.1813008952588982,0.20529988683404546,0.018299561490171305,0.6964191653335494,0.8057351359945675,0.23232835369750693,0.3606621743673564,15,-0.3599758505821228,-0.07002181609471637,0.002071861426035563,9,1,4,9,False,210,0.5857713222503662,0.770542323589325
small80,0,single,0.19093374081842923,0.17859915886929661,0.20373444912555108,0.01961839370514605,0.7187449388880643,0.8371424965722877,0.23472770536612572,0.36664987407901317,0.1902885245049282,0.1779803741186558,0.20297780848187552,0.019579015174518124,0.7154592832689142,0.8546170282563016,0.22909042511473368,0.3613236721857159,0.19190180891362923,0.17952756964000582,0.20486969578833206,0.01967747636988821,0.7249618704976011,0.8105858289699557,0.24436239266245854,0.37551926921850115,15,-0.3679396629333496,-0.0717385133107503,-0.004175253709157308,13,1,2,13,False,329,0.7152628004550934,0.7461308836936951
triple40_pair30_uniform30,0,single,0.19244738443511253,0.18005912033791727,0.20497422771872453,0.01954604326902049,0.7133022041358553,0.8313672560976912,0.23754711177885,0.3695130245200781,0.19221616608708988,0.17986805648587184,0.20446948606837825,0.0193287359945502,0.7185602304084179,0.835247231556269,0.22715834511241617,0.3571769257367483,0.19279429926206562,0.1803457882591103,0.20573153077786052,0.019872086233012006,0.7075632979230747,0.8254707193308202,0.25551660497367196,0.3902385735083305,15,-0.3588377753893534,-0.06799630721410115,0.0011844277381896974,11,1,4,11,False,268,0.6740421876311302,0.7593297958374023
triple40_pair30_uniform30,0,hybrid_uniform_pairs,0.19244738443511253,0.18005912033791727,0.19860664387572094,0.02033049166341872,0.44356521877572,0.6734925018127838,0.1890387013718772,0.29521517008614917,0.19221616608708988,0.17986805648587184,0.1979870575470719,0.020246588789516632,0.4396082721108472,0.6937759887932334,0.18884699277098901,0.2968821611876152,0.19279429926206562,0.1803457882591103,0.19953625731610736,0.020456377654861593,0.44637931689254495,0.6426669648944571,0.18935406199940852,0.29252049258875273,15,-0.3588377753893534,-0.0699396252632141,0.003127745787302653,8,1,1,8,False,268,0.6740421876311302,0.7593297958374023
triple50_pair40_uniform10,0,single,0.18614554980180611,0.17203742093427535,0.2008873541259882,0.022493219387487894,0.6746728743891419,0.8019627261701813,0.22666281165131538,0.3534330418011296,0.18577082082804425,0.17174803852579257,0.20041831635697727,0.02235073620827755,0.6826542142428577,0.8384390321751236,0.2232815960858601,0.3526502176591928,0.18670778475503838,0.17247160381388088,0.20159108788181873,0.022706997956023683,0.6620097379466955,0.7465283859858093,0.23267685154154794,0.35477725767927926,15,-0.388675320148468,-0.07957853873570758,-0.01707088549931844,14,1,1,14,False,165,0.7616606503725052,0.6959376335144043
triple50_pair40_uniform10,0,hybrid_uniform_pairs,0.18614554980180611,0.17203742093427535,0.19860664387572094,0.02501811351354392,0.35731569660047446,0.6296498706987825,0.17374514924728948,0.27234077394564854,0.18577082082804425,0.17174803852579257,0.1979870575470719,0.024756915891503185,0.36197051851908785,0.6320368121004709,0.17917477877996837,0.2791997975916224,0.18670778475503838,0.17247160381388088,0.19953625731610736,0.025410008571292372,0.3497959235872509,0.6260223509152989,0.16602565087551097,0.2624481547540873,15,-0.388675320148468,-0.0699396252632141,-0.02670979897181193,13,1,2,13,False,165,0.7616606503725052,0.6959376335144043
triple50_pair40_uniform10,1,single,0.18783636599041784,0.17512855149588677,0.20191189453146813,0.021183496045316056,0.6855785112833842,0.8254599337344629,0.22861621001519664,0.3580643062434914,0.18732412283066405,0.1746465483495283,0.20128958188880308,0.02110457103739269,0.6786676757950727,0.8384390321751236,0.22165429676741896,0.3506174578883803,0.1886049241461337,0.17585173821328973,0.202845598472298,0.021301913358216032,0.6971223934943267,0.8057351359945675,0.24056523694621437,0.37050902192002527,15,-0.37078665097554525,-0.07151776154836018,-0.0072429935137430825,12,1,3,12,False,285,0.7138882279396057,0.6985899806022644
triple50_pair40_uniform10,1,hybrid_uniform_pairs,0.18783636599041784,0.17512855149588677,0.19765217506119376,0.02383496575773856,0.3108904425301165,0.6020383390408395,0.16503023068902695,0.25904992042768066,0.18732412283066405,0.1746465483495283,0.19718443930738827,0.024004240149255562,0.28219668230519485,0.643427107253367,0.1693043570766686,0.2680713556698119,0.1886049241461337,0.17585173821328973,0.19835395530259287,0.02358099025474355,0.349379751817388,0.5391383552378052,0.15780475463491914,0.24414789286922645,15,-0.37078665097554525,-0.0714110215504964,-0.007349733511606852,12,3,1,12,False,285,0.7138882279396057,0.6985899806022644
triple70_group32,0,single,0.18905555093772286,0.1759805228676381,0.20262493289999933,0.02083922258934475,0.6846175640464665,0.8117202088498072,0.22980430378466724,0.35819953385607955,0.18850183214163937,0.1754017799271835,0.20207261042008026,0.02089395820607768,0.6777887673241976,0.8286446373316546,0.2202987806042223,0.3480633941487795,0.18988633820857215,0.1768488558038223,0.2034536251693719,0.0207570984968172,0.695803741624757,0.7859995526583144,0.24687094121665,0.37573045316195036,15,-0.3839566508928935,-0.0785361607869466,-0.013394594192504883,14,1,1,14,False,206,0.7511794045567513,0.696280300617218
triple70_group32,0,hybrid_uniform_pairs,0.18905555093772286,0.1759805228676381,0.19860664387572094,0.022473664779120984,0.38347755084532026,0.6568651566908299,0.184928106129835,0.2886048980779049,0.18850183214163937,0.1754017799271835,0.1979870575470719,0.022598542944701136,0.3697078703273815,0.6741871991062958,0.18557451031019667,0.2910386865599435,0.18988633820857215,0.1768488558038223,0.19953625731610736,0.02228630037844536,0.40296826198925745,0.6305402324559868,0.18388729175475357,0.28473579843979224,15,-0.3839566508928935,-0.0699396252632141,-0.021991129716237387,12,2,1,12,False,206,0.7511794045567513,0.696280300617218
triple70_group8,0,single,0.18831040361349563,0.1748485996059068,0.20182453113628626,0.021198186135970423,0.6757404169313881,0.7979804839651518,0.22667265956470783,0.3530567582274588,0.18788317139228533,0.17444728945871898,0.20124120634947984,0.02108543244545056,0.6806897851337519,0.8058640470258625,0.2195613970459462,0.345098977243065,0.1889514132624162,0.17545071635596915,0.20269973857204135,0.021367359246017882,0.66797524783564,0.7859995526583144,0.23871987912979672,0.36621481429165587,15,-0.38744003772735597,-0.08712822198867796,-0.008285919825236002,13,2,2,13,False,191,0.751591794192791,0.686720073223114
triple70_group8,0,hybrid_uniform_pairs,0.18831040361349563,0.1748485996059068,0.19860664387572094,0.023627906542684148,0.37831705229202955,0.625535546605121,0.17504475314207232,0.2735433669093818,0.18788317139228533,0.17444728945871898,0.1979870575470719,0.023601656893944962,0.3637747096352026,0.6124480224135334,0.17574339480937057,0.27311562204641604,0.1889514132624162,0.17545071635596915,0.19953625731610736,0.02366729092730507,0.3996137817377395,0.6454251228168515,0.17404697644201636,0.2741625767310087,15,-0.38744003772735597,-0.0699396252632141,-0.02547451655069987,12,2,1,12,False,191,0.751591794192791,0.686720073223114
