scheme,seed,mode,all_parent_mae,all_parent_bias,all_pair_mae,all_syn_mae,all_s1_spearman,all_top30_recall,all_top30_precision,all_top30_f1,tune_parent_mae,tune_parent_bias,tune_pair_mae,tune_syn_mae,tune_s1_spearman,tune_top30_recall,tune_top30_precision,tune_top30_f1,test_parent_mae,test_parent_bias,test_pair_mae,test_syn_mae,test_s1_spearman,test_top30_recall,test_top30_precision,test_top30_f1,extreme_n,extreme_parent_error_mean,extreme_pair_error_mean,extreme_syn_est_mean,extreme_negative_count,extreme_top30_hit,extreme_conf_match,extreme_monotonicity_violation,warm_start,epochs_run,val_loss,r2_full
triple70_pair20_uniform10,0,single,0.18725031389598756,0.17325604521454802,0.20139390420032546,0.021946691092576364,0.6752969107840507,0.7901480814437245,0.22710691508770162,0.35280847742409016,0.18678406978213805,0.17286191907287643,0.20087279080488837,0.02187164091001775,0.6850857771052152,0.8286446373316546,0.22798979556490545,0.3575929679734256,0.18794985611422965,0.17384738324375276,0.20217577105884715,0.022059294704347587,0.6593247672521365,0.7316434956249447,0.22560318953396782,0.34486639394811247,15,-0.3885708371798197,-0.07798680861790973,-0.018558132648468017,14,2,1,14,False,165,0.749247670173645,0.6948872208595276
triple70_pair20_uniform10,0,hybrid_uniform_pairs,0.18725031389598756,0.17325604521454802,0.19860664387572094,0.024173484471773313,0.38360861514574507,0.647239755899836,0.18255775913311417,0.28478908967146266,0.18678406978213805,0.17286191907287643,0.1979870575470719,0.024011214445594006,0.38503430181866827,0.6580092030251177,0.18819036143172982,0.292675616826121,0.18794985611422965,0.17384738324375276,0.19953625731610736,0.024416950782008204,0.38255101160107663,0.630873043890687,0.1742890113162597,0.27312325108894053,15,-0.3885708371798197,-0.0699396252632141,-0.026605316003163657,12,1,2,12,False,165,0.749247670173645,0.6948872208595276
triple90_pair10,0,single,0.19180796752496734,0.1797866596876775,0.20403499871612618,0.01957941361683963,0.6711489211812957,0.8225723134971648,0.22905445700463023,0.35832837257505695,0.19158985793028688,0.1796300884460499,0.20360454046306883,0.019421415565056107,0.6665270558224196,0.8320554309374141,0.22380847902660758,0.3527368607006875,0.19213521427221938,0.18002157566930088,0.20468084863092315,0.019816470352441117,0.6776151994499741,0.8081604824822615,0.2377749014368711,0.367441970167157,15,-0.38517837127049764,-0.0769413669904073,-0.016211108366648356,12,1,2,12,False,318,0.7543365508317947,0.0
triple90_pair10,0,hybrid_uniform_pairs,0.19180796752496734,0.1797866596876775,0.19860664387572094,0.021252350402823184,0.41434009903620944,0.6627724790540583,0.18314822750579995,0.28699050357100186,0.19158985793028688,0.1796300884460499,0.1979870575470719,0.021175852562720327,0.4109803855308122,0.6693994981780138,0.1835893502911133,0.28815058761028306,0.19213521427221938,0.18002157566930088,0.19953625731610736,0.021367126047526656,0.41713947363462983,0.6527011622799337,0.18246489770273758,0.28520088761350554,15,-0.38517837127049764,-0.0699396252632141,-0.023212850093841553,11,4,1,11,False,318,0.7543365508317947,0.0
triple_only,0,single,0.1940053240583515,0.18258371020498299,0.20408836684019632,0.01797190262322933,0.6260275706330727,0.7939982417601221,0.21960998106981364,0.34405786163726043,0.1937602108750417,0.18238202296499756,0.20371378739541052,0.01790217352776214,0.6119726419527505,0.8172543421787587,0.22140005409064079,0.34841263121608573,0.19437308638473713,0.18288631721933363,0.20465037744350428,0.018076522595192924,0.6459479806194904,0.7586551184242795,0.21674108285661162,0.33715885230239234,15,-0.3758245547612508,-0.07643314202626544,-0.007365516821543376,10,2,2,10,False,400,0.775980718433857,0.0
triple_only,0,hybrid_uniform_pairs,0.1940053240583515,0.18258371020498299,0.19860664387572094,0.02084001359453315,0.38701595704998126,0.6607153170072276,0.18308008853714275,0.28671362261682465,0.1937602108750417,0.18238202296499756,0.1979870575470719,0.020759675055121482,0.3710907472217512,0.6839815939497647,0.18175178664068203,0.2871897503707807,0.19437308638473713,0.18288631721933363,0.19953625731610736,0.020960551738395936,0.40920838476731886,0.6253567280458984,0.1853314847411279,0.2859256840633192,15,-0.3758245547612508,-0.0699396252632141,-0.013859033584594727,11,3,1,11,False,400,0.775980718433857,0.0
uniform,0,single,0.1885278657121334,0.17216029251736756,0.19860664387572094,0.019577322730558178,0.697058781437328,0.8271208501153977,0.238760825021711,0.3705553086665237,0.18798183987459838,0.17173051015067212,0.1979870575470719,0.019533689178047323,0.707340644536374,0.8170353491918538,0.22932288821726704,0.3581276456832068,0.18934711064040297,0.1728051283474161,0.19953625731610736,0.01964278953476341,0.6823914093447017,0.8424481447446787,0.25417907784047,0.3905295950155763,15,-0.35750563542048136,-0.0699396252632141,0.004459885756174723,11,1,2,11,False,318,0.3643007166683674,0.8310090899467468
uniform,1,single,0.1886254946218359,0.17321303720319015,0.19765217506119376,0.01737405332290941,0.7315218550399283,0.8419551969677846,0.23699896244277666,0.3698813454941956,0.18814624155887438,0.17295194345275555,0.19718443930738827,0.017330004676004637,0.7351592674465812,0.8594047291845837,0.23710623517037255,0.37167019108548904,0.18934455517574914,0.17360477641430883,0.19835395530259287,0.017440142925439536,0.7271956666240611,0.8154365219453438,0.23682734800846375,0.3670517908593378,15,-0.3507253925005595,-0.0714110215504964,0.012711524963378906,8,1,6,8,False,400,0.33724231645464897,0.8389371037483215
warm_local234,0,single,0.19244652836501108,0.17984835921019748,0.2038192248141106,0.018552913427853885,0.6906549052335687,0.8076058847561456,0.22595802107474305,0.3531180345952867,0.19203061288433787,0.1794693274789113,0.2032980957499803,0.01846862968432825,0.6893158296586239,0.8268297440353227,0.21973584752727576,0.34720066478603506,0.1930705586300779,0.18041704992437899,0.20460111518158824,0.018679370867543302,0.6932146541352152,0.7783907017605323,0.23678172414895532,0.3631081532957377,15,-0.3539913773536682,-0.06635423898696897,0.004388757546742757,11,2,1,11,True,60,0.717811107635498,0.7641249299049377
warm_local234,0,hybrid_uniform_pairs,0.19244652836501108,0.17984835921019748,0.19860664387572094,0.019689475526451648,0.40511986015010903,0.7214494570204464,0.19253466992060708,0.3039528345786936,0.19203061288433787,0.1794693274789113,0.1979870575470719,0.019682089688162003,0.3945334600335451,0.7131457854932661,0.1844106036727595,0.29304374944440637,0.1930705586300779,0.18041704992437899,0.19953625731610736,0.0197005570726787,0.42096092961189846,0.7340688421126388,0.2059287902584137,0.3216304029220774,15,-0.3539913773536682,-0.0699396252632141,0.007974143822987874,6,2,2,6,True,60,0.717811107635498,0.7641249299049377
warm_triple70,0,single,0.19188562575083806,0.17894962560453775,0.20322278081517522,0.018673507308806316,0.6928619658524791,0.808700506723877,0.23323132082245812,0.36204727093743233,0.19142599092512952,0.17854869145688657,0.20267918212249458,0.018606906880425614,0.6990442930613369,0.8400349324845507,0.23174818575820502,0.36327605513323113,0.19257525154129096,0.17955117821332295,0.20403838410970618,0.018773433098797837,0.683690485124071,0.7610804649119735,0.23576221134682213,0.36000467815832254,15,-0.36941008965174355,-0.07507764895757038,-0.0023065447807312013,13,1,1,13,True,61,0.7436686307191849,0.7575812339782715
warm_triple70,0,hybrid_uniform_pairs,0.19188562575083806,0.17894962560453775,0.19860664387572094,0.020269832060338402,0.40645784201543966,0.6785693659855447,0.19284397139193366,0.3003351126008161,0.19142599092512952,0.17854869145688657,0.1979870575470719,0.02022782898583074,0.4036602123133423,0.7085770775518888,0.1986787515111649,0.31034071010119696,0.19257525154129096,0.17955117821332295,0.19953625731610736,0.020332852531892417,0.40881893646525536,0.6329655789436809,0.18366740522574537,0.2847182216134395,15,-0.36941008965174355,-0.0699396252632141,-0.007444568475087484,9,2,1,9,True,61,0.7436686307191849,0.7575812339782715
workload_hard,0,single,0.1832980702689206,0.16872655537764952,0.19815229359483608,0.022975426699746095,0.6691433992904325,0.7901480814437245,0.21877805299084582,0.3426753514113096,0.18299282635762823,0.1685493370398661,0.19769939683430432,0.022800284522239908,0.6874170734008552,0.8270487370222273,0.21540003325143625,0.34178432654945556,0.18375605139182916,0.16899244979957073,0.19883180974332154,0.023238206097321436,0.6405654689394695,0.7340688421126388,0.22481480977122706,0.34421182752321067,15,-0.38583097060521443,-0.08552368879318235,-0.008281385898590088,13,1,2,13,False,215,0.7934909909963608,0.6603042483329773
