scheme,mode,K,strength_bin,n_sample,estimated_count,recall_top30,parent_error_mean,pair_error_mean,syn_est_mean,syn_true_mean
uniform,single,10,0.12-0.15,127,317.2538888888888,0.9100124856187738,0.03738053911114379,0.08291232197607395,0.08586687077196421,0.13139865363689437
uniform,single,10,0.15-0.20,96,120.54888888888888,0.7997723376407913,-0.10796485496592029,-0.02925432847124431,0.0884758260798177,0.16718635257449369
uniform,single,10,>0.20,15,21.13722222222222,0.2365495308434305,-0.2856803217281865,-0.029732288820977244,0.01862354055417147,0.2745715734613807
uniform,single,25,<=0.10,1870,12205.082222222221,0.22372610899612494,0.13201232126862172,0.151313929025353,0.02928240373335916,0.04858401149009045
uniform,single,25,0.10-0.12,89,579.9777777777778,0.8769397294915515,0.1356439310453981,0.16764203428433064,0.07645521480399552,0.10845331804292802
uniform,single,25,0.12-0.15,127,317.2538888888888,0.955006242809387,0.05868114096593369,0.09586793080238402,0.09421186380044404,0.13139865363689437
uniform,single,25,0.15-0.20,96,120.54888888888888,0.7820432466311501,-0.08158115004144761,-0.01643551688166849,0.10204071941471457,0.16718635257449369
uniform,single,25,>0.20,15,21.13722222222222,0.5204089678555471,-0.24872375213730477,-0.018077107140948175,0.04392492846502414,0.2745715734613807
uniform,single,50,<=0.10,1870,12205.082222222221,0.21436971520242845,0.14212544858678738,0.15802405544597867,0.032685404630899154,0.04858401149009045
uniform,single,50,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.14851878044308275,0.17514136171610659,0.0818307367699042,0.10845331804292802
uniform,single,50,0.12-0.15,127,317.2538888888888,0.955006242809387,0.07346664108127161,0.10402330011970914,0.10084199459845684,0.13139865363689437
uniform,single,50,0.15-0.20,96,120.54888888888888,0.8649971426991354,-0.054709864388013764,-0.008118109733928233,0.12059459792040815,0.16718635257449369
uniform,single,50,>0.20,15,21.13722222222222,0.5204089678555471,-0.18888362328896594,-0.011710641969847257,0.09739859214226208,0.2745715734613807
local234_uniform10,single,0,<=0.10,1870,12205.082222222221,0.22764442207772465,0.10421760189775992,0.13577182026869386,0.017029793119156506,0.04858401149009045
local234_uniform10,single,0,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.0943884665515374,0.1447180896471609,0.05812369494730451,0.10845331804292802
local234_uniform10,single,0,0.12-0.15,127,317.2538888888888,0.8883806695303622,0.006715143520385465,0.07137257405043432,0.06674122310684552,0.13139865363689437
local234_uniform10,single,0,0.15-0.20,96,120.54888888888888,0.624430844101978,-0.14967271133828522,-0.04340201278582149,0.06091565402202993,0.16718635257449369
local234_uniform10,single,0,>0.20,15,21.13722222222222,0.047309906168686106,-0.3451645689514816,-0.05735049773933201,-0.013242497750768868,0.2745715734613807
local234_uniform10,single,1,<=0.10,1870,12205.082222222221,0.23022931977152689,0.1099732300038038,0.13862489774016945,0.019932343753724775,0.04858401149009045
local234_uniform10,single,1,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.10142853912582002,0.14730739890010364,0.0625744582686444,0.10845331804292802
local234_uniform10,single,1,0.12-0.15,127,317.2538888888888,0.8690358405553212,0.011500989128642196,0.07195621760168147,0.07094342516385511,0.13139865363689437
local234_uniform10,single,1,0.15-0.20,96,120.54888888888888,0.6327262337087766,-0.14168639636268054,-0.04299562258549167,0.06849557879730478,0.16718635257449369
local234_uniform10,single,1,>0.20,15,21.13722222222222,0.047309906168686106,-0.3260004162572199,-0.04633378622537969,-0.005095056570459518,0.2745715734613807
local234_uniform10,single,5,<=0.10,1870,12205.082222222221,0.23081409438363293,0.1177443532835872,0.14354338462112254,0.02278498015255511,0.04858401149009045
local234_uniform10,single,5,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.11353736255584708,0.15608195057790755,0.06590873002086757,0.10845331804292802
local234_uniform10,single,5,0.12-0.15,127,317.2538888888888,0.9392459947080591,0.02737923266892652,0.08007321058238914,0.07870467572343176,0.13139865363689437
local234_uniform10,single,5,0.15-0.20,96,120.54888888888888,0.7073847401699633,-0.12299115155160374,-0.032080882331937205,0.07627608335482716,0.16718635257449369
local234_uniform10,single,5,>0.20,15,21.13722222222222,0.09461981233737221,-0.3040620765115916,-0.03211294018517598,0.002622437134965144,0.2745715734613807
local234_uniform10,single,10,<=0.10,1870,12205.082222222221,0.22605396440499198,0.1243949412372563,0.14793430091874277,0.025044651808604004,0.04858401149009045
local234_uniform10,single,10,0.10-0.12,89,579.9777777777778,0.9015517835932412,0.12468576234942672,0.16243949762783433,0.07069958276452039,0.10845331804292802
local234_uniform10,single,10,0.12-0.15,127,317.2538888888888,0.955006242809387,0.041868833783349484,0.08899413213970728,0.08427335528053659,0.13139865363689437
local234_uniform10,single,10,0.15-0.20,96,120.54888888888888,0.748861688203956,-0.10507783582918714,-0.024319980160905273,0.0864284969062118,0.16718635257449369
local234_uniform10,single,10,>0.20,15,21.13722222222222,0.2365495308434305,-0.2929473354346016,-0.025384559569811387,0.007008797596590507,0.2745715734613807
local234_uniform10,single,25,<=0.10,1870,12205.082222222221,0.22564429899602848,0.13569759338022064,0.15557906894627507,0.028702535924036002,0.04858401149009045
local234_uniform10,single,25,0.10-0.12,89,579.9777777777778,0.8646337024407065,0.13820170516948185,0.17101590170085493,0.07563912151155494,0.10845331804292802
local234_uniform10,single,25,0.12-0.15,127,317.2538888888888,0.955006242809387,0.06062567524434219,0.09820380790760293,0.09382052097363362,0.13139865363689437
local234_uniform10,single,25,0.15-0.20,96,120.54888888888888,0.7986340258447472,-0.08243153979618441,-0.012730633176963867,0.09748544595527314,0.16718635257449369
local234_uniform10,single,25,>0.20,15,21.13722222222222,0.473099061686861,-0.25870857081451,-0.014742232515460562,0.030605235162331372,0.2745715734613807
local234_uniform10,single,50,<=0.10,1870,12205.082222222221,0.22405384132329575,0.14392059951971334,0.1607236128345615,0.03178099817524231,0.04858401149009045
local234_uniform10,single,50,0.10-0.12,89,579.9777777777778,0.9015517835932412,0.14967770057976712,0.17783531236037192,0.08029570626232323,0.10845331804292802
local234_uniform10,single,50,0.12-0.15,127,317.2538888888888,0.9775031214046935,0.07488371603377335,0.1054089825132188,0.10087338715744894,0.13139865363689437
local234_uniform10,single,50,0.15-0.20,96,120.54888888888888,0.9076124025291721,-0.05690491596009826,-0.006300025683037217,0.11658146229743264,0.16718635257449369
local234_uniform10,single,50,>0.20,15,21.13722222222222,0.5677188740242333,-0.19627218228036677,-0.009489283732905196,0.08778867491391916,0.2745715734613807
local234_uniform10,hybrid_uniform_pairs,0,<=0.10,1870,12205.082222222221,0.2475155158497726,0.10421760189775992,0.12450789338506976,0.028293720002780586,0.04858401149009045
local234_uniform10,hybrid_uniform_pairs,0,0.10-0.12,89,579.9777777777778,0.6800432966780336,0.0943884665515374,0.13419940329134944,0.068642381303116,0.10845331804292802
local234_uniform10,hybrid_uniform_pairs,0,0.12-0.15,127,317.2538888888888,0.7344871002369293,0.006715143520385465,0.059259956848236935,0.07885384030904291,0.13139865363689437
local234_uniform10,hybrid_uniform_pairs,0,0.15-0.20,96,120.54888888888888,0.6576124025291721,-0.14967271133828522,-0.04985968132467296,0.0673733225608814,0.16718635257449369
local234_uniform10,hybrid_uniform_pairs,0,>0.20,15,21.13722222222222,0.18923962467474442,-0.3451645689514816,-0.054390177583056545,-0.016202817907044344,0.2745715734613807
local234_uniform10,hybrid_uniform_pairs,1,<=0.10,1870,12205.082222222221,0.24477799503194209,0.1099732300038038,0.12127200946541533,0.0372852320284789,0.04858401149009045
local234_uniform10,hybrid_uniform_pairs,1,0.10-0.12,89,579.9777777777778,0.6660130656346988,0.10142853912582002,0.13167636311576306,0.07820549405298499,0.10845331804292802
local234_uniform10,hybrid_uniform_pairs,1,0.12-0.15,127,317.2538888888888,0.8276266642384212,0.011500989128642196,0.048407382865216786,0.0944922599003198,0.13139865363689437
local234_uniform10,hybrid_uniform_pairs,1,0.15-0.20,96,120.54888888888888,0.6659077921359706,-0.14168639636268054,-0.05291334527469326,0.07841330148650637,0.16718635257449369
local234_uniform10,hybrid_uniform_pairs,1,>0.20,15,21.13722222222222,0.09461981233737221,-0.3260004162572199,-0.06185865369949603,0.010429810903656828,0.2745715734613807
local234_uniform10,hybrid_uniform_pairs,5,<=0.10,1870,12205.082222222221,0.23666184050469327,0.1177443532835872,0.1371613665824422,0.02916699819123543,0.04858401149009045
local234_uniform10,hybrid_uniform_pairs,5,0.10-0.12,89,579.9777777777778,0.9015517835932412,0.11353736255584708,0.14854959929358016,0.07344108130519494,0.10845331804292802
local234_uniform10,hybrid_uniform_pairs,5,0.12-0.15,127,317.2538888888888,0.8816440390363836,0.02737923266892652,0.07391141438781167,0.08486647191800922,0.13139865363689437
local234_uniform10,hybrid_uniform_pairs,5,0.15-0.20,96,120.54888888888888,0.7582953896067985,-0.12299115155160374,-0.03579957266967985,0.0799947736925698,0.16718635257449369
local234_uniform10,hybrid_uniform_pairs,5,>0.20,15,21.13722222222222,0.14192971850605832,-0.3040620765115916,-0.03848808513169069,0.008997582081479856,0.2745715734613807
local234_uniform10,hybrid_uniform_pairs,10,<=0.10,1870,12205.082222222221,0.2248024820989872,0.1243949412372563,0.14170704883796212,0.031271903889384646,0.04858401149009045
local234_uniform10,hybrid_uniform_pairs,10,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.12468576234942672,0.15616575130698435,0.07697332908537037,0.10845331804292802
local234_uniform10,hybrid_uniform_pairs,10,0.12-0.15,127,317.2538888888888,0.9262052649735492,0.041868833783349484,0.08291232197607395,0.09035516544416992,0.13139865363689437
local234_uniform10,hybrid_uniform_pairs,10,0.15-0.20,96,120.54888888888888,0.8921599351116191,-0.10507783582918714,-0.02925432847124431,0.09136284521655084,0.16718635257449369
local234_uniform10,hybrid_uniform_pairs,10,>0.20,15,21.13722222222222,0.2365495308434305,-0.2929473354346016,-0.029732288820977244,0.011356526847756364,0.2745715734613807
local234_uniform10,hybrid_uniform_pairs,25,<=0.10,1870,12205.082222222221,0.22923487975045737,0.13569759338022064,0.151313929025353,0.03296767584495808,0.04858401149009045
local234_uniform10,hybrid_uniform_pairs,25,0.10-0.12,89,579.9777777777778,0.9015517835932412,0.13820170516948185,0.16764203428433064,0.07901298892807926,0.10845331804292802
local234_uniform10,hybrid_uniform_pairs,25,0.12-0.15,127,317.2538888888888,0.9293573145938148,0.06062567524434219,0.09586793080238402,0.09615639807885253,0.13139865363689437
local234_uniform10,hybrid_uniform_pairs,25,0.15-0.20,96,120.54888888888888,0.7820432466311501,-0.08243153979618441,-0.01643551688166849,0.10119032965997778,0.16718635257449369
local234_uniform10,hybrid_uniform_pairs,25,>0.20,15,21.13722222222222,0.4257891555181749,-0.25870857081451,-0.018077107140948175,0.03394010978781898,0.2745715734613807
local234_uniform10,hybrid_uniform_pairs,50,<=0.10,1870,12205.082222222221,0.21669757061129544,0.14392059951971334,0.15802405544597867,0.034480555563825115,0.04858401149009045
local234_uniform10,hybrid_uniform_pairs,50,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.14967770057976712,0.17514136171610659,0.08298965690658855,0.10845331804292802
local234_uniform10,hybrid_uniform_pairs,50,0.12-0.15,127,317.2538888888888,0.9775031214046935,0.07488371603377335,0.10402330011970914,0.10225906955095858,0.13139865363689437
local234_uniform10,hybrid_uniform_pairs,50,0.15-0.20,96,120.54888888888888,0.8318155842719414,-0.05690491596009826,-0.008118109733928233,0.11839954634832366,0.16718635257449369
local234_uniform10,hybrid_uniform_pairs,50,>0.20,15,21.13722222222222,0.5677188740242333,-0.19627218228036677,-0.011710641969847257,0.09001003315086123,0.2745715734613807
triple50_pair40_uniform10,single,0,<=0.10,1870,12205.082222222221,0.23290739358667895,0.09272265404160239,0.1295423752659176,0.011764290265775244,0.04858401149009045
triple50_pair40_uniform10,single,0,0.10-0.12,89,579.9777777777778,0.8277156212881721,0.07649059575721225,0.13695770853325992,0.04798620526688031,0.10845331804292802
triple50_pair40_uniform10,single,0,0.12-0.15,127,317.2538888888888,0.8757724710493,-0.024489908714549667,0.05451190652428402,0.05239683839806069,0.13139865363689437
triple50_pair40_uniform10,single,0,0.15-0.20,96,120.54888888888888,0.6161354544951795,-0.1734746204760599,-0.05500751668430924,0.04871924878274303,0.16718635257449369
triple50_pair40_uniform10,single,0,>0.20,15,21.13722222222222,0.047309906168686106,-0.35243951502612575,-0.06388692358187012,-0.01398101798287486,0.2745715734613807
triple50_pair40_uniform10,single,1,<=0.10,1870,12205.082222222221,0.23874389666818216,0.09935395938730268,0.13193944472329183,0.01599852615410131,0.04858401149009045
triple50_pair40_uniform10,single,1,0.10-0.12,89,579.9777777777778,0.8646337024407066,0.0837152455979675,0.13818489371630613,0.05398366992458941,0.10845331804292802
triple50_pair40_uniform10,single,1,0.12-0.15,127,317.2538888888888,0.8465389619600148,-0.015738012264491244,0.057686804319987975,0.05797383705241515,0.13139865363689437
triple50_pair40_uniform10,single,1,0.15-0.20,96,120.54888888888888,0.6410216233155751,-0.15998953491828982,-0.049379406611943635,0.05657622426814752,0.16718635257449369
triple50_pair40_uniform10,single,1,>0.20,15,21.13722222222222,0.09461981233737221,-0.3351598507120947,-0.05458840481457355,-0.0059998724361404205,0.2745715734613807
triple50_pair40_uniform10,single,5,<=0.10,1870,12205.082222222221,0.23107113666856813,0.10614341088296432,0.13550891452131672,0.019218507851738054,0.04858401149009045
triple50_pair40_uniform10,single,5,0.10-0.12,89,579.9777777777778,0.8892457565423962,0.09660561283105931,0.14525361660060182,0.05980531427338551,0.10845331804292802
triple50_pair40_uniform10,single,5,0.12-0.15,127,317.2538888888888,0.8879481382769148,0.00534378972486476,0.06858618841228016,0.06815625494947898,0.13139865363689437
triple50_pair40_uniform10,single,5,0.15-0.20,96,120.54888888888888,0.6824985713495677,-0.13971625068319474,-0.04152264555992657,0.0689927474512255,0.16718635257449369
triple50_pair40_uniform10,single,5,>0.20,15,21.13722222222222,0.14192971850605832,-0.3216780396859104,-0.04883107034549779,0.0017246041209681448,0.2745715734613807
triple50_pair40_uniform10,single,10,<=0.10,1870,12205.082222222221,0.22472054901719452,0.11449842903921177,0.14146770862350566,0.021614731905796564,0.04858401149009045
triple50_pair40_uniform10,single,10,0.10-0.12,89,579.9777777777778,0.8769397294915514,0.10986591381957525,0.15358921358642819,0.06473001827607508,0.10845331804292802
triple50_pair40_uniform10,single,10,0.12-0.15,127,317.2538888888888,0.9262052649735492,0.02585786727917341,0.08135617722134919,0.07590034369471858,0.13139865363689437
triple50_pair40_uniform10,single,10,0.15-0.20,96,120.54888888888888,0.6907939609563662,-0.11935391056346883,-0.030921692027165236,0.0787541340381901,0.16718635257449369
triple50_pair40_uniform10,single,10,>0.20,15,21.13722222222222,0.09461981233737221,-0.30697717695012877,-0.03889054418891653,0.006484940700168552,0.2745715734613807
triple50_pair40_uniform10,single,25,<=0.10,1870,12205.082222222221,0.22322326746581164,0.12808830969452883,0.15069853987552206,0.02597378130909725,0.04858401149009045
triple50_pair40_uniform10,single,25,0.10-0.12,89,579.9777777777778,0.9261638376949309,0.1276994592575074,0.1654032828320333,0.07074949446840212,0.10845331804292802
triple50_pair40_uniform10,single,25,0.12-0.15,127,317.2538888888888,0.9743510717844279,0.05028959265414612,0.09330321681137779,0.08838502947966269,0.13139865363689437
triple50_pair40_uniform10,single,25,0.15-0.20,96,120.54888888888888,0.7986340258447472,-0.09070556644431117,-0.017991763119970316,0.09447254925015283,0.16718635257449369
triple50_pair40_uniform10,single,25,>0.20,15,21.13722222222222,0.37847924934948884,-0.2704650691737608,-0.022238945213414338,0.0263454495010343,0.2745715734613807
triple50_pair40_uniform10,single,50,<=0.10,1870,12205.082222222221,0.22121190134455831,0.13805914327815216,0.15697744067730401,0.02966571409093862,0.04858401149009045
triple50_pair40_uniform10,single,50,0.10-0.12,89,579.9777777777778,0.9261638376949309,0.14187943925254265,0.17339881179860198,0.07693394549686867,0.10845331804292802
triple50_pair40_uniform10,single,50,0.12-0.15,127,317.2538888888888,0.955006242809387,0.06655716432408512,0.10188038349418815,0.09607543446679132,0.13139865363689437
triple50_pair40_uniform10,single,50,0.15-0.20,96,120.54888888888888,0.8235201946651428,-0.06316733698957026,-0.008862958616444936,0.11288197420136836,0.16718635257449369
triple50_pair40_uniform10,single,50,>0.20,15,21.13722222222222,0.5204089678555471,-0.20577242426932787,-0.015657140683397144,0.08445628987545004,0.2745715734613807
triple50_pair40_uniform10,hybrid_uniform_pairs,0,<=0.10,1870,12205.082222222221,0.25488302960132997,0.09272265404160239,0.12450789338506976,0.016798772146623057,0.04858401149009045
triple50_pair40_uniform10,hybrid_uniform_pairs,0,0.10-0.12,89,579.9777777777778,0.6800432966780336,0.07649059575721225,0.13419940329134944,0.05074451050879083,0.10845331804292802
triple50_pair40_uniform10,hybrid_uniform_pairs,0,0.12-0.15,127,317.2538888888888,0.5846106430706568,-0.024489908714549667,0.059259956848236935,0.04764878807410777,0.13139865363689437
triple50_pair40_uniform10,hybrid_uniform_pairs,0,0.15-0.20,96,120.54888888888888,0.6078400648883809,-0.1734746204760599,-0.04985968132467296,0.043571413423106733,0.16718635257449369
triple50_pair40_uniform10,hybrid_uniform_pairs,0,>0.20,15,21.13722222222222,0.047309906168686106,-0.35243951502612575,-0.054390177583056545,-0.023477763981688445,0.2745715734613807
triple50_pair40_uniform10,hybrid_uniform_pairs,1,<=0.10,1870,12205.082222222221,0.2577249695800675,0.09935395938730268,0.12127200946541533,0.02666596141197782,0.04858401149009045
triple50_pair40_uniform10,hybrid_uniform_pairs,1,0.10-0.12,89,579.9777777777778,0.7012069427947432,0.0837152455979675,0.13167636311576306,0.060492200525132475,0.10845331804292802
triple50_pair40_uniform10,hybrid_uniform_pairs,1,0.12-0.15,127,317.2538888888888,0.6737330949449882,-0.015738012264491244,0.048407382865216786,0.06725325850718634,0.13139865363689437
triple50_pair40_uniform10,hybrid_uniform_pairs,1,0.15-0.20,96,120.54888888888888,0.6327262337087766,-0.15998953491828982,-0.05291334527469326,0.060110162930897146,0.16718635257449369
triple50_pair40_uniform10,hybrid_uniform_pairs,1,>0.20,15,21.13722222222222,0.09461981233737221,-0.3351598507120947,-0.06185865369949603,0.0012703764487820614,0.2745715734613807
triple50_pair40_uniform10,hybrid_uniform_pairs,5,<=0.10,1870,12205.082222222221,0.2411986573170703,0.10614341088296432,0.1371613665824422,0.01756605579061255,0.04858401149009045
triple50_pair40_uniform10,hybrid_uniform_pairs,5,0.10-0.12,89,579.9777777777778,0.8611852944557263,0.09660561283105931,0.14854959929358016,0.05650933158040718,0.10845331804292802
triple50_pair40_uniform10,hybrid_uniform_pairs,5,0.12-0.15,127,317.2538888888888,0.7885044750348916,0.00534378972486476,0.07391141438781167,0.06283102897394748,0.13139865363689437
triple50_pair40_uniform10,hybrid_uniform_pairs,5,0.15-0.20,96,120.54888888888888,0.6742031817427692,-0.13971625068319474,-0.03579957266967985,0.06326967456097876,0.16718635257449369
triple50_pair40_uniform10,hybrid_uniform_pairs,5,>0.20,15,21.13722222222222,0.18923962467474442,-0.3216780396859104,-0.03848808513169069,-0.008618381092838943,0.2745715734613807
triple50_pair40_uniform10,hybrid_uniform_pairs,10,<=0.10,1870,12205.082222222221,0.23500069278972496,0.11449842903921177,0.14170704883796212,0.0213753916913401,0.04858401149009045
triple50_pair40_uniform10,hybrid_uniform_pairs,10,0.10-0.12,89,579.9777777777778,0.827715621288172,0.10986591381957525,0.15616575130698435,0.06215348055551893,0.10845331804292802
triple50_pair40_uniform10,hybrid_uniform_pairs,10,0.12-0.15,127,317.2538888888888,0.9037083863782426,0.02585786727917341,0.08291232197607395,0.07434419893999382,0.13139865363689437
triple50_pair40_uniform10,hybrid_uniform_pairs,10,0.15-0.20,96,120.54888888888888,0.7239755193835604,-0.11935391056346883,-0.02925432847124431,0.07708677048226917,0.16718635257449369
triple50_pair40_uniform10,hybrid_uniform_pairs,10,>0.20,15,21.13722222222222,0.18923962467474442,-0.30697717695012877,-0.029732288820977244,-0.002673314667770733,0.2745715734613807
triple50_pair40_uniform10,hybrid_uniform_pairs,25,<=0.10,1870,12205.082222222221,0.22188985207801418,0.12808830969452883,0.151313929025353,0.025358392159266302,0.04858401149009045
triple50_pair40_uniform10,hybrid_uniform_pairs,25,0.10-0.12,89,579.9777777777778,0.913857810644086,0.1276994592575074,0.16764203428433064,0.06851074301610482,0.10845331804292802
triple50_pair40_uniform10,hybrid_uniform_pairs,25,0.12-0.15,127,317.2538888888888,0.9518541931891215,0.05028959265414612,0.09586793080238402,0.08582031548865647,0.13139865363689437
triple50_pair40_uniform10,hybrid_uniform_pairs,25,0.15-0.20,96,120.54888888888888,0.7903386362379486,-0.09070556644431117,-0.01643551688166849,0.09291630301185101,0.16718635257449369
triple50_pair40_uniform10,hybrid_uniform_pairs,25,>0.20,15,21.13722222222222,0.37847924934948884,-0.2704650691737608,-0.018077107140948175,0.022183611428568138,0.2745715734613807
triple50_pair40_uniform10,hybrid_uniform_pairs,50,<=0.10,1870,12205.082222222221,0.22504828134436533,0.13805914327815216,0.15802405544597867,0.028619099322263957,0.04858401149009045
triple50_pair40_uniform10,hybrid_uniform_pairs,50,0.10-0.12,89,579.9777777777778,0.9015517835932412,0.14187943925254265,0.17514136171610659,0.07519139557936408,0.10845331804292802
triple50_pair40_uniform10,hybrid_uniform_pairs,50,0.12-0.15,127,317.2538888888888,0.9743510717844279,0.06655716432408512,0.10402330011970914,0.09393251784127034,0.13139865363689437
triple50_pair40_uniform10,hybrid_uniform_pairs,50,0.15-0.20,96,120.54888888888888,0.8069294154515457,-0.06316733698957026,-0.008118109733928233,0.11213712531885166,0.16718635257449369
triple50_pair40_uniform10,hybrid_uniform_pairs,50,>0.20,15,21.13722222222222,0.5204089678555471,-0.20577242426932787,-0.011710641969847257,0.08050979116190014,0.2745715734613807
