order,sid,group,arch,K,conf,truth_syn,est_syn
2,p00_03,pair,mlp,0,marginal_loss_price_da,0.12176120281219482,0.033770203590393066
2,p00_03,pair,mlp,0,metered_load_mw,0.06941348314285278,0.05231881141662598
2,p00_03,pair,mlp,0,net_actual_interchange_mw,0.14877498149871826,0.10829108953475952
2,p00_03,pair,mlp,0,total_gen,0.05727541446685791,0.03561830520629883
2,p00_03,pair,mlp,0,total_lmp_da,0.17735004425048828,0.0716102123260498
2,p00_03,pair,mlp,0,total_losses,0.07132983207702637,0.034915268421173096
2,p00_04,pair,mlp,0,congestion_price_da,0.02752518653869629,-0.005942702293395996
2,p00_04,pair,mlp,0,congestion_price_rt,0.06331700086593628,0.013013601303100586
2,p00_04,pair,mlp,0,da_as_total_mw_primary_reserve,0.043482422828674316,0.015124619007110596
2,p00_04,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.06867659091949463,0.012861132621765137
2,p00_04,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.22209829092025757,0.128190279006958
2,p00_04,pair,mlp,0,gross_actual_interchange_mw,0.06574290990829468,0.02468961477279663
2,p00_04,pair,mlp,0,marginal_loss_price_da,0.12148243188858032,0.0017986297607421875
2,p00_04,pair,mlp,0,metered_load_mw,0.05109447240829468,0.010142683982849121
2,p00_04,pair,mlp,0,net_actual_interchange_mw,0.12900251150131226,0.07579922676086426
2,p00_04,pair,mlp,0,total_gen,0.06663703918457031,0.02891242504119873
2,p00_04,pair,mlp,0,total_lmp_da,0.16041439771652222,-0.012196898460388184
2,p00_04,pair,mlp,0,total_losses,0.12821495532989502,0.11683869361877441
2,p00_05,pair,mlp,0,congestion_price_da,0.05682814121246338,0.05082279443740845
2,p00_05,pair,mlp,0,congestion_price_rt,0.009063243865966797,0.013115644454956055
2,p00_05,pair,mlp,0,da_as_total_mw_primary_reserve,0.03815186023712158,0.010663628578186035
2,p00_05,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.03633934259414673,0.011459171772003174
2,p00_05,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.1708686351776123,0.11192536354064941
2,p00_05,pair,mlp,0,gross_actual_interchange_mw,0.013782501220703125,0.0070285797119140625
2,p00_05,pair,mlp,0,marginal_loss_price_da,0.05487096309661865,0.03115755319595337
2,p00_05,pair,mlp,0,metered_load_mw,0.09413957595825195,0.0934796929359436
2,p00_05,pair,mlp,0,net_actual_interchange_mw,0.06179887056350708,0.04349011182785034
2,p00_05,pair,mlp,0,total_gen,0.08072811365127563,0.07634443044662476
2,p00_05,pair,mlp,0,total_lmp_da,0.025887012481689453,0.01798790693283081
2,p00_05,pair,mlp,0,total_losses,0.05156773328781128,0.0072765350341796875
2,p00_06,pair,mlp,0,congestion_price_da,0.023461997509002686,0.006381034851074219
2,p00_06,pair,mlp,0,congestion_price_rt,0.026721298694610596,0.019880294799804688
2,p00_06,pair,mlp,0,da_as_total_mw_primary_reserve,0.04183441400527954,0.017313778400421143
2,p00_06,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.03350639343261719,-0.01574885845184326
2,p00_06,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.15487468242645264,0.09523254632949829
2,p00_06,pair,mlp,0,gross_actual_interchange_mw,0.04400402307510376,0.010351240634918213
2,p00_06,pair,mlp,0,marginal_loss_price_da,0.021519243717193604,-0.010042309761047363
2,p00_06,pair,mlp,0,metered_load_mw,0.007626473903656006,0.0015345215797424316
2,p00_06,pair,mlp,0,net_actual_interchange_mw,0.08256042003631592,0.027187466621398926
2,p00_06,pair,mlp,0,total_gen,0.01349639892578125,0.001369476318359375
2,p00_06,pair,mlp,0,total_lmp_da,0.0781320333480835,-0.00267869234085083
2,p00_06,pair,mlp,0,total_losses,0.052098751068115234,0.02764958143234253
2,p00_07,pair,mlp,0,congestion_price_da,0.00040090084075927734,0.0026745200157165527
2,p00_07,pair,mlp,0,congestion_price_rt,0.016719937324523926,-0.0013868212699890137
2,p00_07,pair,mlp,0,da_as_total_mw_primary_reserve,0.00012022256851196289,-0.01425999402999878
2,p00_07,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.014236927032470703,-0.009665608406066895
2,p00_07,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.041962385177612305,0.012504220008850098
2,p00_07,pair,mlp,0,gross_actual_interchange_mw,0.11526179313659668,0.10715782642364502
2,p00_07,pair,mlp,0,marginal_loss_price_da,0.05867719650268555,-0.0069130659103393555
2,p00_07,pair,mlp,0,metered_load_mw,0.03726750612258911,0.021985411643981934
2,p00_07,pair,mlp,0,net_actual_interchange_mw,0.027959883213043213,0.014189183712005615
2,p00_07,pair,mlp,0,total_gen,0.0371861457824707,0.02162843942642212
2,p00_07,pair,mlp,0,total_lmp_da,0.06785130500793457,7.152557373046875e-05
2,p00_07,pair,mlp,0,total_losses,0.04541170597076416,0.041845619678497314
2,p00_08,pair,mlp,0,congestion_price_da,0.028307080268859863,0.023151934146881104
2,p00_08,pair,mlp,0,congestion_price_rt,0.03105032444000244,0.022033989429473877
2,p00_08,pair,mlp,0,da_as_total_mw_primary_reserve,0.025982141494750977,0.017067134380340576
2,p00_08,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.017889797687530518,0.027259349822998047
2,p00_08,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.08279198408126831,0.05760878324508667
2,p00_08,pair,mlp,0,gross_actual_interchange_mw,0.03483891487121582,0.025019824504852295
2,p00_08,pair,mlp,0,marginal_loss_price_da,0.06534487009048462,0.04025155305862427
2,p00_08,pair,mlp,0,metered_load_mw,0.02735590934753418,0.02694880962371826
2,p00_08,pair,mlp,0,net_actual_interchange_mw,0.02236485481262207,0.016505062580108643
2,p00_08,pair,mlp,0,total_gen,0.02084141969680786,0.01948338747024536
2,p00_08,pair,mlp,0,total_lmp_da,0.12042057514190674,0.08146029710769653
2,p00_08,pair,mlp,0,total_losses,0.008097171783447266,0.0010541677474975586
2,p00_09,pair,mlp,0,congestion_price_da,0.025463581085205078,0.004652619361877441
2,p00_09,pair,mlp,0,congestion_price_rt,0.017827987670898438,-0.0001881122589111328
2,p00_09,pair,mlp,0,da_as_total_mw_primary_reserve,0.03033071756362915,0.009290874004364014
2,p00_09,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.030506789684295654,0.03600424528121948
2,p00_09,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.09298688173294067,0.045004069805145264
2,p00_09,pair,mlp,0,gross_actual_interchange_mw,0.022282779216766357,0.012897610664367676
2,p00_09,pair,mlp,0,marginal_loss_price_da,0.02839738130569458,0.0008012652397155762
2,p00_09,pair,mlp,0,metered_load_mw,0.025646209716796875,0.0182039737701416
2,p00_09,pair,mlp,0,net_actual_interchange_mw,0.03850245475769043,0.020576059818267822
2,p00_09,pair,mlp,0,total_gen,0.028310775756835938,0.020193278789520264
2,p00_09,pair,mlp,0,total_lmp_da,0.07171797752380371,-0.012852311134338379
2,p00_09,pair,mlp,0,total_losses,0.15625429153442383,0.15325093269348145
2,p00_10,pair,mlp,0,congestion_price_da,0.045237839221954346,0.0008870363235473633
2,p00_10,pair,mlp,0,congestion_price_rt,0.07262104749679565,0.015892863273620605
2,p00_10,pair,mlp,0,da_as_total_mw_primary_reserve,0.08827316761016846,0.016265273094177246
2,p00_10,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.07337003946304321,0.004220783710479736
2,p00_10,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.30431926250457764,0.04707592725753784
2,p00_10,pair,mlp,0,gross_actual_interchange_mw,0.049394965171813965,0.013762474060058594
2,p00_10,pair,mlp,0,marginal_loss_price_da,0.15945124626159668,-0.03420811891555786
2,p00_10,pair,mlp,0,metered_load_mw,0.2230079174041748,-0.04646080732345581
2,p00_10,pair,mlp,0,net_actual_interchange_mw,0.08999621868133545,0.030208289623260498
2,p00_10,pair,mlp,0,total_gen,0.22893333435058594,-0.04018402099609375
2,p00_10,pair,mlp,0,total_lmp_da,0.25547295808792114,-0.035806119441986084
2,p00_10,pair,mlp,0,total_losses,0.05737435817718506,0.022296130657196045
2,p00_11,pair,mlp,0,congestion_price_da,0.029194355010986328,0.01624476909637451
2,p00_11,pair,mlp,0,congestion_price_rt,0.04420429468154907,0.01719611883163452
2,p00_11,pair,mlp,0,da_as_total_mw_primary_reserve,0.04176163673400879,0.03687781095504761
2,p00_11,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.07597380876541138,0.057625651359558105
2,p00_11,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.16406530141830444,0.10900652408599854
2,p00_11,pair,mlp,0,gross_actual_interchange_mw,0.054988086223602295,0.04610598087310791
2,p00_11,pair,mlp,0,marginal_loss_price_da,0.06954169273376465,-0.01096498966217041
2,p00_11,pair,mlp,0,metered_load_mw,0.0677565336227417,0.06426197290420532
2,p00_11,pair,mlp,0,net_actual_interchange_mw,0.044486045837402344,0.03331071138381958
2,p00_11,pair,mlp,0,total_gen,0.0737680196762085,0.07150894403457642
2,p00_11,pair,mlp,0,total_lmp_da,0.13110750913619995,0.019269704818725586
2,p00_11,pair,mlp,0,total_losses,0.08140993118286133,0.07394880056381226
2,p00_12,pair,mlp,0,congestion_price_da,0.04121410846710205,0.014073789119720459
2,p00_12,pair,mlp,0,congestion_price_rt,0.03686022758483887,0.01585477590560913
2,p00_12,pair,mlp,0,da_as_total_mw_primary_reserve,0.09102410078048706,0.0776180624961853
2,p00_12,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.09156686067581177,0.03402608633041382
2,p00_12,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.15008866786956787,0.10780942440032959
2,p00_12,pair,mlp,0,gross_actual_interchange_mw,0.030862867832183838,0.012635588645935059
2,p00_12,pair,mlp,0,marginal_loss_price_da,0.09998482465744019,0.02818387746810913
2,p00_12,pair,mlp,0,metered_load_mw,0.05644392967224121,0.05397385358810425
2,p00_12,pair,mlp,0,net_actual_interchange_mw,0.01942276954650879,-0.026322901248931885
2,p00_12,pair,mlp,0,total_gen,0.04867291450500488,0.04630136489868164
2,p00_12,pair,mlp,0,total_lmp_da,0.14262759685516357,0.10642743110656738
2,p00_12,pair,mlp,0,total_losses,0.013855457305908203,-0.01073598861694336
2,p00_13,pair,mlp,0,congestion_price_da,0.03752344846725464,0.0347059965133667
2,p00_13,pair,mlp,0,congestion_price_rt,0.04948610067367554,0.03579658269882202
2,p00_13,pair,mlp,0,da_as_total_mw_primary_reserve,0.08246928453445435,0.06860917806625366
2,p00_13,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.05061757564544678,0.03481698036193848
2,p00_13,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.17907589673995972,0.06730586290359497
2,p00_13,pair,mlp,0,gross_actual_interchange_mw,0.04383116960525513,0.020225465297698975
2,p00_13,pair,mlp,0,marginal_loss_price_da,0.10978025197982788,0.0062847137451171875
2,p00_13,pair,mlp,0,metered_load_mw,0.051707327365875244,0.034324049949645996
2,p00_13,pair,mlp,0,net_actual_interchange_mw,0.17411500215530396,0.1366310715675354
2,p00_13,pair,mlp,0,total_gen,0.04658830165863037,0.027862608432769775
2,p00_13,pair,mlp,0,total_lmp_da,0.16527849435806274,0.03857076168060303
2,p00_13,pair,mlp,0,total_losses,0.06911468505859375,0.03148370981216431
2,p00_14,pair,mlp,0,congestion_price_da,0.036651015281677246,0.03586912155151367
2,p00_14,pair,mlp,0,congestion_price_rt,0.03363168239593506,0.016616225242614746
2,p00_14,pair,mlp,0,da_as_total_mw_primary_reserve,0.015423715114593506,-0.006087243556976318
2,p00_14,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.05257594585418701,0.015001535415649414
2,p00_14,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.21113622188568115,0.1407616138458252
2,p00_14,pair,mlp,0,gross_actual_interchange_mw,0.03636831045150757,0.016921937465667725
2,p00_14,pair,mlp,0,marginal_loss_price_da,0.1432437300682068,0.03624075651168823
2,p00_14,pair,mlp,0,metered_load_mw,0.05468195676803589,0.0483783483505249
2,p00_14,pair,mlp,0,net_actual_interchange_mw,0.021501898765563965,-0.011557042598724365
2,p00_14,pair,mlp,0,total_gen,0.06027674674987793,0.05240243673324585
2,p00_14,pair,mlp,0,total_lmp_da,0.09440809488296509,0.037360548973083496
2,p00_14,pair,mlp,0,total_losses,0.06310379505157471,0.018634796142578125
2,p00_15,pair,mlp,0,congestion_price_da,0.09335535764694214,0.07874053716659546
2,p00_15,pair,mlp,0,congestion_price_rt,0.003503262996673584,0.01749652624130249
2,p00_15,pair,mlp,0,da_as_total_mw_primary_reserve,0.04704374074935913,0.02611100673675537
2,p00_15,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.030106961727142334,0.011342644691467285
2,p00_15,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.12940865755081177,0.10000848770141602
2,p00_15,pair,mlp,0,gross_actual_interchange_mw,0.015083372592926025,0.003600895404815674
2,p00_15,pair,mlp,0,marginal_loss_price_da,0.05535924434661865,0.03212130069732666
2,p00_15,pair,mlp,0,metered_load_mw,0.07785671949386597,0.07862937450408936
2,p00_15,pair,mlp,0,net_actual_interchange_mw,0.0702466368675232,0.05408203601837158
2,p00_15,pair,mlp,0,total_gen,0.06634175777435303,0.06432360410690308
2,p00_15,pair,mlp,0,total_lmp_da,0.03934246301651001,0.05118352174758911
2,p00_15,pair,mlp,0,total_losses,0.05846047401428223,0.011790037155151367
2,p00_16,pair,mlp,0,congestion_price_da,0.00764697790145874,0.011658072471618652
2,p00_16,pair,mlp,0,congestion_price_rt,0.025384247303009033,0.005359828472137451
2,p00_16,pair,mlp,0,da_as_total_mw_primary_reserve,0.02727794647216797,0.0035983920097351074
2,p00_16,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.06150263547897339,0.02409571409225464
2,p00_16,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.08700734376907349,0.05356013774871826
2,p00_16,pair,mlp,0,gross_actual_interchange_mw,0.033694446086883545,0.011996865272521973
2,p00_16,pair,mlp,0,marginal_loss_price_da,0.06612807512283325,0.03646230697631836
2,p00_16,pair,mlp,0,metered_load_mw,0.06463885307312012,0.06880307197570801
2,p00_16,pair,mlp,0,net_actual_interchange_mw,0.026222050189971924,-0.02997767925262451
2,p00_16,pair,mlp,0,total_gen,0.05872821807861328,0.06368523836135864
2,p00_16,pair,mlp,0,total_lmp_da,0.03804171085357666,0.044551849365234375
2,p00_16,pair,mlp,0,total_losses,0.01489335298538208,-0.0016434788703918457
2,p00_17,pair,mlp,0,congestion_price_da,0.015325069427490234,0.010609149932861328
2,p00_17,pair,mlp,0,congestion_price_rt,0.012190103530883789,-0.002647221088409424
2,p00_17,pair,mlp,0,da_as_total_mw_primary_reserve,0.0049751996994018555,-0.0054492950439453125
2,p00_17,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.014501631259918213,0.027154386043548584
2,p00_17,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.021158576011657715,0.004633963108062744
2,p00_17,pair,mlp,0,gross_actual_interchange_mw,0.09868031740188599,0.09441936016082764
2,p00_17,pair,mlp,0,marginal_loss_price_da,0.017699062824249268,-0.010165810585021973
2,p00_17,pair,mlp,0,metered_load_mw,0.02788335084915161,0.022784173488616943
2,p00_17,pair,mlp,0,net_actual_interchange_mw,0.017352581024169922,0.012379646301269531
2,p00_17,pair,mlp,0,total_gen,0.026691913604736328,0.02113431692123413
2,p00_17,pair,mlp,0,total_lmp_da,0.037762463092803955,-0.0030325651168823242
2,p00_17,pair,mlp,0,total_losses,0.04838275909423828,0.04386258125305176
2,p00_18,pair,mlp,0,congestion_price_da,0.026294589042663574,0.0005412697792053223
2,p00_18,pair,mlp,0,congestion_price_rt,0.01991671323776245,0.0032363533973693848
2,p00_18,pair,mlp,0,da_as_total_mw_primary_reserve,0.02975863218307495,0.007561862468719482
2,p00_18,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.03649836778640747,0.05501216650009155
2,p00_18,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.11061066389083862,0.051386117935180664
2,p00_18,pair,mlp,0,gross_actual_interchange_mw,0.022341370582580566,0.013969242572784424
2,p00_18,pair,mlp,0,marginal_loss_price_da,0.045578598976135254,0.0058730244636535645
2,p00_18,pair,mlp,0,metered_load_mw,0.03582733869552612,0.024270832538604736
2,p00_18,pair,mlp,0,net_actual_interchange_mw,0.03827488422393799,0.02855396270751953
2,p00_18,pair,mlp,0,total_gen,0.03863447904586792,0.02870631217956543
2,p00_18,pair,mlp,0,total_lmp_da,0.09595328569412231,0.003173649311065674
2,p00_18,pair,mlp,0,total_losses,0.15356194972991943,0.1444663405418396
2,p00_19,pair,mlp,0,congestion_price_da,0.007790267467498779,0.02648705244064331
2,p00_19,pair,mlp,0,congestion_price_rt,0.013846337795257568,0.015566766262054443
2,p00_19,pair,mlp,0,da_as_total_mw_primary_reserve,0.03534293174743652,0.011561751365661621
2,p00_19,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.046427011489868164,0.009707331657409668
2,p00_19,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.09015953540802002,0.05324286222457886
2,p00_19,pair,mlp,0,gross_actual_interchange_mw,0.031066834926605225,0.023063242435455322
2,p00_19,pair,mlp,0,marginal_loss_price_da,0.12306612730026245,0.04154855012893677
2,p00_19,pair,mlp,0,metered_load_mw,0.00024825334548950195,-0.009207546710968018
2,p00_19,pair,mlp,0,net_actual_interchange_mw,0.04932284355163574,-0.006310760974884033
2,p00_19,pair,mlp,0,total_gen,0.004562675952911377,-0.004417002201080322
2,p00_19,pair,mlp,0,total_lmp_da,0.07166606187820435,0.03175365924835205
2,p00_19,pair,mlp,0,total_losses,0.04784756898880005,-0.0025770068168640137
2,p00_20,pair,mlp,0,congestion_price_da,0.006928205490112305,0.005179703235626221
2,p00_20,pair,mlp,0,congestion_price_rt,0.01105201244354248,0.00022268295288085938
2,p00_20,pair,mlp,0,da_as_total_mw_primary_reserve,0.035822510719299316,0.0058182477951049805
2,p00_20,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.05045384168624878,-0.00953829288482666
2,p00_20,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.09451526403427124,0.045861899852752686
2,p00_20,pair,mlp,0,gross_actual_interchange_mw,0.03767746686935425,0.026770293712615967
2,p00_20,pair,mlp,0,marginal_loss_price_da,0.12515032291412354,0.03986555337905884
2,p00_20,pair,mlp,0,metered_load_mw,0.0011689066886901855,-0.009482979774475098
2,p00_20,pair,mlp,0,net_actual_interchange_mw,0.04763472080230713,-0.014798402786254883
2,p00_20,pair,mlp,0,total_gen,0.005640864372253418,-0.004204750061035156
2,p00_20,pair,mlp,0,total_lmp_da,0.06800347566604614,0.023111999034881592
2,p00_20,pair,mlp,0,total_losses,0.0463031530380249,0.01590794324874878
2,p00_21,pair,mlp,0,congestion_price_da,0.044198453426361084,0.03123551607131958
2,p00_21,pair,mlp,0,congestion_price_rt,0.011886239051818848,-0.0054495930671691895
2,p00_21,pair,mlp,0,da_as_total_mw_primary_reserve,0.01673734188079834,0.011993885040283203
2,p00_21,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.0060950517654418945,-0.005424857139587402
2,p00_21,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.08000409603118896,0.06040984392166138
2,p00_21,pair,mlp,0,gross_actual_interchange_mw,0.021115422248840332,0.007310688495635986
2,p00_21,pair,mlp,0,marginal_loss_price_da,0.10264182090759277,0.10199719667434692
2,p00_21,pair,mlp,0,metered_load_mw,0.01233375072479248,0.004490971565246582
2,p00_21,pair,mlp,0,net_actual_interchange_mw,0.05779939889907837,0.060447514057159424
2,p00_21,pair,mlp,0,total_gen,0.010786890983581543,0.0026792287826538086
2,p00_21,pair,mlp,0,total_lmp_da,0.14342600107192993,0.12614524364471436
2,p00_21,pair,mlp,0,total_losses,0.0079459547996521,0.0009282231330871582
2,p00_22,pair,mlp,0,congestion_price_da,0.008082211017608643,0.005168557167053223
2,p00_22,pair,mlp,0,congestion_price_rt,0.011537671089172363,0.0021190643310546875
2,p00_22,pair,mlp,0,da_as_total_mw_primary_reserve,0.042993128299713135,0.03169888257980347
2,p00_22,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.013700127601623535,0.02775806188583374
2,p00_22,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.10928821563720703,0.050872087478637695
2,p00_22,pair,mlp,0,gross_actual_interchange_mw,0.005762338638305664,0.00198286771774292
2,p00_22,pair,mlp,0,marginal_loss_price_da,0.0018903017044067383,-0.009028851985931396
2,p00_22,pair,mlp,0,metered_load_mw,0.020851969718933105,0.01107102632522583
2,p00_22,pair,mlp,0,net_actual_interchange_mw,0.04440438747406006,0.024668753147125244
2,p00_22,pair,mlp,0,total_gen,0.019414007663726807,0.007745921611785889
2,p00_22,pair,mlp,0,total_lmp_da,0.020823955535888672,0.0006139874458312988
2,p00_22,pair,mlp,0,total_losses,0.012903928756713867,0.00504690408706665
2,p00_23,pair,mlp,0,congestion_price_da,-0.013383269309997559,-0.00867682695388794
2,p00_23,pair,mlp,0,congestion_price_rt,0.023027658462524414,0.022148728370666504
2,p00_23,pair,mlp,0,da_as_total_mw_primary_reserve,0.007503688335418701,0.002911388874053955
2,p00_23,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.008718132972717285,0.016353607177734375
2,p00_23,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.0021227002143859863,0.0056993961334228516
2,p00_23,pair,mlp,0,gross_actual_interchange_mw,0.005659937858581543,0.004259705543518066
2,p00_23,pair,mlp,0,marginal_loss_price_da,-0.005831599235534668,-0.007462263107299805
2,p00_23,pair,mlp,0,metered_load_mw,0.0015375614166259766,0.00626981258392334
2,p00_23,pair,mlp,0,net_actual_interchange_mw,0.007577657699584961,-0.008936047554016113
2,p00_23,pair,mlp,0,total_gen,0.0015633106231689453,0.005166053771972656
2,p00_23,pair,mlp,0,total_lmp_da,0.0015134215354919434,0.004814505577087402
2,p00_23,pair,mlp,0,total_losses,-0.001461029052734375,-0.0024653077125549316
2,p00_24,pair,mlp,0,congestion_price_da,0.05660122632980347,0.02637392282485962
2,p00_24,pair,mlp,0,congestion_price_rt,0.043176889419555664,0.022761642932891846
2,p00_24,pair,mlp,0,da_as_total_mw_primary_reserve,0.08293551206588745,0.03920578956604004
2,p00_24,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.07030892372131348,0.031304240226745605
2,p00_24,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.11560267210006714,0.06611323356628418
2,p00_24,pair,mlp,0,gross_actual_interchange_mw,0.12376320362091064,0.1002265214920044
2,p00_24,pair,mlp,0,marginal_loss_price_da,0.1400044560432434,0.09601420164108276
2,p00_24,pair,mlp,0,metered_load_mw,0.03747683763504028,0.0004068613052368164
2,p00_24,pair,mlp,0,net_actual_interchange_mw,0.13239723443984985,0.0968012809753418
2,p00_24,pair,mlp,0,total_gen,0.03344619274139404,0.0017578601837158203
2,p00_24,pair,mlp,0,total_lmp_da,0.15938395261764526,0.11801934242248535
2,p00_24,pair,mlp,0,total_losses,0.03881728649139404,0.024152755737304688
2,p00_25,pair,mlp,0,congestion_price_da,0.0005499124526977539,0.00014007091522216797
2,p00_25,pair,mlp,0,congestion_price_rt,0.011697530746459961,-0.006900310516357422
2,p00_25,pair,mlp,0,da_as_total_mw_primary_reserve,0.036509692668914795,0.024266958236694336
2,p00_25,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.01584714651107788,-0.00363844633102417
2,p00_25,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.028430700302124023,0.02011781930923462
2,p00_25,pair,mlp,0,gross_actual_interchange_mw,0.004568040370941162,-0.0009412169456481934
2,p00_25,pair,mlp,0,marginal_loss_price_da,0.026964008808135986,-0.004537999629974365
2,p00_25,pair,mlp,0,metered_load_mw,0.0053986310958862305,0.0005993843078613281
2,p00_25,pair,mlp,0,net_actual_interchange_mw,0.026454031467437744,0.006573379039764404
2,p00_25,pair,mlp,0,total_gen,0.00589829683303833,-0.0010481476783752441
2,p00_25,pair,mlp,0,total_lmp_da,0.022026658058166504,-0.004899740219116211
2,p00_25,pair,mlp,0,total_losses,0.024534165859222412,0.014538586139678955
2,p00_26,pair,mlp,0,congestion_price_da,0.025550127029418945,0.010780096054077148
2,p00_26,pair,mlp,0,congestion_price_rt,0.018305718898773193,0.013194441795349121
2,p00_26,pair,mlp,0,da_as_total_mw_primary_reserve,0.02203899621963501,0.010579884052276611
2,p00_26,pair,mlp,0,da_as_total_mw_synchronized_reserve,0.034245967864990234,0.044600605964660645
2,p00_26,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.04816102981567383,0.005294322967529297
2,p00_26,pair,mlp,0,gross_actual_interchange_mw,0.08923733234405518,0.07648712396621704
