reference,cohort,arch,K,conf,n_subsets,mae,bias,spearman
dnn_full,pair,gnn,200,da_as_total_mw_synchronized_reserve,946,0.03776255949355079,-0.03755213090279642,0.8296674072717792
dnn_full,pair,gnn,200,da_as_total_mw_thirty_minutes_reserve,946,0.048854745782707,-0.048615378947893105,0.8310534650953919
dnn_full,pair,gnn,200,gross_actual_interchange_mw,946,0.03416066738062127,-0.033913871639626725,0.9138280693637931
dnn_full,pair,gnn,200,marginal_loss_price_da,946,0.035025899367403024,-0.03373183338385052,0.9760984533298226
dnn_full,pair,gnn,200,metered_load_mw,946,0.034061552858251846,-0.03399040633477822,0.9815612588105114
dnn_full,pair,gnn,200,net_actual_interchange_mw,946,0.046371638081794564,-0.04568807626375436,0.8136708828735181
dnn_full,pair,gnn,200,total_gen,946,0.0385106636278221,-0.038420162354664875,0.984408688069941
dnn_full,pair,gnn,200,total_lmp_da,946,0.037848210233966596,-0.0378092384993652,0.9886109770635767
dnn_full,pair,gnn,200,total_losses,946,0.038491517746423315,-0.03751252115906923,0.9667340741210045
dnn_full,triple_all,gnn,200,congestion_price_da,397,0.03365631878225869,-0.03214139241715823,0.8931256692927452
dnn_full,triple_all,gnn,200,congestion_price_rt,397,0.02798229275782703,-0.02744208280025261,0.9495997891561846
dnn_full,triple_all,gnn,200,da_as_total_mw_primary_reserve,397,0.03845009065094763,-0.03831778185193425,0.9446338998205952
dnn_full,triple_all,gnn,200,da_as_total_mw_synchronized_reserve,397,0.047733586290921615,-0.047674065723227015,0.8665672880488247
dnn_full,triple_all,gnn,200,da_as_total_mw_thirty_minutes_reserve,397,0.06317891236816905,-0.06313423110495887,0.8962666346827161
dnn_full,triple_all,gnn,200,gross_actual_interchange_mw,397,0.04891229816888382,-0.04884412066462058,0.928220790485542
dnn_full,triple_all,gnn,200,marginal_loss_price_da,397,0.047507541906323184,-0.04612730522299894,0.9594172466570171
dnn_full,triple_all,gnn,200,metered_load_mw,397,0.03189670454044486,-0.03186489697968029,0.9910897461206027
dnn_full,triple_all,gnn,200,net_actual_interchange_mw,397,0.05738810778264735,-0.05722681461113226,0.9012609805917376
dnn_full,triple_all,gnn,200,total_gen,397,0.03352836937988435,-0.0335230851353566,0.9911801143462681
dnn_full,triple_all,gnn,200,total_lmp_da,397,0.04246178742319871,-0.04232020792492691,0.9812258103981611
dnn_full,triple_all,gnn,200,total_losses,397,0.050559102888371545,-0.05006651088632925,0.9594483864052143
dnn_full,triple_top,gnn,200,congestion_price_da,197,0.036787190413111966,-0.035310846294848444,0.8116084207177687
dnn_full,triple_top,gnn,200,congestion_price_rt,197,0.02634001897676342,-0.02621971320379809,0.9438845146221995
dnn_full,triple_top,gnn,200,da_as_total_mw_primary_reserve,197,0.038252726726725625,-0.03813538182205355,0.938483187820901
dnn_full,triple_top,gnn,200,da_as_total_mw_synchronized_reserve,197,0.04663980067683961,-0.04661247028312102,0.8214699030067172
dnn_full,triple_top,gnn,200,da_as_total_mw_thirty_minutes_reserve,197,0.07618332635327645,-0.07618332635327645,0.8995502710035131
dnn_full,triple_top,gnn,200,gross_actual_interchange_mw,197,0.05290149159842941,-0.05290149159842941,0.9380889734967401
dnn_full,triple_top,gnn,200,marginal_loss_price_da,197,0.04745673225615835,-0.04626848370895773,0.92940646493946
dnn_full,triple_top,gnn,200,metered_load_mw,197,0.023132416197491176,-0.023113378413437587,0.9847872697763924
dnn_full,triple_top,gnn,200,net_actual_interchange_mw,197,0.05791818429975945,-0.05789874592408311,0.8961036731466112
dnn_full,triple_top,gnn,200,total_gen,197,0.022133990895324553,-0.022133990895324553,0.9829916276616786
dnn_full,triple_top,gnn,200,total_lmp_da,197,0.039111142231123094,-0.03886458958466041,0.9558607937868273
dnn_full,triple_top,gnn,200,total_losses,197,0.04932101033060684,-0.04888679624208944,0.9364891134917663
dnn_full,triple_rand,gnn,200,congestion_price_da,200,0.030572410225868225,-0.029019480347633363,0.9200035496296696
dnn_full,triple_rand,gnn,200,congestion_price_rt,200,0.029599932432174684,-0.028646116852760316,0.9522958037085333
dnn_full,triple_rand,gnn,200,da_as_total_mw_primary_reserve,200,0.038644494116306306,-0.03849744588136673,0.9435852935761854
dnn_full,triple_rand,gnn,200,da_as_total_mw_synchronized_reserve,200,0.04881096512079239,-0.04871973723173142,0.8825700352407185
dnn_full,triple_rand,gnn,200,da_as_total_mw_thirty_minutes_reserve,200,0.050369564592838284,-0.05028087228536606,0.9117451592436597
dnn_full,triple_rand,gnn,200,gross_actual_interchange_mw,200,0.044982942640781405,-0.04484761029481888,0.9456021922794647
dnn_full,triple_rand,gnn,200,marginal_loss_price_da,200,0.04755758941173553,-0.04598824441432953,0.9744207127118413
dnn_full,triple_rand,gnn,200,metered_load_mw,200,0.040529528558254244,-0.04048514276742935,0.992761099102416
dnn_full,triple_rand,gnn,200,net_actual_interchange_mw,200,0.05686598241329193,-0.05656496226787567,0.8930063744488833
dnn_full,triple_rand,gnn,200,total_gen,200,0.04475183218717575,-0.04474134296178818,0.9922454801721904
dnn_full,triple_rand,gnn,200,total_lmp_da,200,0.04576217293739319,-0.04572399199008942,0.9919859458472832
dnn_full,triple_rand,gnn,200,total_losses,200,0.05177862405776978,-0.051228529810905456,0.9806204486435838
dnn_full,wide_all,mlp,0,congestion_price_da,50,0.08663979887962342,-0.08663979887962342,0.9733948083125521
dnn_full,wide_all,mlp,0,congestion_price_rt,50,0.07839954853057861,-0.07527781248092652,0.9086412641578026
dnn_full,wide_all,mlp,0,da_as_total_mw_primary_reserve,50,0.06056721210479736,-0.06056721210479736,0.9620648259303721
dnn_full,wide_all,mlp,0,da_as_total_mw_synchronized_reserve,50,0.08470080256462097,-0.08470080256462097,0.9555091361490305
dnn_full,wide_all,mlp,0,da_as_total_mw_thirty_minutes_reserve,50,0.07595086216926575,-0.07595086216926575,0.9924848138470281
dnn_full,wide_all,mlp,0,gross_actual_interchange_mw,50,0.08901751041412354,-0.08901751041412354,0.9892436974789915
dnn_full,wide_all,mlp,0,marginal_loss_price_da,50,0.09138588190078735,-0.09138588190078735,0.970011285064349
dnn_full,wide_all,mlp,0,metered_load_mw,50,0.04702112913131714,-0.04702112913131714,0.931812725090036
dnn_full,wide_all,mlp,0,net_actual_interchange_mw,50,0.11565289855003356,-0.11565289855003356,0.9840332303731999
dnn_full,wide_all,mlp,0,total_gen,50,0.0476546323299408,-0.0476546323299408,0.8856182472989195
dnn_full,wide_all,mlp,0,total_lmp_da,50,0.061889324188232425,-0.061889324188232425,0.9720528211284514
dnn_full,wide_all,mlp,0,total_losses,50,0.08195716857910157,-0.08195716857910157,0.978391356542617
dnn_full,single,mlp,0,congestion_price_da,44,0.0153801983053034,-0.01532247391614047,0.870461756339217
dnn_full,single,mlp,0,congestion_price_rt,44,0.012306505983526056,-0.012266530231996016,0.874028466229384
dnn_full,single,mlp,0,da_as_total_mw_primary_reserve,44,0.01191174713048068,-0.01191174713048068,0.9681513162538871
dnn_full,single,mlp,0,da_as_total_mw_synchronized_reserve,44,0.023569738323038273,-0.023569738323038273,0.8425602063646773
dnn_full,single,mlp,0,da_as_total_mw_thirty_minutes_reserve,44,0.02835545214739713,-0.02835545214739713,0.9557510286145361
dnn_full,single,mlp,0,gross_actual_interchange_mw,44,0.020897244865244084,-0.020897244865244084,0.858019687954087
dnn_full,single,mlp,0,marginal_loss_price_da,44,0.02950399030338634,-0.029411573301662098,0.9274036793190901
dnn_full,single,mlp,0,metered_load_mw,44,0.034904284910722214,-0.034904284910722214,0.9123996374173007
dnn_full,single,mlp,0,net_actual_interchange_mw,44,0.02550484375520186,-0.0252230627970262,0.9054026093085642
dnn_full,single,mlp,0,total_gen,44,0.03465268015861511,-0.03465268015861511,0.9255185561371227
dnn_full,single,mlp,0,total_lmp_da,44,0.03549587455662814,-0.03549587455662814,0.9524722539234366
dnn_full,single,mlp,0,total_losses,44,0.03236943483352661,-0.03236943483352661,0.9102446794615789
dnn_full,pair,mlp,0,congestion_price_da,946,0.02895298965637578,-0.02884448752846829,0.925908000963514
dnn_full,pair,mlp,0,congestion_price_rt,946,0.027228625518827054,-0.027006934422519193,0.9580033348743416
dnn_full,pair,mlp,0,da_as_total_mw_primary_reserve,946,0.02829932297006974,-0.02829932297006974,0.9666547068354987
dnn_full,pair,mlp,0,da_as_total_mw_synchronized_reserve,946,0.04096609404424784,-0.040964731454345184,0.8925520301896973
dnn_full,pair,mlp,0,da_as_total_mw_thirty_minutes_reserve,946,0.05636469978862787,-0.05636469978862787,0.9491054434134659
dnn_full,pair,mlp,0,gross_actual_interchange_mw,946,0.0398478297552145,-0.0398478297552145,0.9338375589921135
dnn_full,pair,mlp,0,marginal_loss_price_da,946,0.059446451086826606,-0.0593987464526743,0.9673389310068967
dnn_full,pair,mlp,0,metered_load_mw,946,0.06455974510809837,-0.06455974510809837,0.9712158036708439
dnn_full,pair,mlp,0,net_actual_interchange_mw,946,0.05364133074218073,-0.05361211992973505,0.9331129305912558
dnn_full,pair,mlp,0,total_gen,946,0.06480827921288713,-0.06480827921288713,0.9712680390962447
dnn_full,pair,mlp,0,total_lmp_da,946,0.0682637739383141,-0.06823762614933683,0.9766791904609111
dnn_full,pair,mlp,0,total_losses,946,0.061318276737507504,-0.061318276737507504,0.9256265635338135
dnn_full,triple_all,mlp,0,congestion_price_da,397,0.05381654326801636,-0.05381654326801636,0.83337913868315
dnn_full,triple_all,mlp,0,congestion_price_rt,397,0.046578490313714936,-0.046173293734677795,0.9386337344477375
dnn_full,triple_all,mlp,0,da_as_total_mw_primary_reserve,397,0.0630921317588172,-0.0630921317588172,0.9228024948041067
dnn_full,triple_all,mlp,0,da_as_total_mw_synchronized_reserve,397,0.07007618845259812,-0.07007618845259812,0.8421082008644268
dnn_full,triple_all,mlp,0,da_as_total_mw_thirty_minutes_reserve,397,0.10895495706000917,-0.10895495706000917,0.8497393079434268
dnn_full,triple_all,mlp,0,gross_actual_interchange_mw,397,0.07115719060153144,-0.07115719060153144,0.9102702783575958
dnn_full,triple_all,mlp,0,marginal_loss_price_da,397,0.11485574812973176,-0.11443927170948058,0.8812471028616841
dnn_full,triple_all,mlp,0,metered_load_mw,397,0.11018613859147809,-0.11018613859147809,0.8760401887308461
dnn_full,triple_all,mlp,0,net_actual_interchange_mw,397,0.1080854805350604,-0.1080854805350604,0.8663965445055802
dnn_full,triple_all,mlp,0,total_gen,397,0.11340020135307792,-0.11340020135307792,0.8438804970582244
dnn_full,triple_all,mlp,0,total_lmp_da,397,0.11682032818157667,-0.11682032818157667,0.9299797845219825
dnn_full,triple_all,mlp,0,total_losses,397,0.11699121604938652,-0.11699121604938652,0.8630071201745696
dnn_full,triple_top,mlp,0,congestion_price_da,197,0.06582263520526402,-0.06582263520526402,0.6982693400387382
dnn_full,triple_top,mlp,0,congestion_price_rt,197,0.05230725053603274,-0.05230725053603274,0.9237825263931139
dnn_full,triple_top,mlp,0,da_as_total_mw_primary_reserve,197,0.07827005561838295,-0.07827005561838295,0.8711563998003448
dnn_full,triple_top,mlp,0,da_as_total_mw_synchronized_reserve,197,0.08071533314467687,-0.08071533314467687,0.7847831648879463
dnn_full,triple_top,mlp,0,da_as_total_mw_thirty_minutes_reserve,197,0.13430443693538607,-0.13430443693538607,0.7713789715240044
dnn_full,triple_top,mlp,0,gross_actual_interchange_mw,197,0.08308544709597747,-0.08308544709597747,0.9280710848532201
dnn_full,triple_top,mlp,0,marginal_loss_price_da,197,0.1449898502548334,-0.1449898502548334,0.8536630157369826
dnn_full,triple_top,mlp,0,metered_load_mw,197,0.13787303660726788,-0.13787303660726788,0.7077529673613793
dnn_full,triple_top,mlp,0,net_actual_interchange_mw,197,0.13101514916734647,-0.13101514916734647,0.7676115254044558
dnn_full,triple_top,mlp,0,total_gen,197,0.14292426520797807,-0.14292426520797807,0.6265033009050415
dnn_full,triple_top,mlp,0,total_lmp_da,197,0.14494116717788774,-0.14494116717788774,0.8859673080122682
dnn_full,triple_top,mlp,0,total_losses,197,0.14739394520745058,-0.14739394520745058,0.7460955771325606
dnn_full,triple_rand,mlp,0,congestion_price_da,200,0.041990542709827425,-0.041990542709827425,0.9400518271291364
dnn_full,triple_rand,mlp,0,congestion_price_rt,200,0.040935661494731906,-0.04013134628534317,0.9538593659704894
dnn_full,triple_rand,mlp,0,da_as_total_mw_primary_reserve,200,0.04814187675714493,-0.04814187675714493,0.9696496957180275
dnn_full,triple_rand,mlp,0,da_as_total_mw_synchronized_reserve,200,0.059596630930900577,-0.059596630930900577,0.8932556381961955
dnn_full,triple_rand,mlp,0,da_as_total_mw_thirty_minutes_reserve,200,0.0839857193827629,-0.0839857193827629,0.9238565964149104
dnn_full,triple_rand,mlp,0,gross_actual_interchange_mw,200,0.059407857954502104,-0.059407857954502104,0.9418598284766914
dnn_full,triple_rand,mlp,0,marginal_loss_price_da,200,0.08517365753650666,-0.08434695184230805,0.9402879176308752
dnn_full,triple_rand,mlp,0,metered_load_mw,200,0.08291454404592515,-0.08291454404592515,0.9869211730293258
dnn_full,triple_rand,mlp,0,net_actual_interchange_mw,200,0.0854997569322586,-0.0854997569322586,0.9494312961564405
dnn_full,triple_rand,mlp,0,total_gen,200,0.08431899845600128,-0.08431899845600128,0.9803225080627018
dnn_full,triple_rand,mlp,0,total_lmp_da,200,0.08912130177021027,-0.08912130177021027,0.9699103614754907
dnn_full,triple_rand,mlp,0,total_losses,200,0.08704452782869339,-0.08704452782869339,0.9542788569714244
dnn_full,wide_all,mlp,10,congestion_price_da,50,0.08555456161499024,-0.08555456161499024,0.9732987606724799
dnn_full,wide_all,mlp,10,congestion_price_rt,50,0.06484307050704956,-0.05949974775314331,0.921920768307323
dnn_full,wide_all,mlp,10,da_as_total_mw_primary_reserve,50,0.04323627471923828,-0.04323627471923828,0.9605032536562925
dnn_full,wide_all,mlp,10,da_as_total_mw_synchronized_reserve,50,0.060935494899749754,-0.060935494899749754,0.9498559351718803
dnn_full,wide_all,mlp,10,da_as_total_mw_thirty_minutes_reserve,50,0.055185128450393674,-0.055185128450393674,0.9932773109243697
dnn_full,wide_all,mlp,10,gross_actual_interchange_mw,50,0.06294944047927857,-0.06294944047927857,0.9918367346938775
dnn_full,wide_all,mlp,10,marginal_loss_price_da,50,0.08263253569602966,-0.08263253569602966,0.9692429592940011
dnn_full,wide_all,mlp,10,metered_load_mw,50,0.034134498834609985,-0.034134498834609985,0.933131648087645
dnn_full,wide_all,mlp,10,net_actual_interchange_mw,50,0.08852831482887268,-0.08847490191459656,0.9878991596638654
dnn_full,wide_all,mlp,10,total_gen,50,0.03365356802940369,-0.03365356802940369,0.9042714113389484
dnn_full,wide_all,mlp,10,total_lmp_da,50,0.053104021549224854,-0.053104021549224854,0.9733973589435774
dnn_full,wide_all,mlp,10,total_losses,50,0.059516249895095824,-0.059516249895095824,0.9840332303731999
dnn_full,single,mlp,10,congestion_price_da,44,0.008325545625253157,-0.007880553603172302,0.9691265809535864
dnn_full,single,mlp,10,congestion_price_rt,44,0.009858044711026278,-0.009529308839277788,0.913922845744917
dnn_full,single,mlp,10,da_as_total_mw_primary_reserve,44,0.010453577746044506,-0.010453577746044506,0.9660747418160069
dnn_full,single,mlp,10,da_as_total_mw_synchronized_reserve,44,0.024038263342597267,-0.024038263342597267,0.9155657450149001
dnn_full,single,mlp,10,da_as_total_mw_thirty_minutes_reserve,44,0.018367065624757248,-0.01825753396207636,0.9748017675627879
dnn_full,single,mlp,10,gross_actual_interchange_mw,44,0.015942551872947,-0.015910863876342773,0.910130744524751
dnn_full,single,mlp,10,marginal_loss_price_da,44,0.022152887149290604,-0.021991472352634777,0.9703933455519523
dnn_full,single,mlp,10,metered_load_mw,44,0.025777413086457687,-0.025777413086457687,0.9455686596637671
dnn_full,single,mlp,10,net_actual_interchange_mw,44,0.020031698725440285,-0.01982656392184171,0.9324405338458513
dnn_full,single,mlp,10,total_gen,44,0.025123746557669205,-0.025123746557669205,0.9524883688143239
dnn_full,single,mlp,10,total_lmp_da,44,0.02603721483187242,-0.02601931718262759,0.9769867896014318
dnn_full,single,mlp,10,total_losses,44,0.027123291384090076,-0.027123291384090076,0.9316082842545191
dnn_full,pair,mlp,10,congestion_price_da,946,0.016493506965879152,-0.016090323254623576,0.9701136070911461
dnn_full,pair,mlp,10,congestion_price_rt,946,0.019883148954988283,-0.019609585057857426,0.9764834647558266
dnn_full,pair,mlp,10,da_as_total_mw_primary_reserve,946,0.02081157894013548,-0.02080644777410882,0.9729217351146475
dnn_full,pair,mlp,10,da_as_total_mw_synchronized_reserve,946,0.03624253450690062,-0.03624253450690062,0.9555263328386565
dnn_full,pair,mlp,10,da_as_total_mw_thirty_minutes_reserve,946,0.03971547234890073,-0.039710737749083604,0.9604185684011334
dnn_full,pair,mlp,10,gross_actual_interchange_mw,946,0.027940492234320772,-0.027926861924802527,0.9583048587531879
dnn_full,pair,mlp,10,marginal_loss_price_da,946,0.0442739675337366,-0.044136831233667774,0.9809956057564885
dnn_full,pair,mlp,10,metered_load_mw,946,0.04641650185524535,-0.04641650185524535,0.9818054197174467
dnn_full,pair,mlp,10,net_actual_interchange_mw,946,0.04124836500804974,-0.04121482183262863,0.9491714740171183
dnn_full,pair,mlp,10,total_gen,946,0.04572885617393268,-0.04572885617393268,0.9808555714955287
dnn_full,pair,mlp,10,total_lmp_da,946,0.04906211903684991,-0.04904063452373852,0.9858554129266349
dnn_full,pair,mlp,10,total_losses,946,0.04942397014031198,-0.0494235161116965,0.9457259941236063
dnn_full,triple_all,mlp,10,congestion_price_da,397,0.03784185978267295,-0.037631991077730576,0.8910825787589961
dnn_full,triple_all,mlp,10,congestion_price_rt,397,0.036656708951560917,-0.036478249041799936,0.9568880466798572
dnn_full,triple_all,mlp,10,da_as_total_mw_primary_reserve,397,0.043543686044005964,-0.043543686044005964,0.9319237458807349
dnn_full,triple_all,mlp,10,da_as_total_mw_synchronized_reserve,397,0.0523982072056691,-0.0523982072056691,0.9335225989365181
dnn_full,triple_all,mlp,10,da_as_total_mw_thirty_minutes_reserve,397,0.07946897573975532,-0.07946897573975532,0.892671317813401
dnn_full,triple_all,mlp,10,gross_actual_interchange_mw,397,0.05179462384817282,-0.05179462384817282,0.9306660391492614
dnn_full,triple_all,mlp,10,marginal_loss_price_da,397,0.09043189200105835,-0.08987282925949289,0.9066253333686216
dnn_full,triple_all,mlp,10,metered_load_mw,397,0.07745970631726742,-0.07745970631726742,0.9009634847008111
dnn_full,triple_all,mlp,10,net_actual_interchange_mw,397,0.0817265930944486,-0.0817265930944486,0.8927207980978092
dnn_full,triple_all,mlp,10,total_gen,397,0.07884848673337654,-0.07884848673337654,0.8760783537564166
dnn_full,triple_all,mlp,10,total_lmp_da,397,0.08777529887048063,-0.08777176883418854,0.9442338016316221
dnn_full,triple_all,mlp,10,total_losses,397,0.08903215814297386,-0.08903215814297386,0.8921993372710434
dnn_full,triple_top,mlp,10,congestion_price_da,197,0.0475190817402099,-0.047510458733224625,0.7972964912776371
dnn_full,triple_top,mlp,10,congestion_price_rt,197,0.042425130527031604,-0.042425130527031604,0.9509745753400577
dnn_full,triple_top,mlp,10,da_as_total_mw_primary_reserve,197,0.05262132314256,-0.05262132314256,0.8690750873491991
dnn_full,triple_top,mlp,10,da_as_total_mw_synchronized_reserve,197,0.05660729450622791,-0.05660729450622791,0.8908911972726332
dnn_full,triple_top,mlp,10,da_as_total_mw_thirty_minutes_reserve,197,0.09606576601260809,-0.09606576601260809,0.8173766045412166
dnn_full,triple_top,mlp,10,gross_actual_interchange_mw,197,0.060689983936735824,-0.060689983936735824,0.9209399495838946
dnn_full,triple_top,mlp,10,marginal_loss_price_da,197,0.11443220873169488,-0.11443220873169488,0.8699509337652921
dnn_full,triple_top,mlp,10,metered_load_mw,197,0.0968069773035001,-0.0968069773035001,0.746002969715805
dnn_full,triple_top,mlp,10,net_actual_interchange_mw,197,0.09793191936415464,-0.09793191936415464,0.7881503316601214
dnn_full,triple_top,mlp,10,total_gen,197,0.09968211233313314,-0.09968211233313314,0.6754628016411919
dnn_full,triple_top,mlp,10,total_lmp_da,197,0.10919893937667614,-0.10919893937667614,0.9013071772317603
dnn_full,triple_top,mlp,10,total_losses,197,0.10997333411637902,-0.10997333411637902,0.7691752289286736
dnn_full,triple_rand,mlp,10,congestion_price_da,200,0.028309796154499054,-0.027901700437068938,0.9587654691367286
dnn_full,triple_rand,mlp,10,congestion_price_rt,200,0.03097481369972229,-0.03062057077884674,0.9702988713339283
dnn_full,triple_rand,mlp,10,da_as_total_mw_primary_reserve,200,0.03460221350193024,-0.03460221350193024,0.9766773819517206
dnn_full,triple_rand,mlp,10,da_as_total_mw_synchronized_reserve,200,0.048252256214618684,-0.048252256214618684,0.9579005200398364
dnn_full,triple_rand,mlp,10,da_as_total_mw_thirty_minutes_reserve,200,0.06312113732099534,-0.06312113732099534,0.948743718592965
dnn_full,triple_rand,mlp,10,gross_actual_interchange_mw,200,0.043032694160938266,-0.043032694160938266,0.9707297682442063
dnn_full,triple_rand,mlp,10,marginal_loss_price_da,200,0.06679158002138137,-0.06568184047937393,0.9594329858246458
dnn_full,triple_rand,mlp,10,metered_load_mw,200,0.05840264439582825,-0.05840264439582825,0.9901987549688743
dnn_full,triple_rand,mlp,10,net_actual_interchange_mw,200,0.06576434671878814,-0.06576434671878814,0.9645016125403136
dnn_full,triple_rand,mlp,10,total_gen,200,0.058327365517616275,-0.058327365517616275,0.9864411610290259
dnn_full,triple_rand,mlp,10,total_lmp_da,200,0.06667301297187805,-0.06666600584983826,0.9792739818495464
dnn_full,triple_rand,mlp,10,total_losses,200,0.06840509980916977,-0.06840509980916977,0.9699797494937374
dnn_full,wide_all,mlp,50,congestion_price_da,50,0.0472995924949646,-0.04702209711074829,0.9695529027096609
dnn_full,wide_all,mlp,50,congestion_price_rt,50,0.04695671558380127,-0.026155898571014403,0.9130852340936374
dnn_full,wide_all,mlp,50,da_as_total_mw_primary_reserve,50,0.026702535152435303,-0.026428594589233398,0.9677310924369749
dnn_full,wide_all,mlp,50,da_as_total_mw_synchronized_reserve,50,0.03373562932014465,-0.03373472571372986,0.9568787515006002
dnn_full,wide_all,mlp,50,da_as_total_mw_thirty_minutes_reserve,50,0.03225595951080322,-0.03225595951080322,0.9955822328931572
dnn_full,wide_all,mlp,50,gross_actual_interchange_mw,50,0.04090834259986877,-0.040876067876815796,0.9937575030012005
dnn_full,wide_all,mlp,50,marginal_loss_price_da,50,0.03903613328933716,-0.038920931816101074,0.982304497389917
dnn_full,wide_all,mlp,50,metered_load_mw,50,0.01946095585823059,-0.019422422647476196,0.9520768307322929
dnn_full,wide_all,mlp,50,net_actual_interchange_mw,50,0.057012962102890016,-0.057012962102890016,0.98953181272509
dnn_full,wide_all,mlp,50,total_gen,50,0.020235509872436525,-0.020214734077453615,0.9085714285714285
dnn_full,wide_all,mlp,50,total_lmp_da,50,0.02370182752609253,-0.023650684356689454,0.9689795918367347
dnn_full,wide_all,mlp,50,total_losses,50,0.03512426853179931,-0.03512426853179931,0.9821368547418967
dnn_full,single,mlp,50,congestion_price_da,44,0.00647790323604237,-0.006162930618632923,0.9734625605068449
dnn_full,single,mlp,50,congestion_price_rt,44,0.004268243908882141,-0.003408723256804726,0.967762510764365
dnn_full,single,mlp,50,da_as_total_mw_primary_reserve,44,0.004724014889110218,-0.004689921032298695,0.9927753359451821
dnn_full,single,mlp,50,da_as_total_mw_synchronized_reserve,44,0.006471904841336337,-0.0062749304554679175,0.9302227326704327
dnn_full,single,mlp,50,da_as_total_mw_thirty_minutes_reserve,44,0.012006112120368263,-0.01175523887981068,0.9811108076051237
dnn_full,single,mlp,50,gross_actual_interchange_mw,44,0.008250522342595186,-0.008174537257714705,0.9402311906215769
dnn_full,single,mlp,50,marginal_loss_price_da,44,0.0158417902209542,-0.015828858722339977,0.9580264370725534
dnn_full,single,mlp,50,metered_load_mw,44,0.015719798478213223,-0.01570564779368314,0.9553143596465407
dnn_full,single,mlp,50,net_actual_interchange_mw,44,0.015310421586036682,-0.015238500454209068,0.961291708735799
dnn_full,single,mlp,50,total_gen,44,0.01659825308756395,-0.01659825308756395,0.9551733954500456
dnn_full,single,mlp,50,total_lmp_da,44,0.014081552624702454,-0.013932150873270903,0.9860445544824482
dnn_full,single,mlp,50,total_losses,44,0.017373985864899376,-0.017310485243797302,0.9533408608956108
dnn_full,pair,mlp,50,congestion_price_da,946,0.011919963120406073,-0.010832812203917392,0.9775269214050861
dnn_full,pair,mlp,50,congestion_price_rt,946,0.009396290930330627,-0.00878886818633775,0.9880959872362534
dnn_full,pair,mlp,50,da_as_total_mw_primary_reserve,946,0.011360905513198885,-0.011325200944823897,0.9920319451898654
dnn_full,pair,mlp,50,da_as_total_mw_synchronized_reserve,946,0.013069729220287492,-0.01301115789070694,0.9872412246053313
dnn_full,pair,mlp,50,da_as_total_mw_thirty_minutes_reserve,946,0.024866127942631662,-0.024775940570468377,0.9719220334954163
dnn_full,pair,mlp,50,gross_actual_interchange_mw,946,0.016876590869391445,-0.0168550855639621,0.9748490308321153
dnn_full,pair,mlp,50,marginal_loss_price_da,946,0.032272314672490254,-0.031640637122551434,0.9849888350081989
dnn_full,pair,mlp,50,metered_load_mw,946,0.027385543315153544,-0.027377378738959797,0.989899813095569
dnn_full,pair,mlp,50,net_actual_interchange_mw,946,0.02949923276901245,-0.029475434763991053,0.9643021615468403
dnn_full,pair,mlp,50,total_gen,946,0.02886154037953431,-0.02885502192485156,0.9894420325661374
dnn_full,pair,mlp,50,total_lmp_da,946,0.027117089854738426,-0.026873707708294246,0.9911894682754611
dnn_full,pair,mlp,50,total_losses,946,0.031311294997217284,-0.03127541463924513,0.9624051601432546
dnn_full,triple_all,mlp,50,congestion_price_da,397,0.023525308751939828,-0.022495422765650138,0.9207158991660847
dnn_full,triple_all,mlp,50,congestion_price_rt,397,0.019437543691255586,-0.019112079209584732,0.978032479779249
dnn_full,triple_all,mlp,50,da_as_total_mw_primary_reserve,397,0.025530349097263903,-0.025523610319238464,0.9792094584823976
dnn_full,triple_all,mlp,50,da_as_total_mw_synchronized_reserve,397,0.027145094475157616,-0.027133631466017563,0.9759823083051317
dnn_full,triple_all,mlp,50,da_as_total_mw_thirty_minutes_reserve,397,0.045653194264140474,-0.0456511496897008,0.9453649439472763
dnn_full,triple_all,mlp,50,gross_actual_interchange_mw,397,0.0347723418879569,-0.03476920971642213,0.9633523698179471
dnn_full,triple_all,mlp,50,marginal_loss_price_da,397,0.06301904925771565,-0.061965074587228615,0.9477894778832718
dnn_full,triple_all,mlp,50,metered_load_mw,397,0.03676734508134857,-0.03676480805543568,0.9763211907181124
dnn_full,triple_all,mlp,50,net_actual_interchange_mw,397,0.05327193067416136,-0.05327193067416136,0.9546739498576771
dnn_full,triple_all,mlp,50,total_gen,397,0.03931208506639418,-0.03931208506639418,0.9726260874634988
dnn_full,triple_all,mlp,50,total_lmp_da,397,0.04863619338955627,-0.04830391085718381,0.9710404169538632
dnn_full,triple_all,mlp,50,total_losses,397,0.05221907723160175,-0.05220802319740468,0.9682311642173925
dnn_full,triple_top,mlp,50,congestion_price_da,197,0.028481301619921844,-0.02806566421150556,0.8223507215530421
dnn_full,triple_top,mlp,50,congestion_price_rt,197,0.022498791895542047,-0.022498791895542047,0.9708788914735254
dnn_full,triple_top,mlp,50,da_as_total_mw_primary_reserve,197,0.029017214545138597,-0.029017214545138597,0.9573173985791826
dnn_full,triple_top,mlp,50,da_as_total_mw_synchronized_reserve,197,0.03053070748517961,-0.030522520772091628,0.9606763794581055
dnn_full,triple_top,mlp,50,da_as_total_mw_thirty_minutes_reserve,197,0.05290202047619118,-0.05290202047619118,0.9068055463994552
dnn_full,triple_top,mlp,50,gross_actual_interchange_mw,197,0.040529627787885325,-0.040529627787885325,0.9538438356422403
