reference,cohort,K,mae_per_conf_gnn,mae_per_conf_mlp,mean_time_per_subset_gnn,mean_time_per_subset_mlp,median_per_conf_spearman_gnn,median_per_conf_spearman_mlp,subset_mean_spearman_gnn,subset_mean_spearman_mlp
best_struct_audit,all,0,0.1764883079355763,0.11962678988454162,0.0,0.0,0.9422060087266552,0.9617094523975933,0.9710904054394357,0.9799926972232735
best_struct_audit,all,10,0.15273577271289723,0.09889653685592836,0.16057548599858437,0.023886680603027344,0.9443740596668186,0.9699434636785553,0.9802445197891135,0.9827123809343464
best_struct_audit,all,50,0.11409355443651958,0.06102713974573279,0.79340874379681,0.10305212390038275,0.9599292354267073,0.9742259604655354,0.9862882613692756,0.9926341900284458
best_struct_audit,all,200,0.09655092416271087,0.03809055389576061,3.0723590504738594,0.39680352134089314,0.9608328222890687,0.9801186085061935,0.9893604966725247,0.9943465834761583
best_struct_audit,pair,0,0.15905751122368705,0.13602136020307187,0.0,0.0,0.7288225725211236,0.7154874344861433,0.73109243697479,0.8117225864930513
best_struct_audit,pair,10,0.10672114127212101,0.11039265714309833,0.17767328686184353,0.037965324189927846,0.8409126201738482,0.8608599038661435,0.9790880682441959,0.8619322310183947
best_struct_audit,pair,50,0.0651797530827699,0.05122501265119623,0.8165156841278076,0.12028553750779894,0.8409126201738482,0.912141875543738,0.9958246164193105,0.9958246164193105
best_struct_audit,pair,200,0.06082027488284641,0.02425134402734262,2.997762229707506,0.4200438658396403,0.8146914884978264,0.9874563423317533,0.9958246164193105,0.9958246164193105
best_struct_audit,triple_all,0,0.22568791111310324,0.17981779299400472,0.0,0.0,0.652725378829464,0.7583333333333333,0.6166666666666666,0.6
best_struct_audit,triple_all,10,0.1838550004694197,0.1537879882035432,0.1535976462894016,0.021908177269829646,0.7666666666666666,0.7916666666666666,0.7333333333333334,0.7
best_struct_audit,triple_all,50,0.12040844559669495,0.09286522699726953,0.7701049115922716,0.10078093740675184,0.7394591331961856,0.8499999999999999,0.8833333333333333,0.8833333333333333
best_struct_audit,triple_all,200,0.0878692434893714,0.05162944451526359,3.0911859141455755,0.3905903763241238,0.875,0.9166666666666666,0.9666666666666667,0.9833333333333333
best_struct_audit,triple_rand,0,0.1267275826798545,0.09200316005282932,0.0,0.0,0.8660254037844387,1.0,1.0,1.0
best_struct_audit,triple_rand,10,0.11742635236846076,0.0836452841758728,0.1581141153971354,0.022152821222941082,0.9330127018922194,1.0,1.0,1.0
best_struct_audit,triple_rand,50,0.08413571119308472,0.06300278670257992,0.7702617645263672,0.10651008288065593,1.0,1.0,1.0,1.0
best_struct_audit,triple_rand,200,0.07164098819096883,0.04569208456410302,3.1520437399546304,0.4157743453979492,0.9330127018922194,1.0,1.0,1.0
best_struct_audit,triple_top,0,0.2751680753297276,0.2237251094645924,0.0,0.0,0.4493225526306475,0.5714285714285714,0.7142857142857143,0.7142857142857143
best_struct_audit,triple_top,10,0.21706932451989916,0.1888593402173784,0.15133941173553467,0.021785855293273926,0.529478686234111,0.6285714285714286,0.7714285714285715,0.8285714285714287
best_struct_audit,triple_top,50,0.13854481279850006,0.10779644714461432,0.7700264851252238,0.0979163646697998,0.4888427097982396,0.5714285714285714,0.8285714285714287,0.8285714285714287
best_struct_audit,triple_top,200,0.09598337113857269,0.05459812449084388,3.0607570012410483,0.3779983917872111,0.8,0.8285714285714287,0.8857142857142858,0.942857142857143
best_struct_audit,wide_1-4,0,0.0783179466923078,0.04660697231690089,0.0,0.0,0.8996009519031385,0.94511806189956,0.9636363636363635,0.9636363636363635
best_struct_audit,wide_1-4,10,0.06136083056529363,0.03899517307678858,0.15219790935516359,0.02171802520751953,0.9218528200605246,0.960490759014502,0.9757575757575757,0.9757575757575757
best_struct_audit,wide_1-4,50,0.04753072957197825,0.027006484071413674,0.7694548606872559,0.10161778926849366,0.9281058740553318,0.9515151515151514,0.9878787878787878,0.9393939393939393
best_struct_audit,wide_1-4,200,0.04320289293924968,0.02236211895942688,3.0150812387466432,0.393380331993103,0.937436866561092,0.9515151515151514,0.9757575757575757,0.9515151515151514
best_struct_audit,wide_17-32,0,0.15428512891133625,0.09122769882281621,0.0,0.0,0.7575757575757575,0.7818181818181817,0.9878787878787878,0.9757575757575757
best_struct_audit,wide_17-32,10,0.1595913787682851,0.07568428466717401,0.1487347364425659,0.021388554573059083,0.7921083003617388,0.812121212121212,0.9878787878787878,0.9878787878787878
