reference,cohort,K,conf,gnn,mlp,gnn_minus_mlp_mae
best_struct_audit,pair,50,gross_actual_interchange_mw,0.06684469514422947,0.03613309065500895,0.03071160448922052
best_struct_audit,pair,50,marginal_loss_price_da,0.08620827065573798,0.07722356584337023,0.008984704812367753
best_struct_audit,pair,50,metered_load_mw,0.04639330175187853,0.06495710876252916,-0.018563807010650635
best_struct_audit,pair,50,net_actual_interchange_mw,0.05123679505454169,0.04959135585361057,0.0016454392009311244
best_struct_audit,pair,50,total_gen,0.048452026314205594,0.06840928395589192,-0.019957257641686328
best_struct_audit,pair,50,total_lmp_da,0.09051689836714003,0.08810526794857448,0.0024116304185655413
best_struct_audit,pair,50,total_losses,0.1222541398472256,0.05813769499460856,0.06411644485261705
best_struct_audit,pair,200,congestion_price_da,0.048084100087483726,0.010442793369293213,0.03764130671819051
best_struct_audit,pair,200,congestion_price_rt,0.02034138308631049,0.009512861569722494,0.010828521516587997
best_struct_audit,pair,200,da_as_total_mw_primary_reserve,0.031233078903622098,0.017938872178395588,0.01329420672522651
best_struct_audit,pair,200,da_as_total_mw_synchronized_reserve,0.058952795134650335,0.0163371827867296,0.04261561234792073
best_struct_audit,pair,200,da_as_total_mw_thirty_minutes_reserve,0.09955243931876288,0.027891688876681857,0.07166075044208103
best_struct_audit,pair,200,gross_actual_interchange_mw,0.06488229168785943,0.015872498353322346,0.04900979333453709
best_struct_audit,pair,200,marginal_loss_price_da,0.08351294199625652,0.03456622362136841,0.04894671837488811
best_struct_audit,pair,200,metered_load_mw,0.03918055031034681,0.03146680858400133,0.00771374172634548
best_struct_audit,pair,200,net_actual_interchange_mw,0.04470241732067532,0.033400383260515004,0.011302034060160317
best_struct_audit,pair,200,total_gen,0.039867553446027965,0.03423215945561727,0.005635393990410693
best_struct_audit,pair,200,total_lmp_da,0.08848774433135986,0.034069597721099854,0.05441814661026001
best_struct_audit,pair,200,total_losses,0.11104600297080146,0.025285058551364474,0.08576094441943699
best_struct_audit,triple_all,0,congestion_price_da,0.1174935433599684,0.10223903920915392,0.015254504150814474
best_struct_audit,triple_all,0,congestion_price_rt,0.10822518666585286,0.07302731937832302,0.03519786728752984
best_struct_audit,triple_all,0,da_as_total_mw_primary_reserve,0.14464412795172799,0.10639393329620361,0.03825019465552437
best_struct_audit,triple_all,0,da_as_total_mw_synchronized_reserve,0.12163419855965509,0.09275222486919826,0.028881973690456822
best_struct_audit,triple_all,0,da_as_total_mw_thirty_minutes_reserve,0.3547523021697998,0.21313518948025173,0.14161711268954807
best_struct_audit,triple_all,0,gross_actual_interchange_mw,0.13068327638838026,0.11405586534076267,0.016627411047617585
best_struct_audit,triple_all,0,marginal_loss_price_da,0.2945610019895766,0.22054984834459093,0.07401115364498564
best_struct_audit,triple_all,0,metered_load_mw,0.27671533160739475,0.2419477105140686,0.03476762109332615
best_struct_audit,triple_all,0,net_actual_interchange_mw,0.3070628179444207,0.2824431790245904,0.024619638919830322
best_struct_audit,triple_all,0,total_gen,0.2892160614331563,0.24921250343322754,0.040003557999928774
best_struct_audit,triple_all,0,total_lmp_da,0.29805587397681343,0.2454587287373013,0.052597145239512144
best_struct_audit,triple_all,0,total_losses,0.26521121131049263,0.21659797430038452,0.04861323701010811
best_struct_audit,triple_all,10,congestion_price_da,0.11026968558629353,0.08805267678366767,0.022217008802625865
best_struct_audit,triple_all,10,congestion_price_rt,0.08281930287679036,0.06815408335791694,0.014665219518873424
best_struct_audit,triple_all,10,da_as_total_mw_primary_reserve,0.11446215046776666,0.08216430743535359,0.032297843032413065
best_struct_audit,triple_all,10,da_as_total_mw_synchronized_reserve,0.11348427004284328,0.07482145229975383,0.03866281774308945
best_struct_audit,triple_all,10,da_as_total_mw_thirty_minutes_reserve,0.31468694077597725,0.1858072347111172,0.12887970606486004
best_struct_audit,triple_all,10,gross_actual_interchange_mw,0.10279334253735012,0.09872915347417195,0.004064189063178167
best_struct_audit,triple_all,10,marginal_loss_price_da,0.21328824758529663,0.1928414437505934,0.020446803834703237
best_struct_audit,triple_all,10,metered_load_mw,0.2251241405804952,0.19176939460966322,0.03335474597083199
best_struct_audit,triple_all,10,net_actual_interchange_mw,0.252037247021993,0.259431865480211,-0.0073946184582180385
best_struct_audit,triple_all,10,total_gen,0.22510538498560587,0.19728559255599976,0.02781979242960611
best_struct_audit,triple_all,10,total_lmp_da,0.23656227853563097,0.21679534514745077,0.019766933388180197
best_struct_audit,triple_all,10,total_losses,0.2156270146369934,0.18960330883661905,0.026023705800374358
best_struct_audit,triple_all,50,congestion_price_da,0.09516849120457967,0.06240297026104397,0.03276552094353569
best_struct_audit,triple_all,50,congestion_price_rt,0.06148353550169203,0.046052912871042885,0.015430622630649142
best_struct_audit,triple_all,50,da_as_total_mw_primary_reserve,0.07820422781838311,0.04869558413823446,0.029508643680148654
best_struct_audit,triple_all,50,da_as_total_mw_synchronized_reserve,0.08043173948923747,0.04899189207288954,0.031439847416347935
best_struct_audit,triple_all,50,da_as_total_mw_thirty_minutes_reserve,0.2684856189621819,0.12305250432756212,0.1454331146346198
best_struct_audit,triple_all,50,gross_actual_interchange_mw,0.0665733019510905,0.06870276398128933,-0.002129462030198828
best_struct_audit,triple_all,50,marginal_loss_price_da,0.14923425515492758,0.13399379120932686,0.015240463945600718
best_struct_audit,triple_all,50,metered_load_mw,0.11650721232096355,0.08101679881413777,0.035490413506825774
best_struct_audit,triple_all,50,net_actual_interchange_mw,0.1350820395681593,0.16824794477886623,-0.03316590521070692
best_struct_audit,triple_all,50,total_gen,0.1148772504594591,0.08443772130542332,0.030439529154035777
best_struct_audit,triple_all,50,total_lmp_da,0.1530945897102356,0.14373670683966744,0.009357882870568157
best_struct_audit,triple_all,50,total_losses,0.12575908501942953,0.10505113336775038,0.020707951651679157
best_struct_audit,triple_all,200,congestion_price_da,0.09079939789242214,0.0488874978489346,0.04191190004348754
best_struct_audit,triple_all,200,congestion_price_rt,0.05091993014017741,0.025750464863247342,0.025169465276930064
best_struct_audit,triple_all,200,da_as_total_mw_primary_reserve,0.064259582095676,0.026973711119757757,0.03728587097591825
best_struct_audit,triple_all,200,da_as_total_mw_synchronized_reserve,0.057475507259368896,0.028781851132710774,0.028693656126658123
best_struct_audit,triple_all,200,da_as_total_mw_thirty_minutes_reserve,0.22822679413689506,0.059862527582380504,0.16836426655451456
best_struct_audit,triple_all,200,gross_actual_interchange_mw,0.057931873533460826,0.04770019981596205,0.01023167371749878
best_struct_audit,triple_all,200,marginal_loss_price_da,0.10914913813273112,0.08003019624286228,0.02911894188986884
best_struct_audit,triple_all,200,metered_load_mw,0.09322726064258152,0.04160263803270128,0.05162462260988024
best_struct_audit,triple_all,200,net_actual_interchange_mw,0.07526484462949964,0.068551414542728,0.006713430086771638
best_struct_audit,triple_all,200,total_gen,0.0858231716685825,0.04198896222644382,0.04383420944213868
best_struct_audit,triple_all,200,total_lmp_da,0.07874217960569593,0.08066047562493218,-0.0019182960192362514
best_struct_audit,triple_all,200,total_losses,0.0626112421353658,0.06876339515050252,-0.006152153015136719
best_struct_audit,triple_rand,0,congestion_price_da,0.08995193243026733,0.07732407251993816,0.012627859910329178
best_struct_audit,triple_rand,0,congestion_price_rt,0.06629822651545207,0.041796247164408364,0.024501979351043708
best_struct_audit,triple_rand,0,da_as_total_mw_primary_reserve,0.08286293347676595,0.04165440797805786,0.041208525498708085
best_struct_audit,triple_rand,0,da_as_total_mw_synchronized_reserve,0.05291773875554403,0.02019806702931722,0.03271967172622681
best_struct_audit,triple_rand,0,da_as_total_mw_thirty_minutes_reserve,0.17918463548024496,0.13688530524571738,0.04229933023452759
best_struct_audit,triple_rand,0,gross_actual_interchange_mw,0.07165902853012085,0.05965354045232137,0.012005488077799477
best_struct_audit,triple_rand,0,marginal_loss_price_da,0.11750014623006184,0.06568439801534016,0.05181574821472168
best_struct_audit,triple_rand,0,metered_load_mw,0.1803931991259257,0.11442172527313232,0.06597147385279337
best_struct_audit,triple_rand,0,net_actual_interchange_mw,0.13970051209131876,0.15541909138361612,-0.015718579292297363
best_struct_audit,triple_rand,0,total_gen,0.18569465478261313,0.10955953598022461,0.07613511880238852
best_struct_audit,triple_rand,0,total_lmp_da,0.12362420558929443,0.08765665690104167,0.03596754868825276
best_struct_audit,triple_rand,0,total_losses,0.23094377915064493,0.19378487269083658,0.03715890645980835
best_struct_audit,triple_rand,10,congestion_price_da,0.09135633707046509,0.07499428590138753,0.01636205116907756
best_struct_audit,triple_rand,10,congestion_price_rt,0.07384204864501953,0.05039578676223755,0.023446261882781982
best_struct_audit,triple_rand,10,da_as_total_mw_primary_reserve,0.09516795476277669,0.03134908278783163,0.06381887197494507
best_struct_audit,triple_rand,10,da_as_total_mw_synchronized_reserve,0.07110442717870076,0.02093758185704549,0.05016684532165527
best_struct_audit,triple_rand,10,da_as_total_mw_thirty_minutes_reserve,0.16306314865748087,0.12236221631368001,0.04070093234380086
best_struct_audit,triple_rand,10,gross_actual_interchange_mw,0.07257992029190063,0.05341494083404541,0.019164979457855225
best_struct_audit,triple_rand,10,marginal_loss_price_da,0.11280560493469238,0.06221147378285726,0.05059413115183512
best_struct_audit,triple_rand,10,metered_load_mw,0.16053505738576254,0.09216795365015666,0.06836710373560588
best_struct_audit,triple_rand,10,net_actual_interchange_mw,0.1158754825592041,0.1456272006034851,-0.029751718044281006
best_struct_audit,triple_rand,10,total_gen,0.14828375975290933,0.08824914693832397,0.06003461281458536
best_struct_audit,triple_rand,10,total_lmp_da,0.10332632064819336,0.07912188768386841,0.02420443296432495
best_struct_audit,triple_rand,10,total_losses,0.20117616653442383,0.1829118529955546,0.01826431353886923
best_struct_audit,triple_rand,50,congestion_price_da,0.06888886292775472,0.05845812956492106,0.010430733362833657
best_struct_audit,triple_rand,50,congestion_price_rt,0.05854076147079468,0.023338218530019123,0.03520254294077556
best_struct_audit,triple_rand,50,da_as_total_mw_primary_reserve,0.07548091808954875,0.02355770270029704,0.05192321538925171
best_struct_audit,triple_rand,50,da_as_total_mw_synchronized_reserve,0.05240350961685181,0.018507738908131916,0.033895770708719894
best_struct_audit,triple_rand,50,da_as_total_mw_thirty_minutes_reserve,0.09550221761067708,0.1006555159886678,-0.005153298377990723
best_struct_audit,triple_rand,50,gross_actual_interchange_mw,0.052308122316996254,0.03505613406499227,0.017251988252003983
best_struct_audit,triple_rand,50,marginal_loss_price_da,0.09606208403905232,0.03841771682103475,0.05764436721801757
best_struct_audit,triple_rand,50,metered_load_mw,0.12354818979899089,0.06821225086847942,0.055335938930511475
best_struct_audit,triple_rand,50,net_actual_interchange_mw,0.09650017817815144,0.12669318914413452,-0.030193010965983078
best_struct_audit,triple_rand,50,total_gen,0.11715918779373169,0.0661810040473938,0.05097818374633789
best_struct_audit,triple_rand,50,total_lmp_da,0.053710997104644775,0.04092007875442505,0.012790918350219727
best_struct_audit,triple_rand,50,total_losses,0.11952350536982219,0.1560357610384623,-0.03651225566864012
best_struct_audit,triple_rand,200,congestion_price_da,0.061769584814707436,0.05940870443979899,0.0023608803749084473
best_struct_audit,triple_rand,200,congestion_price_rt,0.0608643094698588,0.017182191212972004,0.043682118256886796
best_struct_audit,triple_rand,200,da_as_total_mw_primary_reserve,0.07139221827189128,0.01671270529429118,0.0546795129776001
best_struct_audit,triple_rand,200,da_as_total_mw_synchronized_reserve,0.04488668839136759,0.00815043846766154,0.036736249923706055
best_struct_audit,triple_rand,200,da_as_total_mw_thirty_minutes_reserve,0.052454074223836265,0.06706297397613525,-0.014608899752298989
best_struct_audit,triple_rand,200,gross_actual_interchange_mw,0.05560962359110514,0.019775887330373127,0.03583373626073201
best_struct_audit,triple_rand,200,marginal_loss_price_da,0.1055951714515686,0.030354420344034832,0.07524075110753377
best_struct_audit,triple_rand,200,metered_load_mw,0.1090530554453532,0.050664921601613365,0.05838813384373983
best_struct_audit,triple_rand,200,net_actual_interchange_mw,0.06752979755401611,0.0835731029510498,-0.01604330539703369
best_struct_audit,triple_rand,200,total_gen,0.10156617561976115,0.048023382822672524,0.05354279279708863
best_struct_audit,triple_rand,200,total_lmp_da,0.05975071589152018,0.02741273244222005,0.032337983449300126
best_struct_audit,triple_rand,200,total_losses,0.06922044356664021,0.11998355388641357,-0.05076311031977336
best_struct_audit,triple_top,0,congestion_price_da,0.13126434882481894,0.1146965225537618,0.016567826271057143
best_struct_audit,triple_top,0,congestion_price_rt,0.12918866674105325,0.08864285548528035,0.040545811255772904
best_struct_audit,triple_top,0,da_as_total_mw_primary_reserve,0.17553472518920898,0.1387636959552765,0.036771029233932495
best_struct_audit,triple_top,0,da_as_total_mw_synchronized_reserve,0.1559924284617106,0.1290293037891388,0.02696312467257181
best_struct_audit,triple_top,0,da_as_total_mw_thirty_minutes_reserve,0.4425361355145772,0.2512601315975189,0.1912760039170583
best_struct_audit,triple_top,0,gross_actual_interchange_mw,0.16019540031750998,0.1412570277849833,0.01893837253252667
best_struct_audit,triple_top,0,marginal_loss_price_da,0.3830914298693339,0.2979825735092163,0.08510885636011761
best_struct_audit,triple_top,0,metered_load_mw,0.3248763978481293,0.30571070313453674,0.01916569471359253
best_struct_audit,triple_top,0,net_actual_interchange_mw,0.3907439708709717,0.3459552228450775,0.044788748025894165
best_struct_audit,triple_top,0,total_gen,0.3409767647584279,0.319038987159729,0.021937777598698915
best_struct_audit,triple_top,0,total_lmp_da,0.38527170817057294,0.3243597646554311,0.06091194351514184
best_struct_audit,triple_top,0,total_losses,0.28234492739041644,0.22800452510515848,0.054340402285257966
best_struct_audit,triple_top,10,congestion_price_da,0.11972635984420776,0.09458187222480774,0.025144487619400024
best_struct_audit,triple_top,10,congestion_price_rt,0.08730792999267578,0.07703323165575664,0.010274698336919144
best_struct_audit,triple_top,10,da_as_total_mw_primary_reserve,0.12410924832026164,0.10757191975911458,0.016537328561147063
best_struct_audit,triple_top,10,da_as_total_mw_synchronized_reserve,0.13467419147491455,0.10176338752110799,0.032910803953806564
best_struct_audit,triple_top,10,da_as_total_mw_thirty_minutes_reserve,0.3904988368352254,0.21752974390983582,0.1729690929253896
best_struct_audit,triple_top,10,gross_actual_interchange_mw,0.11790005366007487,0.12138625979423523,-0.003486206134160355
best_struct_audit,triple_top,10,marginal_loss_price_da,0.26352956891059875,0.2581564287344615,0.00537314017613727
best_struct_audit,triple_top,10,metered_load_mw,0.2574186821778615,0.2415701150894165,0.01584856708844501
best_struct_audit,triple_top,10,net_actual_interchange_mw,0.32011812925338745,0.31633419791857403,0.0037839313348134174
best_struct_audit,triple_top,10,total_gen,0.26351619760195416,0.25180381536483765,0.011712382237116514
best_struct_audit,triple_top,10,total_lmp_da,0.3031802574793498,0.28563207387924194,0.017548183600107847
best_struct_audit,triple_top,10,total_losses,0.2228524386882782,0.19294903675715128,0.02990340193112692
best_struct_audit,triple_top,50,congestion_price_da,0.10830830534299214,0.06437539060910542,0.04393291473388672
best_struct_audit,triple_top,50,congestion_price_rt,0.0629549225171407,0.05741026004155477,0.0055446624755859306
best_struct_audit,triple_top,50,da_as_total_mw_primary_reserve,0.07956588268280029,0.06126452485720316,0.01830135782559713
best_struct_audit,triple_top,50,da_as_total_mw_synchronized_reserve,0.0944458544254303,0.06423396865526836,0.030211885770161942
best_struct_audit,triple_top,50,da_as_total_mw_thirty_minutes_reserve,0.3549773196379344,0.13425099849700928,0.2207263211409251
best_struct_audit,triple_top,50,gross_actual_interchange_mw,0.07370589176813762,0.08552607893943787,-0.011820187171300248
best_struct_audit,triple_top,50,marginal_loss_price_da,0.1758203407128652,0.1817818284034729,-0.0059614876906076975
best_struct_audit,triple_top,50,metered_load_mw,0.11298672358194987,0.08741907278696696,0.02556765079498291
best_struct_audit,triple_top,50,net_actual_interchange_mw,0.15437297026316324,0.1890253225962321,-0.03465235233306885
best_struct_audit,triple_top,50,total_gen,0.1137362817923228,0.09356607993443807,0.020170201857884734
best_struct_audit,triple_top,50,total_lmp_da,0.202786386013031,0.1951450208822886,0.0076413651307424
best_struct_audit,triple_top,50,total_losses,0.12887687484423319,0.07955881953239441,0.04931805531183878
best_struct_audit,triple_top,200,congestion_price_da,0.1053143044312795,0.0436268945535024,0.06168740987777709
best_struct_audit,triple_top,200,congestion_price_rt,0.04594774047533671,0.03003460168838501,0.0159131387869517
best_struct_audit,triple_top,200,da_as_total_mw_primary_reserve,0.06069326400756836,0.03210421403249105,0.02858904997507731
best_struct_audit,triple_top,200,da_as_total_mw_synchronized_reserve,0.06376991669336955,0.03909755746523539,0.024672359228134162
best_struct_audit,triple_top,200,da_as_total_mw_thirty_minutes_reserve,0.3161131540934245,0.056262304385503135,0.2598508497079214
best_struct_audit,triple_top,200,gross_actual_interchange_mw,0.05909299850463867,0.06166235605875651,-0.0025693575541178362
best_struct_audit,triple_top,200,marginal_loss_price_da,0.11092612147331238,0.104868084192276,0.006058037281036377
best_struct_audit,triple_top,200,metered_load_mw,0.08531436324119568,0.03707149624824524,0.04824286699295044
best_struct_audit,triple_top,200,net_actual_interchange_mw,0.07913236816724141,0.0610405703385671,0.01809179782867431
best_struct_audit,triple_top,200,total_gen,0.07795166969299316,0.03897175192832947,0.038979917764663696
best_struct_audit,triple_top,200,total_lmp_da,0.08823791146278381,0.10728434721628825,-0.01904643575350444
best_struct_audit,triple_top,200,total_losses,0.0593066414197286,0.043153315782547,0.016153325637181602
best_struct_audit,wide_all,0,congestion_price_da,0.27690534591674804,0.15447037935256958,0.12243496656417846
best_struct_audit,wide_all,0,congestion_price_rt,0.14988037347793579,0.09524503231048584,0.05463534116744995
best_struct_audit,wide_all,0,da_as_total_mw_primary_reserve,0.10952601313591004,0.0726458728313446,0.036880140304565434
best_struct_audit,wide_all,0,da_as_total_mw_synchronized_reserve,0.1380844783782959,0.10028712511062622,0.037797353267669684
best_struct_audit,wide_all,0,da_as_total_mw_thirty_minutes_reserve,0.1711609721183777,0.08888132810592651,0.08227964401245118
best_struct_audit,wide_all,0,gross_actual_interchange_mw,0.15698715090751647,0.10779965400695801,0.04918749690055846
best_struct_audit,wide_all,0,marginal_loss_price_da,0.17581018328666687,0.10583545207977295,0.06997473120689392
best_struct_audit,wide_all,0,metered_load_mw,0.07051546454429626,0.047784045934677125,0.022731418609619136
best_struct_audit,wide_all,0,net_actual_interchange_mw,0.24542598724365233,0.14115857005119323,0.1042674171924591
best_struct_audit,wide_all,0,total_gen,0.07302852869033813,0.04877383351325989,0.02425469517707824
best_struct_audit,wide_all,0,total_lmp_da,0.112021644115448,0.07018742442131043,0.04183421969413757
best_struct_audit,wide_all,0,total_losses,0.16472137331962586,0.09448082208633422,0.07024055123329163
best_struct_audit,wide_all,10,congestion_price_da,0.2673108685016632,0.1533851420879364,0.11392572641372678
best_struct_audit,wide_all,10,congestion_price_rt,0.1587507677078247,0.07963540315628052,0.07911536455154418
best_struct_audit,wide_all,10,da_as_total_mw_primary_reserve,0.09826110243797302,0.05531493544578552,0.0429461669921875
best_struct_audit,wide_all,10,da_as_total_mw_synchronized_reserve,0.12624688386917116,0.07652181744575501,0.04972506642341615
best_struct_audit,wide_all,10,da_as_total_mw_thirty_minutes_reserve,0.15420880436897277,0.06811559438705445,0.08609320998191833
best_struct_audit,wide_all,10,gross_actual_interchange_mw,0.14218853354454042,0.08173158407211303,0.060456949472427385
best_struct_audit,wide_all,10,marginal_loss_price_da,0.16007166981697082,0.09708210587501526,0.06298956394195557
best_struct_audit,wide_all,10,metered_load_mw,0.05982673168182373,0.03489741563796997,0.02492931604385376
best_struct_audit,wide_all,10,net_actual_interchange_mw,0.2165937340259552,0.11398057341575622,0.10261316061019897
best_struct_audit,wide_all,10,total_gen,0.06326082706451416,0.03477276921272278,0.028488057851791385
best_struct_audit,wide_all,10,total_lmp_da,0.08545913696289062,0.06140212178230286,0.02405701518058776
best_struct_audit,wide_all,10,total_losses,0.15268236875534058,0.07203990340232849,0.08064246535301209
best_struct_audit,wide_all,50,congestion_price_da,0.23703640341758728,0.11485267758369445,0.12218372583389282
best_struct_audit,wide_all,50,congestion_price_rt,0.1228759503364563,0.051697781085968016,0.07117816925048828
best_struct_audit,wide_all,50,da_as_total_mw_primary_reserve,0.07617000818252563,0.03850725531578064,0.03766275286674499
best_struct_audit,wide_all,50,da_as_total_mw_synchronized_reserve,0.09713321447372436,0.04932157754898071,0.04781163692474365
best_struct_audit,wide_all,50,da_as_total_mw_thirty_minutes_reserve,0.1168723738193512,0.04518642544746399,0.07168594837188721
best_struct_audit,wide_all,50,gross_actual_interchange_mw,0.11820255517959595,0.05969048619270325,0.0585120689868927
best_struct_audit,wide_all,50,marginal_loss_price_da,0.12364407062530518,0.05337050199508667,0.07027356863021851
best_struct_audit,wide_all,50,metered_load_mw,0.04407661437988281,0.020213665962219237,0.023862948417663576
best_struct_audit,wide_all,50,net_actual_interchange_mw,0.17954038619995116,0.08251863360404968,0.09702175259590148
best_struct_audit,wide_all,50,total_gen,0.046104708909988405,0.021354711055755614,0.02474999785423279
best_struct_audit,wide_all,50,total_lmp_da,0.056571946144104004,0.03194878458976746,0.024623161554336546
best_struct_audit,wide_all,50,total_losses,0.11240487575531005,0.04764792203903198,0.06475695371627807
best_struct_audit,wide_all,200,congestion_price_da,0.21470024466514587,0.08837736248970032,0.12632288217544554
best_struct_audit,wide_all,200,congestion_price_rt,0.10848791122436524,0.035707114934921264,0.07278079628944398
best_struct_audit,wide_all,200,da_as_total_mw_primary_reserve,0.06344749808311462,0.023906384706497193,0.03954111337661742
best_struct_audit,wide_all,200,da_as_total_mw_synchronized_reserve,0.0810489022731781,0.03239949822425842,0.048649404048919674
best_struct_audit,wide_all,200,da_as_total_mw_thirty_minutes_reserve,0.10088457465171814,0.028565317392349243,0.0723192572593689
best_struct_audit,wide_all,200,gross_actual_interchange_mw,0.10907372832298279,0.040622096061706546,0.06845163226127624
best_struct_audit,wide_all,200,marginal_loss_price_da,0.10691665649414063,0.035417144298553464,0.07149951219558717
best_struct_audit,wide_all,200,metered_load_mw,0.035178282260894776,0.013834853172302247,0.02134342908859253
best_struct_audit,wide_all,200,net_actual_interchange_mw,0.14705644130706788,0.05275723695755005,0.09429920434951783
best_struct_audit,wide_all,200,total_gen,0.036825045347213745,0.014425588846206665,0.02239945650100708
best_struct_audit,wide_all,200,total_lmp_da,0.05115086913108826,0.02217121362686157,0.028979655504226688
best_struct_audit,wide_all,200,total_losses,0.09450915694236756,0.031268845796585086,0.06324031114578246
dnn_full,pair,0,congestion_price_da,0.048428089497709374,0.02895298965637578,0.019475099841333596
dnn_full,pair,0,congestion_price_rt,0.04092972481477588,0.027228625518827054,0.013701099295948826
dnn_full,pair,0,da_as_total_mw_primary_reserve,0.05702827823590527,0.02829932297006974,0.028728955265835528
dnn_full,pair,0,da_as_total_mw_synchronized_reserve,0.06394214376838717,0.04096609404424784,0.022976049724139323
dnn_full,pair,0,da_as_total_mw_thirty_minutes_reserve,0.11604323296415882,0.05636469978862787,0.05967853317553095
dnn_full,pair,0,gross_actual_interchange_mw,0.05887253673837754,0.0398478297552145,0.01902470698316304
dnn_full,pair,0,marginal_loss_price_da,0.09014813642925239,0.059446451086826606,0.03070168534242578
dnn_full,pair,0,metered_load_mw,0.0930528309960194,0.06455974510809837,0.02849308588792103
dnn_full,pair,0,net_actual_interchange_mw,0.09545723561504678,0.05364133074218073,0.04181590487286605
dnn_full,pair,0,total_gen,0.0980220707349999,0.06480827921288713,0.03321379152211276
dnn_full,pair,0,total_lmp_da,0.11134148986092582,0.0682637739383141,0.04307771592261171
dnn_full,pair,0,total_losses,0.10197530601795833,0.061318276737507504,0.04065702928045083
dnn_full,pair,10,congestion_price_da,0.035924245577785986,0.016493506965879152,0.019430738611906834
dnn_full,pair,10,congestion_price_rt,0.029558916172567937,0.019883148954988283,0.009675767217579654
dnn_full,pair,10,da_as_total_mw_primary_reserve,0.04279402578859954,0.02081157894013548,0.02198244684846406
dnn_full,pair,10,da_as_total_mw_synchronized_reserve,0.055754119825665596,0.03624253450690062,0.019511585318764978
dnn_full,pair,10,da_as_total_mw_thirty_minutes_reserve,0.07887625593463664,0.03971547234890073,0.03916078358573591
dnn_full,pair,10,gross_actual_interchange_mw,0.04875447558550199,0.027940492234320772,0.02081398335118122
dnn_full,pair,10,marginal_loss_price_da,0.06860497448963544,0.0442739675337366,0.02433100695589884
dnn_full,pair,10,metered_load_mw,0.06018212815671844,0.04641650185524535,0.013765626301473086
dnn_full,pair,10,net_actual_interchange_mw,0.06441645881842357,0.04124836500804974,0.023168093810373838
dnn_full,pair,10,total_gen,0.06347734529926712,0.04572885617393268,0.017748489125334437
dnn_full,pair,10,total_lmp_da,0.07332851651102998,0.04906211903684991,0.024266397474180065
dnn_full,pair,10,total_losses,0.07114171326538474,0.04942397014031198,0.021717743125072755
