order,arch,K,conf,n_subsets,spearman,mae,bias,precision_syn_gt_0.1,recall_syn_gt_0.1
2,mlp,50,total_losses,946,0.8922944757606041,0.013494031436851614,-0.010079997727533223,0.9827586206896551,0.504424778761062
2,mlp,200,congestion_price_da,946,0.8679190333994508,0.0071062852665939496,-0.005770109294584891,1.0,0.47058823529411764
2,mlp,200,congestion_price_rt,946,0.8981507182988769,0.004276581911909656,-0.0015662439151747786,0.0,0.0
2,mlp,200,da_as_total_mw_primary_reserve,946,0.960015951446123,0.00419076987351222,-0.003379968772730918,1.0,0.8387096774193549
2,mlp,200,da_as_total_mw_synchronized_reserve,946,0.9110603700838834,0.00731213375075423,-0.0063435064813803415,1.0,0.5833333333333334
2,mlp,200,da_as_total_mw_thirty_minutes_reserve,946,0.9660361212101092,0.007756278769410437,-0.006400993271055483,0.9938650306748467,0.8804347826086957
2,mlp,200,gross_actual_interchange_mw,946,0.932833124191894,0.005829459580004089,-0.004021460548767832,1.0,0.9545454545454546
2,mlp,200,marginal_loss_price_da,946,0.9114971227960381,0.011034810643871542,-0.008367685762570727,0.9,0.75
2,mlp,200,metered_load_mw,946,0.9165224532556017,0.010570141150129773,-0.009420658644863718,0.9904761904761905,0.7027027027027027
2,mlp,200,net_actual_interchange_mw,946,0.9256515711260285,0.007338865236802535,-0.0038024905368087155,0.918918918918919,0.85
2,mlp,200,total_gen,946,0.9108604950762814,0.010763448338175928,-0.009650275898786226,1.0,0.7741935483870968
2,mlp,200,total_lmp_da,946,0.9421810405906194,0.010210686455821386,-0.007250341502102939,0.9036144578313253,0.8064516129032258
2,mlp,200,total_losses,946,0.9364638617719362,0.009951130658325131,-0.006792586903239406,0.95,0.672566371681416
3,gnn,0,congestion_price_da,397,0.056810710255177255,0.03203308837539903,-0.029742650631392933,0.0,0.0
3,gnn,0,congestion_price_rt,397,0.01894559134636832,0.024560177055954632,-0.020985054729567368,0.0,0.0
3,gnn,0,da_as_total_mw_primary_reserve,397,0.012198039795583772,0.03651565613614522,-0.03539669528716157,0.0,0.0
3,gnn,0,da_as_total_mw_synchronized_reserve,397,0.025019811397408685,0.03231423282503181,-0.03168825373541498,1.0,1.0
3,gnn,0,da_as_total_mw_thirty_minutes_reserve,397,0.22666989466389,0.06651047780471725,-0.0627133649602645,0.4444444444444444,0.05063291139240506
3,gnn,0,gross_actual_interchange_mw,397,-0.09178522038577806,0.036115608377480686,-0.035250350420060625,0.0,0.0
3,gnn,0,marginal_loss_price_da,397,-0.025553004268439965,0.06367991297911636,-0.05910165318914264,0.0,0.0
3,gnn,0,metered_load_mw,397,0.2247503027910739,0.036720227834860085,-0.03456433233746353,0.0,0.0
3,gnn,0,net_actual_interchange_mw,397,0.1556557025692329,0.06329355657250815,-0.05777670679524804,0.0,0.0
3,gnn,0,total_gen,397,0.32360485309614895,0.037909019203570385,-0.0358398558210666,0.0,0.0
3,gnn,0,total_lmp_da,397,-0.032644343016714567,0.051691588436626364,-0.04575189039749222,0.0,0.0
3,gnn,0,total_losses,397,0.3892081290770825,0.04894940348656412,-0.04648392596833351,0.8571428571428571,0.1
3,gnn,10,congestion_price_da,397,0.22175522849455556,0.02570017744371813,-0.023544177150245878,0.0,0.0
3,gnn,10,congestion_price_rt,397,0.1865291329391261,0.020703355521339013,-0.017911265869284758,0.0,0.0
3,gnn,10,da_as_total_mw_primary_reserve,397,0.33777554450439273,0.028487156410361418,-0.027152723119000643,0.0,0.0
3,gnn,10,da_as_total_mw_synchronized_reserve,397,0.16308872945575553,0.02795962257409276,-0.026842366688197446,1.0,0.6666666666666666
3,gnn,10,da_as_total_mw_thirty_minutes_reserve,397,0.5950561970018732,0.04326029463438904,-0.04216168133978279,0.9473684210526315,0.22784810126582278
3,gnn,10,gross_actual_interchange_mw,397,0.05674757076424604,0.026472804978752616,-0.024612186387444022,0.0,0.0
3,gnn,10,marginal_loss_price_da,397,0.18102701328020185,0.03797065385943396,-0.0340170933857973,0.0,0.0
3,gnn,10,metered_load_mw,397,0.48159958279699994,0.029072254370682185,-0.027280489803861913,1.0,0.03125
3,gnn,10,net_actual_interchange_mw,397,0.3640188302864145,0.04577252126160437,-0.0436979252985803,0.9090909090909091,0.29850746268656714
3,gnn,10,total_gen,397,0.5390005477484662,0.030223013622034108,-0.028243901297187325,1.0,0.058823529411764705
3,gnn,10,total_lmp_da,397,0.11129979542199654,0.029694597276692426,-0.025490373598238084,0.0,0.0
3,gnn,10,total_losses,397,0.4400022604716738,0.0441325347429559,-0.04317899945400824,0.9545454545454546,0.35
3,gnn,50,congestion_price_da,397,0.371266452556714,0.021051777400057623,-0.019066168619343255,0.0,0.0
3,gnn,50,congestion_price_rt,397,0.32671985694670974,0.015695077195876192,-0.014541211746801957,0.0,0.0
3,gnn,50,da_as_total_mw_primary_reserve,397,0.4164496837763568,0.02297609864314197,-0.02145813108991916,1.0,0.08695652173913043
3,gnn,50,da_as_total_mw_synchronized_reserve,397,0.3342258444860994,0.02215072865450112,-0.021222731778843876,1.0,1.0
3,gnn,50,da_as_total_mw_thirty_minutes_reserve,397,0.6764131871644721,0.03226165642366001,-0.030021998834249657,0.9622641509433962,0.6455696202531646
3,gnn,50,gross_actual_interchange_mw,397,0.2731592651305983,0.021706765935162752,-0.020454134839007477,0.5,0.5
3,gnn,50,marginal_loss_price_da,397,0.2965683792340785,0.030830117707288534,-0.027116508417826157,0.6666666666666666,0.1111111111111111
3,gnn,50,metered_load_mw,397,0.539906780168504,0.020776759316999304,-0.019795802588426798,1.0,0.25
3,gnn,50,net_actual_interchange_mw,397,0.5241887557008242,0.03418707232030874,-0.033366961653346676,0.972972972972973,0.5373134328358209
3,gnn,50,total_gen,397,0.5455760097444164,0.02178545953044363,-0.02059534364743557,1.0,0.3235294117647059
3,gnn,50,total_lmp_da,397,0.39254252063025485,0.023628929249886,-0.02157822168744181,0.5,0.125
3,gnn,50,total_losses,397,0.568147052322796,0.03137551912432654,-0.028752758911334598,0.975,0.65
3,gnn,200,congestion_price_da,397,0.48568031236880715,0.019232554760027294,-0.0170156775553821,0.0,0.0
3,gnn,200,congestion_price_rt,397,0.3696703875632861,0.01297968070513055,-0.010945796366002158,0.0,0.0
3,gnn,200,da_as_total_mw_primary_reserve,397,0.5423338585265176,0.018009586958801116,-0.01474439857588607,0.8461538461538461,0.4782608695652174
3,gnn,200,da_as_total_mw_synchronized_reserve,397,0.41212606164143323,0.018620968615678454,-0.01704977756783704,1.0,1.0
3,gnn,200,da_as_total_mw_thirty_minutes_reserve,397,0.6660746814383163,0.024449250409825322,-0.019957800506044093,0.9285714285714286,0.8227848101265823
3,gnn,200,gross_actual_interchange_mw,397,0.4025564314550714,0.018075599628371616,-0.014321719519137134,0.5,1.0
3,gnn,200,marginal_loss_price_da,397,0.44088680989239276,0.024726335888245243,-0.01786048616510194,0.7857142857142857,0.6111111111111112
3,gnn,200,metered_load_mw,397,0.622685795390669,0.014634880971548239,-0.011873205002369148,1.0,0.6875
3,gnn,200,net_actual_interchange_mw,397,0.6016841100636895,0.026059394068922145,-0.023252181652511097,0.9583333333333334,0.6865671641791045
3,gnn,200,total_gen,397,0.5611128071960203,0.014576963123206228,-0.011115441844805661,0.9655172413793104,0.8235294117647058
3,gnn,200,total_lmp_da,397,0.4976422042389616,0.018785849776616324,-0.01145363019155315,0.3333333333333333,0.25
3,gnn,200,total_losses,397,0.6256342236415647,0.024964390833972384,-0.018393059521538184,0.9423076923076923,0.8166666666666667
3,mlp,0,congestion_price_da,397,0.5263843776916759,0.02099585458073268,-0.019456664470941656,0.0,0.0
3,mlp,0,congestion_price_rt,397,0.35024655289588014,0.01753810340871739,-0.01612340743355547,0.0,0.0
3,mlp,0,da_as_total_mw_primary_reserve,397,0.43256796155420263,0.024732213326605502,-0.024371326570246623,1.0,0.08695652173913043
3,mlp,0,da_as_total_mw_synchronized_reserve,397,0.2946380488309461,0.02712363980579136,-0.026953511634461524,0.0,0.0
3,mlp,0,da_as_total_mw_thirty_minutes_reserve,397,0.5251781769698811,0.039052802459418924,-0.03796053998716532,0.9545454545454546,0.26582278481012656
3,mlp,0,gross_actual_interchange_mw,397,0.34274385873798646,0.023215167318243225,-0.023040506491432862,0.0,0.0
3,mlp,0,marginal_loss_price_da,397,0.2257384657112403,0.03480190203832439,-0.03052624256845085,0.0,0.0
3,mlp,0,metered_load_mw,397,0.5990218725402204,0.02290125983187774,-0.02127810704618017,1.0,0.21875
3,mlp,0,net_actual_interchange_mw,397,0.4710783901953858,0.04193310248161143,-0.04144439574152757,1.0,0.23880597014925373
3,mlp,0,total_gen,397,0.646564246313623,0.022849260859885805,-0.02114980602144294,1.0,0.29411764705882354
3,mlp,0,total_lmp_da,397,0.20115395508350278,0.02803867634958224,-0.02598142578860074,0.0,0.0
3,mlp,0,total_losses,397,0.5225457491257525,0.03518392337059194,-0.03442288946444802,1.0,0.3
3,mlp,10,congestion_price_da,397,0.5422209965090035,0.01790738436076743,-0.016254751147791482,1.0,0.14285714285714285
3,mlp,10,congestion_price_rt,397,0.3871312705775308,0.014112752090473319,-0.012486655405846892,0.0,0.0
3,mlp,10,da_as_total_mw_primary_reserve,397,0.6454048467954643,0.01724900781958169,-0.016894637937810018,1.0,0.391304347826087
3,mlp,10,da_as_total_mw_synchronized_reserve,397,0.5906227483335228,0.017163222622811343,-0.01610536629366935,1.0,0.6666666666666666
3,mlp,10,da_as_total_mw_thirty_minutes_reserve,397,0.6839391216060458,0.028929173195692395,-0.028039913333633384,0.975,0.4936708860759494
3,mlp,10,gross_actual_interchange_mw,397,0.5203858771761257,0.01787194016598334,-0.01720394325496568,0.0,0.0
3,mlp,10,marginal_loss_price_da,397,0.5165918133526959,0.027553245913171646,-0.023205010506608323,0.0,0.0
3,mlp,10,metered_load_mw,397,0.7235066986095808,0.014283474056186244,-0.010761595342861915,1.0,0.59375
3,mlp,10,net_actual_interchange_mw,397,0.5930229346871753,0.031185165610661734,-0.030198252321190437,0.9629629629629629,0.3880597014925373
3,mlp,10,total_gen,397,0.6908857316120331,0.014455752648994964,-0.01075314694748117,1.0,0.6176470588235294
3,mlp,10,total_lmp_da,397,0.45478539819476593,0.021380215057497962,-0.019222040470661384,0.0,0.0
3,mlp,10,total_losses,397,0.7097833645749547,0.025919471039279583,-0.024812410099980812,1.0,0.5166666666666667
3,mlp,50,congestion_price_da,397,0.8080074826464204,0.01131953025044362,-0.008338064480788762,1.0,0.8571428571428571
3,mlp,50,congestion_price_rt,397,0.7233881760621764,0.009248833962591829,-0.007934486685832142,0.0,0.0
3,mlp,50,da_as_total_mw_primary_reserve,397,0.841532101389322,0.011448034861826476,-0.01084878988169903,1.0,0.5652173913043478
3,mlp,50,da_as_total_mw_synchronized_reserve,397,0.8534920832260351,0.012335817669741152,-0.011896452165070348,1.0,1.0
3,mlp,50,da_as_total_mw_thirty_minutes_reserve,397,0.8967956337676475,0.018225825553576953,-0.016676326993130316,1.0,0.7215189873417721
3,mlp,50,gross_actual_interchange_mw,397,0.6956072630920422,0.014707653588552019,-0.01417490276942025,0.0,0.0
3,mlp,50,marginal_loss_price_da,397,0.6709313685441174,0.01917696044186801,-0.014299532478342128,0.9230769230769231,0.6666666666666666
3,mlp,50,metered_load_mw,397,0.8885046601847821,0.010577722370474404,-0.008406570786492951,0.9583333333333334,0.71875
3,mlp,50,net_actual_interchange_mw,397,0.8702448583655626,0.019765281106723046,-0.01814934453675969,0.9761904761904762,0.6119402985074627
3,mlp,50,total_gen,397,0.8880023777387434,0.011135453691410478,-0.009495681269042738,1.0,0.6764705882352942
3,mlp,50,total_lmp_da,397,0.7646108166879563,0.013841595998038574,-0.010854007014699787,0.0,0.0
3,mlp,50,total_losses,397,0.833751806126273,0.016798414871734696,-0.01518582517013742,1.0,0.7333333333333333
3,mlp,200,congestion_price_da,397,0.8876715076796086,0.009423784855330922,-0.007255633922307858,1.0,0.8571428571428571
3,mlp,200,congestion_price_rt,397,0.8548169824007452,0.0063770165671629625,-0.003974554820985578,0.0,0.0
3,mlp,200,da_as_total_mw_primary_reserve,397,0.9394522417445599,0.006379611095793602,-0.005157285283134326,1.0,0.6956521739130435
3,mlp,200,da_as_total_mw_synchronized_reserve,397,0.9163608670019819,0.0074473506857826366,-0.006187661919245492,1.0,1.0
3,mlp,200,da_as_total_mw_thirty_minutes_reserve,397,0.9649407253042559,0.009836719678691413,-0.007865202516992987,0.9864864864864865,0.9240506329113924
3,mlp,200,gross_actual_interchange_mw,397,0.8832871325561478,0.008873451266540988,-0.007808246600537817,1.0,1.0
3,mlp,200,marginal_loss_price_da,397,0.8732171275429127,0.011798218906075889,-0.007180173841471636,1.0,0.6666666666666666
3,mlp,200,metered_load_mw,397,0.903163674603635,0.007294090178511305,-0.004474089337836585,1.0,0.90625
3,mlp,200,net_actual_interchange_mw,397,0.9545397010240118,0.009147989209412928,-0.0072712407304297766,1.0,0.8507462686567164
3,mlp,200,total_gen,397,0.916469800341299,0.0074173507822550815,-0.004562881040933451,1.0,0.8823529411764706
3,mlp,200,total_lmp_da,397,0.8801332860841353,0.009208749313498625,-0.0049639037934598755,1.0,0.875
3,mlp,200,total_losses,397,0.9422273569204699,0.00835887445911052,-0.005764230823036405,0.9818181818181818,0.9
