field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.0954740047454834,-1.3436639607591678,True
gross_actual_interchange_mw,0.2460934792895835,0.060216307640075684,-0.18587717164950782,True
total_gen,0.9906449538219424,0.9312255084514618,-0.059419445370480606,True
metered_load_mw,0.9762308832723112,0.9682604037225246,-0.00797047954978658,True
total_losses,0.6540839836602339,0.37115222215652466,-0.28293176150370924,True
congestion_price_da,0.0475838272605031,0.1694832444190979,0.1218994171585948,True
congestion_price_rt,0.4561738508473963,0.45117485523223877,-0.004998995615157542,True
marginal_loss_price_da,0.4407231017762543,0.4867503046989441,0.0460272029226898,True
total_lmp_da,0.9299314144617218,0.9460479244589806,0.016116509997258777,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9499291852116585,-0.025298633746103083,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9321172907948494,-0.009725820250797379,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.353985071182251,-0.1029189668222531,True
