conf,field,single,shapley,M1,M2,loo,faith1
gross_actual_interchange_mw,total_pjm_rmpcp_cr,0.006744414567947388,0.01753033952946098,0.03254556655883789,0.037616461515426636,0.014898866,0.014507712039316915
gross_actual_interchange_mw,da_as_mcp_primary_reserve,0.009018510580062866,0.0033548116103395203,0.02271980047225952,0.03500014543533325,0.0029268563,0.008450581740140595
gross_actual_interchange_mw,da_as_mcp_synchronized_reserve,0.012635856866836548,0.0093149974823944,0.030806928873062134,0.04312184453010559,0.003972858,0.01598958765744314
total_gen,gen_fuel_gas_mw,0.8728594779968262,0.22036498361314222,0.8728594779968262,0.8728594779968262,0.00034868717,0.5910882859810236
total_gen,gen_fuel_nuclear_mw,0.4958972930908203,0.1484963925369888,0.541012167930603,0.5509223937988281,0.025547743,0.35494500494016357
total_gen,gen_fuel_coal_pct,0.4576833248138428,0.10961282079956036,0.4605812728404999,0.4605812728404999,0.00017935038,0.30280082617485937
total_gen,gen_fuel_nuclear_pct,0.8596662282943726,0.23455593030023536,0.8596662282943726,0.8596662282943726,0.025512218,0.5886115274293113
total_gen,gen_fuel_oil_pct,0.3752601742744446,0.07556890121420572,0.3752601742744446,0.3752601742744446,-0.00022000074,0.2220089265549073
total_gen,gen_fuel_other_renewables_pct,0.4961024820804596,0.10418168237328022,0.4961024820804596,0.4961024820804596,0.00034844875,0.30323593680903943
total_gen,gen_fuel_solar_pct,0.095883309841156,0.026654151864726056,0.137114018201828,0.14341872930526733,0.00017118454,0.06956005623584541
total_gen,rmccp,0.03523561358451843,0.008215049048952896,0.07595044374465942,0.07595044374465942,-0.00014138222,0.02433117634889071
total_gen,total_pjm_rmccp_cr,0.03134158253669739,0.0077693649077140116,0.07205641269683838,0.07205641269683838,0.00013673306,0.022705717392519878
total_gen,total_pjm_rmpcp_cr,0.07505834102630615,0.012628825608786079,0.08891698718070984,0.08891698718070984,-0.00024962425,0.038778923728395504
total_gen,da_as_mcp_primary_reserve,0.11332979798316956,0.020319974106369574,0.15206724405288696,0.15206724405288696,7.325411e-05,0.06259074271023181
total_gen,da_as_mcp_synchronized_reserve,0.13115116953849792,0.025610900339153062,0.17626607418060303,0.17626607418060303,0.00021886826,0.07679826172482125
metered_load_mw,gen_fuel_gas_mw,0.8452960252761841,0.20975916594331392,0.8452960252761841,0.8452960252761841,0.00016355515,0.5646129788327542
metered_load_mw,gen_fuel_nuclear_mw,0.4424107074737549,0.13362808832293968,0.48353275656700134,0.49429407715797424,0.024388969,0.31529350893416364
metered_load_mw,gen_fuel_coal_pct,0.4468294382095337,0.10854324720488132,0.4468294382095337,0.4468294382095337,0.0010510087,0.2957841082982563
metered_load_mw,gen_fuel_nuclear_pct,0.864483118057251,0.23580332126731834,0.864483118057251,0.864483118057251,0.025510967,0.5897217123953151
metered_load_mw,gen_fuel_oil_pct,0.4064767360687256,0.08233181916360054,0.4064767360687256,0.4064767360687256,-1.5437603e-05,0.23958373828419935
metered_load_mw,gen_fuel_other_renewables_pct,0.49389851093292236,0.103611574248877,0.49389851093292236,0.49389851093292236,0.0002744794,0.3005920149831793
metered_load_mw,gen_fuel_solar_pct,0.10740962624549866,0.029809187193539595,0.14425566792488098,0.15023928880691528,0.00024563074,0.07672219498383612
metered_load_mw,rmccp,0.04812893271446228,0.008991809512930674,0.06637328863143921,0.06658327579498291,-0.00072699785,0.027952947886311044
metered_load_mw,total_pjm_rmccp_cr,0.04779335856437683,0.008865805719622952,0.06572210788726807,0.06728839874267578,-0.0008016825,0.027611949461960085
metered_load_mw,total_pjm_rmpcp_cr,0.06359416246414185,0.01199902417877367,0.08183851838111877,0.08183851838111877,-0.00014835596,0.03464874560750414
metered_load_mw,da_as_mcp_primary_reserve,0.13006997108459473,0.022378841848858577,0.16373145580291748,0.16373145580291748,-0.0007480383,0.06984808379661007
metered_load_mw,da_as_mcp_synchronized_reserve,0.15065625309944153,0.02817979395217542,0.191778302192688,0.191778302192688,0.0004554391,0.08497463073874952
total_losses,gen_fuel_gas_mw,0.2440628707408905,0.09394749334622256,0.2553933262825012,0.25875476002693176,0.05297005,0.17606680278216724
total_losses,gen_fuel_nuclear_mw,0.43835118412971497,0.19073254032783535,0.45683881640434265,0.45861417055130005,0.06383836,0.37057206393359576
total_losses,gen_fuel_coal_pct,0.4678862392902374,0.17047262944248878,0.4678862392902374,0.47590991854667664,0.015219867,0.38460361620001604
total_losses,gen_fuel_nuclear_pct,0.22707584500312805,0.10732461129883675,0.25100961327552795,0.26286646723747253,0.071373105,0.17786859810435798
total_losses,gen_fuel_oil_pct,0.1684650480747223,0.04844846226393223,0.1684650480747223,0.1684650480747223,0.011913538,0.11516918909666522
total_losses,gen_fuel_other_renewables_pct,0.13778454065322876,0.03934056725336872,0.1457192301750183,0.1531285047531128,0.009464741,0.09230258479473731
total_losses,gen_fuel_solar_pct,0.14700797200202942,0.07673557943961486,0.1723496913909912,0.18254828453063965,0.0529083,0.11855433564806322
total_losses,rmccp,0.036466389894485474,0.010477655168090546,0.04677674174308777,0.05030819773674011,0.0022261143,0.0266249114605713
total_losses,total_pjm_rmccp_cr,0.038565874099731445,0.011751038849912854,0.051263272762298584,0.05206030607223511,0.001501441,0.029207954077707023
total_losses,total_pjm_rmpcp_cr,0.007262468338012695,0.01300017201216706,0.02724793553352356,0.0299341082572937,0.0049816966,0.015204966105216405
total_losses,da_as_mcp_primary_reserve,0.016608864068984985,0.008522555671772063,0.0394195020198822,0.08132562041282654,0.0021851063,0.01862851093208956
total_losses,da_as_mcp_synchronized_reserve,0.031029999256134033,0.014013130548927489,0.056371718645095825,0.10592132806777954,0.0025128126,0.030684348051040564
congestion_price_da,gen_fuel_gas_mw,0.11598512530326843,0.04706978190577389,0.1309063732624054,0.13899534940719604,0.019448102,0.08340748359482983
congestion_price_da,gen_fuel_nuclear_mw,0.06746190786361694,0.06774336723946733,0.12840214371681213,0.1388954222202301,0.037212938,0.0868245692628869
congestion_price_da,gen_fuel_coal_pct,0.060913681983947754,0.04439290673680299,0.09822145104408264,0.10212671756744385,0.052292556,0.05277788472405657
congestion_price_da,gen_fuel_nuclear_pct,0.10405820608139038,0.04639558919730983,0.12929877638816833,0.14037573337554932,0.037540466,0.07644439452076116
congestion_price_da,gen_fuel_oil_pct,0.11354130506515503,0.06413543506983736,0.1396740972995758,0.16610363125801086,0.056478262,0.08803837513276853
congestion_price_da,gen_fuel_other_renewables_pct,0.052958935499191284,0.02411026177876787,0.05885159969329834,0.07448402047157288,0.020342112,0.03639681197543892
congestion_price_da,gen_fuel_solar_pct,0.021404683589935303,0.027566083369059004,0.04664525389671326,0.06616678833961487,0.021047026,0.02936809040361018
congestion_price_da,rmccp,0.018861204385757446,0.007423841201768798,0.07246944308280945,0.07341441512107849,-0.0005122125,0.018672552136956646
congestion_price_da,total_pjm_rmccp_cr,0.020291566848754883,0.007391432923241945,0.08123180270195007,0.08123180270195007,-0.004056543,0.021437034470847854
congestion_price_da,total_pjm_rmpcp_cr,0.00484737753868103,-0.0004774599342807212,0.011854887008666992,0.023572564125061035,-0.0068019032,0.008395699539378635
congestion_price_da,da_as_mcp_primary_reserve,0.0553361177444458,-0.003908226969094151,0.06116461753845215,0.06263771653175354,-0.03178674,0.026517015555613987
congestion_price_da,da_as_mcp_synchronized_reserve,0.06267285346984863,0.006100809626808092,0.08145585656166077,0.08145585656166077,-0.015194774,0.03545569904978588
congestion_price_rt,gen_fuel_gas_mw,0.07272946834564209,0.03314747753597441,0.1269473433494568,0.14381256699562073,0.00498122,0.05244077697473265
congestion_price_rt,gen_fuel_nuclear_mw,0.024440795183181763,0.0365480211712582,0.08025354146957397,0.11281245946884155,0.01820606,0.03990160482798699
congestion_price_rt,gen_fuel_coal_pct,0.0129355788230896,0.025118590018363897,0.04217776656150818,0.05084219574928284,0.01781872,0.021985296798519637
congestion_price_rt,gen_fuel_nuclear_pct,0.07970225811004639,0.03123859615638999,0.1355150043964386,0.14104747772216797,0.01875341,0.054825111211850505
congestion_price_rt,gen_fuel_oil_pct,0.12980329990386963,0.03204508021602898,0.1334463357925415,0.1334463357925415,-0.018430322,0.08941205165099347
congestion_price_rt,gen_fuel_other_renewables_pct,0.05208459496498108,0.016560347483615675,0.07321658730506897,0.07839149236679077,-0.0067596436,0.038738283967508315
congestion_price_rt,gen_fuel_solar_pct,0.008144795894622803,0.014931036838334391,0.019583523273468018,0.030292272567749023,0.008359522,0.012224613193431886
congestion_price_rt,rmccp,0.16598865389823914,0.051944168162509276,0.17017945647239685,0.17130446434020996,-0.013320953,0.12986095564546565
congestion_price_rt,total_pjm_rmccp_cr,0.16572466492652893,0.051129757965582855,0.16572466492652893,0.16572466492652893,-0.011401057,0.1260653246177091
congestion_price_rt,total_pjm_rmpcp_cr,0.0047002434730529785,0.0069949317309591355,0.01415187120437622,0.015097469091415405,-0.004077971,0.006955246009046777
congestion_price_rt,da_as_mcp_primary_reserve,0.07035419344902039,0.013989647241338863,0.08177357912063599,0.0864056944847107,-0.0132216215,0.04291697822577384
congestion_price_rt,da_as_mcp_synchronized_reserve,0.07106518745422363,0.005116167796767625,0.08250391483306885,0.08271843194961548,-0.018645227,0.03986473353664631
marginal_loss_price_da,gen_fuel_gas_mw,0.22212189435958862,0.06555324240895401,0.33220478892326355,0.33220478892326355,0.023487031,0.14212897600498164
marginal_loss_price_da,gen_fuel_nuclear_mw,0.10843268036842346,0.07264369644041861,0.22393393516540527,0.24610590934753418,0.01742804,0.12918684458868623
marginal_loss_price_da,gen_fuel_coal_pct,0.10658568143844604,0.04362969738236405,0.13817161321640015,0.15448570251464844,0.011061788,0.09174049147182262
marginal_loss_price_da,gen_fuel_nuclear_pct,0.34590232372283936,0.09343719981599996,0.46140357851982117,0.46140357851982117,0.01980555,0.2254120317818696
marginal_loss_price_da,gen_fuel_oil_pct,0.46455633640289307,0.12750867335139254,0.46544763445854187,0.47447365522384644,0.017068267,0.3104436044821903
marginal_loss_price_da,gen_fuel_other_renewables_pct,0.16871395707130432,0.04404014859558201,0.19137924909591675,0.19301271438598633,0.005835891,0.11418161978313074
marginal_loss_price_da,gen_fuel_solar_pct,0.028173506259918213,0.021488600928460066,0.05083879828453064,0.1077108383178711,0.00840044,0.028800253462028465
marginal_loss_price_da,rmccp,0.13086754083633423,0.0286220913916869,0.17969533801078796,0.18628013134002686,-0.008909464,0.08424151705102176
marginal_loss_price_da,total_pjm_rmccp_cr,0.13073697686195374,0.030126049158850175,0.19419890642166138,0.20437151193618774,-0.010865688,0.08609073884505707
marginal_loss_price_da,total_pjm_rmpcp_cr,0.0,0.0004843562819912995,0.04876667261123657,0.04876667261123657,0.0009125471,-0.001506544506068963
marginal_loss_price_da,da_as_mcp_primary_reserve,0.32040679454803467,0.07357995940364292,0.3228234350681305,0.332161545753479,-0.011168718,0.20438583533603832
marginal_loss_price_da,da_as_mcp_synchronized_reserve,0.3521200716495514,0.10309823514278144,0.40134093165397644,0.40134093165397644,0.01566422,0.24712782512442089
total_lmp_da,gen_fuel_gas_mw,0.43289071321487427,0.09132379905184958,0.5552934408187866,0.5552934408187866,0.0014835,0.25988698401202504
total_lmp_da,gen_fuel_nuclear_mw,0.08212539553642273,0.04560102969838079,0.2045280933380127,0.2045280933380127,0.01278609,0.09033870902471486
total_lmp_da,gen_fuel_coal_pct,0.13436293601989746,0.03939548586354111,0.15738388895988464,0.16451650857925415,0.003739059,0.09951750440528148
total_lmp_da,gen_fuel_nuclear_pct,0.5002920627593994,0.11337082733065543,0.6035306453704834,0.6143965721130371,0.008323789,0.3103152522351212
total_lmp_da,gen_fuel_oil_pct,0.645028829574585,0.14888660864740513,0.648630678653717,0.648630678653717,0.018347025,0.39691524634084213
total_lmp_da,gen_fuel_other_renewables_pct,0.21183738112449646,0.04103397401036285,0.23129135370254517,0.23129135370254517,0.0006158948,0.11990034161892207
total_lmp_da,gen_fuel_solar_pct,0.0638989806175232,0.023607150804987893,0.1065986156463623,0.13196253776550293,0.0037614703,0.05128986167498621
total_lmp_da,rmccp,0.1960449516773224,0.035831669542782545,0.22735273838043213,0.2309083640575409,-0.0020766854,0.10903547188261048
total_lmp_da,total_pjm_rmccp_cr,0.209638774394989,0.04041982160566688,0.2550993263721466,0.2550993263721466,-0.0008023381,0.1193892946414822
total_lmp_da,total_pjm_rmpcp_cr,0.003953278064727783,0.006084394708684343,0.03471753001213074,0.05194181203842163,0.003333509,0.00946756933644513
total_lmp_da,da_as_mcp_primary_reserve,0.6023093461990356,0.1453135278941401,0.6023093461990356,0.6023093461990356,-0.0021086931,0.3902395683308851
total_lmp_da,da_as_mcp_synchronized_reserve,0.6880094408988953,0.18181609307640237,0.6886699795722961,0.6886699795722961,0.018656075,0.4577756986289853
da_as_total_mw_primary_reserve,gen_fuel_gas_mw,0.12509086728096008,0.07803325721883818,0.18104934692382812,0.2157183289527893,0.015533268,0.13849219598646448
da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0.22558456659317017,0.11057963953884295,0.23192664980888367,0.23192664980888367,0.040298074,0.20319088022785356
da_as_total_mw_primary_reserve,gen_fuel_coal_pct,0.09484845399856567,0.06705911046197756,0.1125698983669281,0.12543275952339172,0.04783714,0.08933890230224496
da_as_total_mw_primary_reserve,gen_fuel_nuclear_pct,0.020686358213424683,0.026535511606011357,0.07213953137397766,0.10873562097549438,0.010491937,0.036308435842967265
da_as_total_mw_primary_reserve,gen_fuel_oil_pct,0.02899971604347229,0.025231662721602863,0.08495819568634033,0.08741733431816101,-0.00012236834,0.04426597735767148
da_as_total_mw_primary_reserve,gen_fuel_other_renewables_pct,0.030780822038650513,0.017606896038394288,0.06820294260978699,0.07404816150665283,0.0033340156,0.032007649694549126
da_as_total_mw_primary_reserve,gen_fuel_solar_pct,0.005430459976196289,0.022983618051587728,0.030431002378463745,0.05719748139381409,0.021647811,0.017329558294606737
da_as_total_mw_primary_reserve,rmccp,0.0025512278079986572,0.0035292588948429376,0.029753684997558594,0.03263664245605469,-0.007592112,0.009102963610940502
da_as_total_mw_primary_reserve,total_pjm_rmccp_cr,0.0033837556838989258,0.005493225872215601,0.032499998807907104,0.0330752432346344,-0.0073271394,0.011138593523653527
da_as_total_mw_primary_reserve,total_pjm_rmpcp_cr,0.04437240958213806,0.031096235701403078,0.05025219917297363,0.056210219860076904,0.011618376,0.043686136993534366
da_as_total_mw_primary_reserve,da_as_mcp_primary_reserve,0.10404404997825623,0.07356915421902195,0.14346840977668762,0.14614087343215942,0.043517023,0.1060347455005821
da_as_total_mw_primary_reserve,da_as_mcp_synchronized_reserve,0.04428833723068237,0.03041548083225883,0.08128169178962708,0.09794646501541138,0.011275917,0.0525148094118795
da_as_total_mw_synchronized_reserve,gen_fuel_gas_mw,0.10904672741889954,0.06021717837319577,0.12171211838722229,0.13098284602165222,0.026918292,0.09656575057881212
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_mw,0.0915367603302002,0.07549000350169803,0.11070924997329712,0.12093812227249146,0.062397838,0.08975632390671334
da_as_total_mw_synchronized_reserve,gen_fuel_coal_pct,0.09668689966201782,0.08917738761414168,0.11623769998550415,0.1305808126926422,0.08146313,0.09629996998225082
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_pct,0.07807543873786926,0.04305877897560516,0.08724889159202576,0.09722104668617249,0.036865592,0.05934330856298535
da_as_total_mw_synchronized_reserve,gen_fuel_oil_pct,0.0330105721950531,0.0217771829389476,0.052118390798568726,0.05962070822715759,0.00819841,0.033963361861952396
da_as_total_mw_synchronized_reserve,gen_fuel_other_renewables_pct,0.09566393494606018,0.040138127395686916,0.10351881384849548,0.10719215869903564,0.02022475,0.07496902295861378
da_as_total_mw_synchronized_reserve,gen_fuel_solar_pct,0.00876319408416748,0.027076841025340418,0.02831399440765381,0.04515966773033142,0.040346086,0.013669568741004168
da_as_total_mw_synchronized_reserve,rmccp,0.0001786649227142334,0.002518181550124339,0.013997405767440796,0.01761341094970703,-0.0016636848,0.005585676614392214
da_as_total_mw_synchronized_reserve,total_pjm_rmccp_cr,0.00011545419692993164,0.004005600430318624,0.013934195041656494,0.019381731748580933,0.001747787,0.005653373318624689
da_as_total_mw_synchronized_reserve,total_pjm_rmpcp_cr,0.029827237129211426,0.024462698625795774,0.039083391427993774,0.04676055908203125,0.013561547,0.033362041233129136
da_as_total_mw_synchronized_reserve,da_as_mcp_primary_reserve,0.09405696392059326,0.07450683540832599,0.11322945356369019,0.12804877758026123,0.0533562,0.09432640517339208
da_as_total_mw_synchronized_reserve,da_as_mcp_synchronized_reserve,0.04907196760177612,0.029951684000602205,0.059377074241638184,0.06755056977272034,0.014262766,0.04843506649627622
da_as_total_mw_thirty_minutes_reserve,gen_fuel_gas_mw,0.31249216198921204,0.12115075712940249,0.32073724269866943,0.32073724269866943,0.012658596,0.2621264186597946
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_mw,0.32541003823280334,0.17654049604335526,0.4069819748401642,0.4195244312286377,0.04503095,0.3291174607593943
da_as_total_mw_thirty_minutes_reserve,gen_fuel_coal_pct,0.10545805096626282,0.06732077065419825,0.17182090878486633,0.1818661093711853,0.029261589,0.11263193210073688
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_pct,0.20740142464637756,0.07084980092480413,0.2889733612537384,0.2889733612537384,0.010404229,0.16006153537016796
da_as_total_mw_thirty_minutes_reserve,gen_fuel_oil_pct,0.24617239832878113,0.07242763739235139,0.2908864915370941,0.2908864915370941,0.0076907873,0.178122456427477
da_as_total_mw_thirty_minutes_reserve,gen_fuel_other_renewables_pct,0.040681809186935425,0.020391779270394005,0.11977359652519226,0.12272995710372925,0.0067825317,0.038722773005739376
da_as_total_mw_thirty_minutes_reserve,gen_fuel_solar_pct,0.00759965181350708,0.014910183787818944,0.04204407334327698,0.055003196001052856,0.0067374706,0.020904790705543047
da_as_total_mw_thirty_minutes_reserve,rmccp,0.07450813055038452,0.015063730639124678,0.08515682816505432,0.10202819108963013,-5.9247017e-05,0.04451992687402619
da_as_total_mw_thirty_minutes_reserve,total_pjm_rmccp_cr,0.07964754104614258,0.016794509225636575,0.08759060502052307,0.10443750023841858,-0.00013667345,0.048020161531148166
da_as_total_mw_thirty_minutes_reserve,total_pjm_rmpcp_cr,0.10808229446411133,0.0450821619636741,0.11861774325370789,0.12234631180763245,0.010225415,0.09186217567256297
da_as_total_mw_thirty_minutes_reserve,da_as_mcp_primary_reserve,0.3201195299625397,0.0776603724167804,0.33611854910850525,0.33611854910850525,0.00026464462,0.21195182679858074
da_as_total_mw_thirty_minutes_reserve,da_as_mcp_synchronized_reserve,0.34647509455680847,0.08665303351602188,0.36543646454811096,0.36543646454811096,-0.0003902912,0.23401713608426963
