conf,field,single,shapley,M1,M2,loo,faith1
net_actual_interchange_mw,gen_fuel_wind_mw,0.019957304000854492,0.03911670262409788,0.10045668482780457,0.4086120128631592,0.0075484514,0.06067792810785154
net_actual_interchange_mw,gen_fuel_wind_pct,0.03819581866264343,0.04155116837427484,0.1186951994895935,0.41654443740844727,0.0065009594,0.07228708503169518
net_actual_interchange_mw,forecast_load_mw_latest_available,0.0680135190486908,0.038504465721743604,0.22128179669380188,0.3693188428878784,0.003167808,0.08796717758783079
net_actual_interchange_mw,forecast_load_mw_day_ahead,0.07086953520774841,0.03862790454984147,0.22413909435272217,0.30091193318367004,0.0013173819,0.08793948697335685
net_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.008481621742248535,0.009350956747661305,0.035627901554107666,0.06343427300453186,-2.7418137e-06,0.02205735088442609
net_actual_interchange_mw,da_as_ss_mw_synchronized_reserve,0.008293598890304565,0.009286247438609861,0.03324472904205322,0.06298002600669861,-0.0011748075,0.02207714781409504
net_actual_interchange_mw,system_energy_price_da,0.10330778360366821,0.08559087859023182,0.25657734274864197,0.29243865609169006,0.039096177,0.14483483721470175
net_actual_interchange_mw,total_lmp_rt,0.03934094309806824,0.03960617042954701,0.1237020492553711,0.18362867832183838,0.01599896,0.06986417716673968
net_actual_interchange_mw,marginal_loss_price_rt,0.04425331950187683,0.05666832773446788,0.16073006391525269,0.2330838143825531,0.02586472,0.09320650514127954
net_actual_interchange_mw,gen_fuel_coal_mw,0.18296322226524353,0.10727646957583832,0.296173095703125,0.31104350090026855,0.04023075,0.19147085809126224
net_actual_interchange_mw,gen_fuel_gas_pct,0.07204458117485046,0.04169596420622294,0.12261313199996948,0.15546855330467224,0.016154766,0.07391093044588158
net_actual_interchange_mw,gross_sched_interchange_mw,0.23465517163276672,0.14289356129195707,0.2981715202331543,0.30114758014678955,0.060753047,0.23629190934067806
net_actual_interchange_mw,gross_inadv_interchange_mw,0.09744980931282043,0.04465313767180042,0.15838080644607544,0.19600194692611694,0.0067513585,0.09819276898181248
net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.2863340973854065,0.10858571411108736,0.2967056632041931,0.29952409863471985,0.013710856,0.24735755958232972
gross_actual_interchange_mw,gen_fuel_wind_mw,0.0012901127338409424,0.012472367215641515,0.1541076898574829,0.1543113887310028,0.00027787685,0.024822375082412557
gross_actual_interchange_mw,gen_fuel_wind_pct,0.01071465015411377,0.01280464031987364,0.16353222727775574,0.1638355553150177,-0.00066131353,0.027777595218478945
gross_actual_interchange_mw,forecast_load_mw_latest_available,0.15746799111366272,0.03699022649044814,0.18098866939544678,0.18194252252578735,0.0035483837,0.09992857636849176
gross_actual_interchange_mw,forecast_load_mw_day_ahead,0.1498773694038391,0.03441011925096769,0.16738763451576233,0.1681748330593109,0.0032780766,0.09314444964047035
gross_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.0371345579624176,0.012436258822484392,0.04067471623420715,0.047321438789367676,0.001342535,0.029316567639784574
gross_actual_interchange_mw,da_as_ss_mw_synchronized_reserve,0.037551045417785645,0.012192465684326302,0.03984630107879639,0.046512216329574585,-0.0026490688,0.029901094339217157
gross_actual_interchange_mw,system_energy_price_da,0.07798045873641968,0.017344359328329572,0.08577367663383484,0.08577367663383484,-0.0013124943,0.04685484940355314
gross_actual_interchange_mw,total_lmp_rt,0.08359688520431519,0.021703352644925535,0.09640064835548401,0.09640064835548401,0.0074625015,0.049762148051771066
gross_actual_interchange_mw,marginal_loss_price_rt,0.11846524477005005,0.030819736732975646,0.12920880317687988,0.12920880317687988,0.009227157,0.06994100422272341
gross_actual_interchange_mw,gen_fuel_coal_mw,0.1412130892276764,0.03988068122671045,0.1620047688484192,0.16877031326293945,0.0076664686,0.09056489938394466
gross_actual_interchange_mw,gen_fuel_gas_pct,0.08033284544944763,0.0325409225511662,0.12866303324699402,0.12866303324699402,0.0033800602,0.06451903353829695
gross_actual_interchange_mw,gross_sched_interchange_mw,0.23611322045326233,0.09434222963407361,0.251030832529068,0.251030832529068,0.02495271,0.18972872417286557
gross_actual_interchange_mw,gross_inadv_interchange_mw,0.6263879537582397,0.39342457559234684,0.634739875793457,0.634739875793457,0.27973112,0.5534353413377059
gross_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.07984885573387146,0.02743855253918895,0.08525872230529785,0.08525872230529785,0.0054358244,0.058674575870947945
