field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.1760926246643066,-1.424282580677991,True
gross_actual_interchange_mw,0.2460934792895835,0.12121111154556274,-0.12488236774402076,True
total_gen,0.9906449538219424,0.9551038146018982,-0.035541139220044204,True
metered_load_mw,0.9762308832723112,0.9661153554916382,-0.01011552778067304,True
total_losses,0.6540839836602339,0.6380773782730103,-0.01600660538722365,True
congestion_price_da,0.0475838272605031,0.29429835081100464,0.24671452355050155,True
congestion_price_rt,0.4561738508473963,0.45876801013946533,0.0025941592920690204,True
marginal_loss_price_da,0.4407231017762543,0.4587593078613281,0.018036206085073836,True
total_lmp_da,0.9299314144617218,0.8779643774032593,-0.051967037058462506,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9598472118377686,-0.015380607119993006,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8785780668258667,-0.06326504421978008,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.39862340688705444,-0.05828063111744963,True
