confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9885715842247009,0.01192313339561224,True
total_gen,0.9849881529808044,0.01581427827477455,True
total_lmp_da,0.9766213893890381,0.02672611176967621,True
da_as_total_mw_primary_reserve,0.94502192735672,0.057747967541217804,True
da_as_total_mw_synchronized_reserve,0.9110119342803955,0.09181449562311172,True
da_as_total_mw_thirty_minutes_reserve,0.7971675992012024,0.21087126433849335,True
total_losses,0.7904239892959595,0.2092382162809372,True
net_actual_interchange_mw,0.7427260875701904,0.2609145939350128,True
gross_actual_interchange_mw,0.7262288331985474,0.28526389598846436,True
marginal_loss_price_da,0.7229546308517456,0.27231666445732117,True
congestion_price_rt,0.5543185472488403,0.4986138641834259,True
congestion_price_da,0.30115216970443726,0.7592194676399231,True
