target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.6077544689178467,0.9405486100409525
gross_actual_interchange_mw,18,2.2996137142181396,0.7956117436920903
total_gen,28,2.9604763984680176,0.88844378831729
metered_load_mw,27,2.9504964351654053,0.8952191977700664
total_losses,24,2.9979395866394043,0.9433256158254494
congestion_price_da,8,2.019109010696411,0.9709861855819778
congestion_price_rt,11,2.194192886352539,0.9150495066416688
marginal_loss_price_da,21,2.8629579544067383,0.9403635588074524
total_lmp_da,32,3.2493858337402344,0.9375745656543771
da_as_total_mw_primary_reserve,11,2.047956943511963,0.854064381686684
da_as_total_mw_synchronized_reserve,8,1.776036024093628,0.8540927881333429
da_as_total_mw_thirty_minutes_reserve,18,2.7460269927978516,0.9500601385603843
