target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1527984142303467,0.9797807818262563
gross_actual_interchange_mw,11,2.1939828395843506,0.9149619103356202
total_gen,28,2.9860472679138184,0.8961176478801463
metered_load_mw,27,2.9731311798095703,0.9020868752566666
total_losses,19,2.8019461631774902,0.9516061236122851
congestion_price_da,8,2.002924680709839,0.9632031680447317
congestion_price_rt,11,2.201399087905884,0.9180547261085453
marginal_loss_price_da,21,2.8451828956604004,0.9345251854303688
total_lmp_da,32,3.242293357849121,0.9355281096952305
da_as_total_mw_primary_reserve,11,2.0686168670654297,0.8626802390128284
da_as_total_mw_synchronized_reserve,8,1.783137559890747,0.857507904959076
da_as_total_mw_thirty_minutes_reserve,18,2.773298740386963,0.9594955156929652
