confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9653128162026405,0.04796112701296806,True
metered_load_mw,0.9636010490357876,0.01573921926319599,True
total_gen,0.9361003190279007,0.02922983653843403,True
da_as_total_mw_synchronized_reserve,0.930435948073864,0.05858885124325752,True
total_lmp_da,0.855683222413063,0.06267819553613663,True
total_losses,0.6513049602508545,0.30612286925315857,True
marginal_loss_price_da,0.4524480700492859,0.29989132285118103,True
congestion_price_rt,0.4102626442909241,0.9638116359710693,True
da_as_total_mw_thirty_minutes_reserve,0.3610873818397522,0.45850419998168945,True
congestion_price_da,0.2235773801803589,1.3159583806991577,True
gross_actual_interchange_mw,0.07427775859832764,0.5404917001724243,True
net_actual_interchange_mw,-1.2013261318206787,1.7117266654968262,True
