subset,size,band,seed,arm,K,r2,time,truth,err
rs00,1,1-4,0,warm_full_hi,50,0.013961389660835266,0.11327695846557617,0.0354991443455219,-0.021537754684686633
rs00,1,1-4,0,warm_full_hi,100,0.016325568780303,0.22235751152038574,0.0354991443455219,-0.019173575565218898
rs00,1,1-4,0,warm_full_hi,200,0.017829319462180138,0.4653198719024658,0.0354991443455219,-0.01766982488334176
rs00,1,1-4,0,warm_full_hi,500,0.021144786849617958,1.18192458152771,0.0354991443455219,-0.014354357495903941
rs00,1,1-4,0,warm_head,0,0.013102367520332336,0.0,0.0354991443455219,-0.022396776825189563
rs00,1,1-4,0,warm_head,1,0.013731449842453003,0.002042055130004883,0.0354991443455219,-0.021767694503068896
rs00,1,1-4,0,warm_head,2,0.014286711812019348,0.004239320755004883,0.0354991443455219,-0.02121243253350255
rs00,1,1-4,0,warm_head,5,0.014836166985332966,0.009397029876708984,0.0354991443455219,-0.020662977360188933
rs00,1,1-4,0,warm_head,10,0.014291797764599323,0.018019437789916992,0.0354991443455219,-0.021207346580922576
rs00,1,1-4,0,warm_head,20,0.014345228672027588,0.03365755081176758,0.0354991443455219,-0.02115391567349431
rs00,1,1-4,0,warm_head,50,0.014612977392971516,0.07924628257751465,0.0354991443455219,-0.020886166952550383
rs00,1,1-4,0,warm_head,100,0.014266426675021648,0.15562057495117188,0.0354991443455219,-0.02123271767050025
rs00,1,1-4,0,warm_head,200,0.015036632306873798,0.2976253032684326,0.0354991443455219,-0.0204625120386481
rs00,1,1-4,0,warm_head,500,0.014563649892807007,0.6764059066772461,0.0354991443455219,-0.020935494452714892
rs00,1,1-4,1,cold,0,3.3294159948127344e-05,0.0,0.0354991443455219,-0.03546585018557377
rs00,1,1-4,1,cold,1,0.0003916919231414795,0.1429450511932373,0.0354991443455219,-0.03510745242238042
rs00,1,1-4,1,cold,2,0.00112152099609375,0.14695096015930176,0.0354991443455219,-0.03437762334942815
rs00,1,1-4,1,cold,5,0.0027279257774353027,0.15335416793823242,0.0354991443455219,-0.032771218568086596
rs00,1,1-4,1,cold,10,0.007824122905731201,0.16482329368591309,0.0354991443455219,-0.027675021439790698
rs00,1,1-4,1,cold,20,0.014048402197659016,0.1865251064300537,0.0354991443455219,-0.021450742147862883
rs00,1,1-4,1,cold,50,0.017452716827392578,0.24652361869812012,0.0354991443455219,-0.01804642751812932
rs00,1,1-4,1,cold,100,0.016980215907096863,0.3453369140625,0.0354991443455219,-0.018518928438425036
rs00,1,1-4,1,cold,200,0.019178181886672974,0.5425162315368652,0.0354991443455219,-0.016320962458848925
rs00,1,1-4,1,cold,500,0.02640330232679844,1.1099884510040283,0.0354991443455219,-0.00909584201872346
rs00,1,1-4,1,warm_full,0,0.013102367520332336,0.0,0.0354991443455219,-0.022396776825189563
rs00,1,1-4,1,warm_full,1,0.00899343192577362,0.0029935836791992188,0.0354991443455219,-0.02650571241974828
rs00,1,1-4,1,warm_full,2,0.013616129755973816,0.00684356689453125,0.0354991443455219,-0.021883014589548083
rs00,1,1-4,1,warm_full,5,0.011789058335125446,0.014815330505371094,0.0354991443455219,-0.023710086010396453
rs00,1,1-4,1,warm_full,10,0.014276583679020405,0.025629043579101562,0.0354991443455219,-0.021222560666501494
rs00,1,1-4,1,warm_full,20,0.014004707336425781,0.04474234580993652,0.0354991443455219,-0.021494437009096118
rs00,1,1-4,1,warm_full,50,0.016239270567893982,0.10249471664428711,0.0354991443455219,-0.019259873777627917
rs00,1,1-4,1,warm_full,100,0.016875913366675377,0.19399118423461914,0.0354991443455219,-0.018623230978846522
rs00,1,1-4,1,warm_full,200,0.01856645941734314,0.38646817207336426,0.0354991443455219,-0.01693268492817876
rs00,1,1-4,1,warm_full,500,0.025019651278853416,0.9445087909698486,0.0354991443455219,-0.010479493066668483
rs00,1,1-4,1,warm_full_hi,0,0.013102367520332336,0.0,0.0354991443455219,-0.022396776825189563
rs00,1,1-4,1,warm_full_hi,1,0.0,0.002576112747192383,0.0354991443455219,-0.0354991443455219
rs00,1,1-4,1,warm_full_hi,2,0.0,0.005227088928222656,0.0354991443455219,-0.0354991443455219
rs00,1,1-4,1,warm_full_hi,5,0.0003017932176589966,0.011704444885253906,0.0354991443455219,-0.0351973511278629
rs00,1,1-4,1,warm_full_hi,10,0.0027843762654811144,0.021794795989990234,0.0354991443455219,-0.032714768080040785
rs00,1,1-4,1,warm_full_hi,20,0.006056919693946838,0.040964365005493164,0.0354991443455219,-0.02944222465157506
rs00,1,1-4,1,warm_full_hi,50,0.016774440184235573,0.10342979431152344,0.0354991443455219,-0.018724704161286326
rs00,1,1-4,1,warm_full_hi,100,0.015245611779391766,0.19644451141357422,0.0354991443455219,-0.020253532566130134
rs00,1,1-4,1,warm_full_hi,200,0.016677871346473694,0.3795292377471924,0.0354991443455219,-0.018821272999048205
rs00,1,1-4,1,warm_full_hi,500,0.030844837427139282,0.9438929557800293,0.0354991443455219,-0.004654306918382617
rs00,1,1-4,1,warm_head,0,0.013102367520332336,0.0,0.0354991443455219,-0.022396776825189563
rs00,1,1-4,1,warm_head,1,0.013581191189587116,0.0017352104187011719,0.0354991443455219,-0.021917953155934783
rs00,1,1-4,1,warm_head,2,0.013888497836887836,0.0036830902099609375,0.0354991443455219,-0.021610646508634063
rs00,1,1-4,1,warm_head,5,0.01442334521561861,0.008157730102539062,0.0354991443455219,-0.02107579912990329
rs00,1,1-4,1,warm_head,10,0.014560828916728497,0.01536870002746582,0.0354991443455219,-0.020938315428793403
rs00,1,1-4,1,warm_head,20,0.013601754792034626,0.028792858123779297,0.0354991443455219,-0.021897389553487273
rs00,1,1-4,1,warm_head,50,0.014841198921203613,0.06734156608581543,0.0354991443455219,-0.020657945424318286
rs00,1,1-4,1,warm_head,100,0.014558762311935425,0.1307997703552246,0.0354991443455219,-0.020940382033586474
rs00,1,1-4,1,warm_head,200,0.015011553652584553,0.2573084831237793,0.0354991443455219,-0.020487590692937346
rs00,1,1-4,1,warm_head,500,0.015089859254658222,0.6405580043792725,0.0354991443455219,-0.020409285090863677
rs01,1,1-4,0,cold,0,9.951988613465801e-05,0.0,0.0258677750825881,-0.02576825519645344
rs01,1,1-4,0,cold,1,0.0009764879941940308,0.11810970306396484,0.0258677750825881,-0.024891287088394068
rs01,1,1-4,0,cold,2,0.0014385730028152466,0.1222524642944336,0.0258677750825881,-0.024429202079772852
rs01,1,1-4,0,cold,5,0.005176628474146128,0.1280374526977539,0.0258677750825881,-0.02069114660844197
rs01,1,1-4,0,cold,10,0.010527442209422588,0.13767766952514648,0.0258677750825881,-0.01534033287316551
rs01,1,1-4,0,cold,20,0.016658252105116844,0.15862560272216797,0.0258677750825881,-0.009209522977471254
rs01,1,1-4,0,cold,50,0.019509634003043175,0.22082114219665527,0.0258677750825881,-0.006358141079544924
rs01,1,1-4,0,cold,100,0.021965941414237022,0.3181743621826172,0.0258677750825881,-0.0039018336683510763
rs01,1,1-4,0,cold,200,0.023192008957266808,0.5295228958129883,0.0258677750825881,-0.002675766125321291
rs01,1,1-4,0,cold,500,0.02445097826421261,1.2495801448822021,0.0258677750825881,-0.0014167968183754903
rs01,1,1-4,0,warm_full,0,0.01148452889174223,0.0,0.0258677750825881,-0.01438324619084587
rs01,1,1-4,0,warm_full,1,0.008620113134384155,0.003103017807006836,0.0258677750825881,-0.017247661948203943
rs01,1,1-4,0,warm_full,2,0.00398726761341095,0.006416797637939453,0.0258677750825881,-0.02188050746917715
rs01,1,1-4,0,warm_full,5,0.008199547417461872,0.014214754104614258,0.0258677750825881,-0.017668227665126227
rs01,1,1-4,0,warm_full,10,0.013403822667896748,0.026835203170776367,0.0258677750825881,-0.012463952414691351
rs01,1,1-4,0,warm_full,20,0.015972072258591652,0.05193328857421875,0.0258677750825881,-0.009895702823996447
rs01,1,1-4,0,warm_full,50,0.02170594036579132,0.1251685619354248,0.0258677750825881,-0.004161834716796778
rs01,1,1-4,0,warm_full,100,0.02226960100233555,0.25806689262390137,0.0258677750825881,-0.0035981740802525503
rs01,1,1-4,0,warm_full,200,0.02410280704498291,0.5064194202423096,0.0258677750825881,-0.0017649680376051885
rs01,1,1-4,0,warm_full,500,0.02408125437796116,1.2547557353973389,0.0258677750825881,-0.00178652070462694
rs01,1,1-4,0,warm_full_hi,0,0.01148452889174223,0.0,0.0258677750825881,-0.01438324619084587
rs01,1,1-4,0,warm_full_hi,1,0.0006773074273951352,0.003548860549926758,0.0258677750825881,-0.025190467655192963
rs01,1,1-4,0,warm_full_hi,2,0.004233509302139282,0.006916522979736328,0.0258677750825881,-0.021634265780448816
rs01,1,1-4,0,warm_full_hi,5,0.009520366787910461,0.01569533348083496,0.0258677750825881,-0.016347408294677637
rs01,1,1-4,0,warm_full_hi,10,0.01293983031064272,0.0286257266998291,0.0258677750825881,-0.01292794477194538
rs01,1,1-4,0,warm_full_hi,20,0.017456838861107826,0.05383563041687012,0.0258677750825881,-0.008410936221480272
rs01,1,1-4,0,warm_full_hi,50,0.02100217342376709,0.1276862621307373,0.0258677750825881,-0.004865601658821009
rs01,1,1-4,0,warm_full_hi,100,0.017697518691420555,0.2629683017730713,0.0258677750825881,-0.008170256391167544
rs01,1,1-4,0,warm_full_hi,200,0.021982574835419655,0.5088462829589844,0.0258677750825881,-0.003885200247168444
rs01,1,1-4,0,warm_full_hi,500,0.02412460185587406,1.2696096897125244,0.0258677750825881,-0.001743173226714037
rs01,1,1-4,0,warm_head,0,0.01148452889174223,0.0,0.0258677750825881,-0.01438324619084587
rs01,1,1-4,0,warm_head,1,0.012219210155308247,0.0029404163360595703,0.0258677750825881,-0.013648564927279852
rs01,1,1-4,0,warm_head,2,0.01277904212474823,0.005692958831787109,0.0258677750825881,-0.013088732957839869
rs01,1,1-4,0,warm_head,5,0.013366565108299255,0.012202024459838867,0.0258677750825881,-0.012501209974288843
rs01,1,1-4,0,warm_head,10,0.013365238904953003,0.021764516830444336,0.0258677750825881,-0.012502536177635096
rs01,1,1-4,0,warm_head,20,0.01289340853691101,0.038236379623413086,0.0258677750825881,-0.012974366545677088
rs01,1,1-4,0,warm_head,50,0.013515184633433819,0.09026050567626953,0.0258677750825881,-0.01235259044915428
rs01,1,1-4,0,warm_head,100,0.013803452253341675,0.17615675926208496,0.0258677750825881,-0.012064322829246424
rs01,1,1-4,0,warm_head,200,0.014983887784183025,0.34545183181762695,0.0258677750825881,-0.010883887298405073
rs01,1,1-4,0,warm_head,500,0.015308350324630737,0.7920088768005371,0.0258677750825881,-0.010559424757957361
rs01,1,1-4,1,cold,0,0.00011066595470765606,0.0,0.0258677750825881,-0.025757109127880443
rs01,1,1-4,1,cold,1,0.0007097125053405762,0.14378738403320312,0.0258677750825881,-0.025158062577247522
rs01,1,1-4,1,cold,2,0.0015278408536687493,0.14772605895996094,0.0258677750825881,-0.02433993422891935
rs01,1,1-4,1,cold,5,0.0048442683182656765,0.15462064743041992,0.0258677750825881,-0.021023506764322422
rs01,1,1-4,1,cold,10,0.011236886493861675,0.16658568382263184,0.0258677750825881,-0.014630888588726423
rs01,1,1-4,1,cold,20,0.016037890687584877,0.18936729431152344,0.0258677750825881,-0.009829884395003222
rs01,1,1-4,1,cold,50,0.021283680573105812,0.251354455947876,0.0258677750825881,-0.004584094509482287
rs01,1,1-4,1,cold,100,0.020419428125023842,0.377122163772583,0.0258677750825881,-0.005448346957564257
rs01,1,1-4,1,cold,200,0.023006359115242958,0.603477954864502,0.0258677750825881,-0.0028614159673451406
rs01,1,1-4,1,cold,500,0.02376859448850155,1.2190871238708496,0.0258677750825881,-0.00209918059408655
rs01,1,1-4,1,warm_full,0,0.01148452889174223,0.0,0.0258677750825881,-0.01438324619084587
rs01,1,1-4,1,warm_full,1,0.008778865449130535,0.002565622329711914,0.0258677750825881,-0.017088909633457564
rs01,1,1-4,1,warm_full,2,0.011676420457661152,0.005385637283325195,0.0258677750825881,-0.014191354624926947
rs01,1,1-4,1,warm_full,5,0.016626277938485146,0.012161016464233398,0.0258677750825881,-0.009241497144102953
rs01,1,1-4,1,warm_full,10,0.01786918006837368,0.022021770477294922,0.0258677750825881,-0.007998595014214419
rs01,1,1-4,1,warm_full,20,0.019772181287407875,0.04133319854736328,0.0258677750825881,-0.006095593795180224
rs01,1,1-4,1,warm_full,50,0.019550397992134094,0.09759974479675293,0.0258677750825881,-0.006317377090454004
rs01,1,1-4,1,warm_full,100,0.018607506528496742,0.18981528282165527,0.0258677750825881,-0.007260268554091356
rs01,1,1-4,1,warm_full,200,0.024184048175811768,0.3751804828643799,0.0258677750825881,-0.001683726906776331
rs01,1,1-4,1,warm_full,500,0.025055209174752235,0.9603443145751953,0.0258677750825881,-0.0008125659078358632
rs01,1,1-4,1,warm_full_hi,0,0.01148452889174223,0.0,0.0258677750825881,-0.01438324619084587
rs01,1,1-4,1,warm_full_hi,1,0.0011299202451482415,0.0025200843811035156,0.0258677750825881,-0.024737854837439857
rs01,1,1-4,1,warm_full_hi,2,0.001267954707145691,0.005301475524902344,0.0258677750825881,-0.024599820375442408
rs01,1,1-4,1,warm_full_hi,5,0.007113099098205566,0.012082338333129883,0.0258677750825881,-0.018754675984382532
rs01,1,1-4,1,warm_full_hi,10,0.006089881062507629,0.02212977409362793,0.0258677750825881,-0.01977789402008047
rs01,1,1-4,1,warm_full_hi,20,0.01715090312063694,0.04149627685546875,0.0258677750825881,-0.008716871961951159
rs01,1,1-4,1,warm_full_hi,50,0.021477654576301575,0.10310077667236328,0.0258677750825881,-0.004390120506286524
rs01,1,1-4,1,warm_full_hi,100,0.02106749452650547,0.19322466850280762,0.0258677750825881,-0.004800280556082628
rs01,1,1-4,1,warm_full_hi,200,0.02379465661942959,0.3790621757507324,0.0258677750825881,-0.0020731184631585103
rs01,1,1-4,1,warm_full_hi,500,0.024155089631676674,0.9535119533538818,0.0258677750825881,-0.0017126854509114248
rs01,1,1-4,1,warm_head,0,0.01148452889174223,0.0,0.0258677750825881,-0.01438324619084587
rs01,1,1-4,1,warm_head,1,0.011889174580574036,0.0013823509216308594,0.0258677750825881,-0.013978600502014063
rs01,1,1-4,1,warm_head,2,0.012236326932907104,0.0030066967010498047,0.0258677750825881,-0.013631448149680994
rs01,1,1-4,1,warm_head,5,0.012588824145495892,0.006888389587402344,0.0258677750825881,-0.013278950937092207
rs01,1,1-4,1,warm_head,10,0.01327208150178194,0.012848138809204102,0.0258677750825881,-0.012595693580806158
rs01,1,1-4,1,warm_head,20,0.012589454650878906,0.024504899978637695,0.0258677750825881,-0.013278320431709192
rs01,1,1-4,1,warm_head,50,0.013939832337200642,0.05735516548156738,0.0258677750825881,-0.011927942745387457
rs01,1,1-4,1,warm_head,100,0.014433681964874268,0.11165499687194824,0.0258677750825881,-0.011434093117713831
rs01,1,1-4,1,warm_head,200,0.015243157744407654,0.26376986503601074,0.0258677750825881,-0.010624617338180445
rs01,1,1-4,1,warm_head,500,0.015890568494796753,0.6679940223693848,0.0258677750825881,-0.009977206587791346
rs02,1,1-4,0,cold,0,2.6588639229885302e-05,0.0,0.0480949878692626,-0.04806839923003271
rs02,1,1-4,0,cold,1,0.002504676580429077,0.13786530494689941,0.0480949878692626,-0.04559031128883352
rs02,1,1-4,0,cold,2,0.005792438983917236,0.14328289031982422,0.0480949878692626,-0.04230254888534536
rs02,1,1-4,0,cold,5,0.021389365196228027,0.1522960662841797,0.0480949878692626,-0.02670562267303457
rs02,1,1-4,0,cold,10,0.03497368097305298,0.16221284866333008,0.0480949878692626,-0.01312130689620962
rs02,1,1-4,0,cold,20,0.03705289959907532,0.18355774879455566,0.0480949878692626,-0.01104208827018728
rs02,1,1-4,0,cold,50,0.04064453765749931,0.24261784553527832,0.0480949878692626,-0.007450450211763285
rs02,1,1-4,0,cold,100,0.042493414133787155,0.33643198013305664,0.0480949878692626,-0.005601573735475443
rs02,1,1-4,0,cold,200,0.04467068240046501,0.5790410041809082,0.0480949878692626,-0.0034243054687975866
rs02,1,1-4,0,cold,500,0.04591448977589607,1.1920735836029053,0.0480949878692626,-0.0021804980933665258
rs02,1,1-4,0,warm_full,0,0.0368213914334774,0.0,0.0480949878692626,-0.011273596435785196
rs02,1,1-4,0,warm_full,1,0.029304230585694313,0.003739595413208008,0.0480949878692626,-0.018790757283568285
rs02,1,1-4,0,warm_full,2,0.031904105097055435,0.00755620002746582,0.0480949878692626,-0.016190882772207163
rs02,1,1-4,0,warm_full,5,0.03915131092071533,0.016629457473754883,0.0480949878692626,-0.008943676948547266
rs02,1,1-4,0,warm_full,10,0.035337746143341064,0.02884054183959961,0.0480949878692626,-0.012757241725921534
rs02,1,1-4,0,warm_full,20,0.03830963000655174,0.05031085014343262,0.0480949878692626,-0.009785357862710856
rs02,1,1-4,0,warm_full,50,0.04286934807896614,0.10587859153747559,0.0480949878692626,-0.005225639790296457
rs02,1,1-4,0,warm_full,100,0.04317167028784752,0.2009410858154297,0.0480949878692626,-0.004923317581415079
rs02,1,1-4,0,warm_full,200,0.04510688781738281,0.395460844039917,0.0480949878692626,-0.0029881000518797857
rs02,1,1-4,0,warm_full,500,0.045870646834373474,1.0410234928131104,0.0480949878692626,-0.002224341034889124
rs02,1,1-4,0,warm_full_hi,0,0.0368213914334774,0.0,0.0480949878692626,-0.011273596435785196
rs02,1,1-4,0,warm_full_hi,1,0.0,0.0030689239501953125,0.0480949878692626,-0.0480949878692626
rs02,1,1-4,0,warm_full_hi,2,0.002440840005874634,0.00635528564453125,0.0480949878692626,-0.045654147863387964
rs02,1,1-4,0,warm_full_hi,5,0.01957455836236477,0.01443624496459961,0.0480949878692626,-0.02852042950689783
rs02,1,1-4,0,warm_full_hi,10,0.028640398755669594,0.0269014835357666,0.0480949878692626,-0.019454589113593004
rs02,1,1-4,0,warm_full_hi,20,0.035880353301763535,0.05170178413391113,0.0480949878692626,-0.012214634567499064
rs02,1,1-4,0,warm_full_hi,50,0.03936110809445381,0.12489652633666992,0.0480949878692626,-0.008733879774808787
rs02,1,1-4,0,warm_full_hi,100,0.04002423211932182,0.24725079536437988,0.0480949878692626,-0.008070755749940775
rs02,1,1-4,0,warm_full_hi,200,0.0430915541946888,0.4984316825866699,0.0480949878692626,-0.005003433674573801
rs02,1,1-4,0,warm_full_hi,500,0.0450805239379406,1.2120046615600586,0.0480949878692626,-0.0030144639313220006
rs02,1,1-4,0,warm_head,0,0.0368213914334774,0.0,0.0480949878692626,-0.011273596435785196
rs02,1,1-4,0,warm_head,1,0.03829336538910866,0.0019893646240234375,0.0480949878692626,-0.00980162248015394
rs02,1,1-4,0,warm_head,2,0.03902764990925789,0.004198551177978516,0.0480949878692626,-0.00906733796000471
rs02,1,1-4,0,warm_head,5,0.04071060195565224,0.009876251220703125,0.0480949878692626,-0.007384385913610361
rs02,1,1-4,0,warm_head,10,0.04029835760593414,0.018433570861816406,0.0480949878692626,-0.007796630263328455
rs02,1,1-4,0,warm_head,20,0.040188852697610855,0.03430342674255371,0.0480949878692626,-0.007906135171651743
rs02,1,1-4,0,warm_head,50,0.040508586913347244,0.08058881759643555,0.0480949878692626,-0.007586400955915354
rs02,1,1-4,0,warm_head,100,0.039994630962610245,0.1591346263885498,0.0480949878692626,-0.008100356906652353
rs02,1,1-4,0,warm_head,200,0.040777549147605896,0.33881616592407227,0.0480949878692626,-0.007317438721656702
rs02,1,1-4,0,warm_head,500,0.03986789658665657,0.8227725028991699,0.0480949878692626,-0.008227091282606028
rs02,1,1-4,1,cold,0,0.00015447039913851768,0.0,0.0480949878692626,-0.04794051747012408
rs02,1,1-4,1,cold,1,0.003119245171546936,0.14031004905700684,0.0480949878692626,-0.04497574269771566
rs02,1,1-4,1,cold,2,0.006261110305786133,0.14515280723571777,0.0480949878692626,-0.041833877563476465
rs02,1,1-4,1,cold,5,0.021087700501084328,0.1550452709197998,0.0480949878692626,-0.02700728736817827
rs02,1,1-4,1,cold,10,0.035638898611068726,0.16778349876403809,0.0480949878692626,-0.012456089258193873
rs02,1,1-4,1,cold,20,0.03667115792632103,0.19650840759277344,0.0480949878692626,-0.011423829942941569
rs02,1,1-4,1,cold,50,0.04297750070691109,0.2705380916595459,0.0480949878692626,-0.005117487162351511
rs02,1,1-4,1,cold,100,0.04078644886612892,0.3729524612426758,0.0480949878692626,-0.007308539003133677
rs02,1,1-4,1,cold,200,0.04447496309876442,0.5788531303405762,0.0480949878692626,-0.0036200247704981786
rs02,1,1-4,1,cold,500,0.045720651745796204,1.193385362625122,0.0480949878692626,-0.0023743361234663946
rs02,1,1-4,1,warm_full,0,0.0368213914334774,0.0,0.0480949878692626,-0.011273596435785196
rs02,1,1-4,1,warm_full,1,0.02492501772940159,0.002924680709838867,0.0480949878692626,-0.02316997013986101
rs02,1,1-4,1,warm_full,2,0.034770891070365906,0.00594329833984375,0.0480949878692626,-0.013324096798896692
rs02,1,1-4,1,warm_full,5,0.03664379194378853,0.012714624404907227,0.0480949878692626,-0.01145119592547407
rs02,1,1-4,1,warm_full,10,0.039883747696876526,0.022578954696655273,0.0480949878692626,-0.008211240172386072
rs02,1,1-4,1,warm_full,20,0.04083225503563881,0.04281806945800781,0.0480949878692626,-0.007262732833623789
rs02,1,1-4,1,warm_full,50,0.04287055507302284,0.10303258895874023,0.0480949878692626,-0.005224432796239756
rs02,1,1-4,1,warm_full,100,0.0424802340567112,0.20737099647521973,0.0480949878692626,-0.005614753812551401
rs02,1,1-4,1,warm_full,200,0.0455491803586483,0.4056107997894287,0.0480949878692626,-0.002545807510614298
rs02,1,1-4,1,warm_full,500,0.04564526304602623,1.1202538013458252,0.0480949878692626,-0.0024497248232363683
rs02,1,1-4,1,warm_full_hi,0,0.0368213914334774,0.0,0.0480949878692626,-0.011273596435785196
rs02,1,1-4,1,warm_full_hi,1,0.0,0.0029833316802978516,0.0480949878692626,-0.0480949878692626
rs02,1,1-4,1,warm_full_hi,2,0.006094624754041433,0.0062367916107177734,0.0480949878692626,-0.042000363115221165
rs02,1,1-4,1,warm_full_hi,5,0.02816799283027649,0.014242172241210938,0.0480949878692626,-0.01992699503898611
rs02,1,1-4,1,warm_full_hi,10,0.023557379841804504,0.026604175567626953,0.0480949878692626,-0.024537608027458094
rs02,1,1-4,1,warm_full_hi,20,0.03648771718144417,0.05148124694824219,0.0480949878692626,-0.01160727068781843
rs02,1,1-4,1,warm_full_hi,50,0.04310247674584389,0.12322854995727539,0.0480949878692626,-0.004992511123418711
rs02,1,1-4,1,warm_full_hi,100,0.03730947896838188,0.2426905632019043,0.0480949878692626,-0.010785508900880716
rs02,1,1-4,1,warm_full_hi,200,0.04311427101492882,0.48373913764953613,0.0480949878692626,-0.00498071685433378
rs02,1,1-4,1,warm_full_hi,500,0.04578639194369316,1.183548927307129,0.0480949878692626,-0.002308595925569437
rs02,1,1-4,1,warm_head,0,0.0368213914334774,0.0,0.0480949878692626,-0.011273596435785196
rs02,1,1-4,1,warm_head,1,0.03781758248806,0.0019283294677734375,0.0480949878692626,-0.0102774053812026
rs02,1,1-4,1,warm_head,2,0.038512930274009705,0.004132747650146484,0.0480949878692626,-0.009582057595252894
rs02,1,1-4,1,warm_head,5,0.04010765627026558,0.009451150894165039,0.0480949878692626,-0.007987331598997019
rs02,1,1-4,1,warm_head,10,0.0406983382999897,0.017598628997802734,0.0480949878692626,-0.007396649569272898
rs02,1,1-4,1,warm_head,20,0.0400368832051754,0.03269600868225098,0.0480949878692626,-0.008058104664087198
rs02,1,1-4,1,warm_head,50,0.040990691632032394,0.07542037963867188,0.0480949878692626,-0.007104296237230204
rs02,1,1-4,1,warm_head,100,0.04035743698477745,0.14635777473449707,0.0480949878692626,-0.007737550884485148
rs02,1,1-4,1,warm_head,200,0.04078507795929909,0.28226399421691895,0.0480949878692626,-0.007309909909963511
rs02,1,1-4,1,warm_head,500,0.040200892835855484,0.7181556224822998,0.0480949878692626,-0.007894095033407114
rs03,4,1-4,0,cold,0,0.001878047944046557,0.0,0.5000260472297668,-0.4981479992857203
rs03,4,1-4,0,cold,1,0.021999945864081383,0.1385045051574707,0.5000260472297668,-0.47802610136568546
rs03,4,1-4,0,cold,2,0.04763824865221977,0.1427936553955078,0.5000260472297668,-0.4523877985775471
rs03,4,1-4,0,cold,5,0.1819785237312317,0.15132451057434082,0.5000260472297668,-0.31804752349853516
rs03,4,1-4,0,cold,10,0.3597937524318695,0.1613602638244629,0.5000260472297668,-0.14023229479789734
rs03,4,1-4,0,cold,20,0.4006318151950836,0.18552041053771973,0.5000260472297668,-0.09939423203468323
rs03,4,1-4,0,cold,50,0.4400944709777832,0.2619130611419678,0.5000260472297668,-0.05993157625198364
rs03,4,1-4,0,cold,100,0.47190427780151367,0.3728349208831787,0.5000260472297668,-0.028121769428253174
rs03,4,1-4,0,cold,200,0.4723132848739624,0.5570063591003418,0.5000260472297668,-0.027712762355804443
rs03,4,1-4,0,cold,500,0.48146161437034607,1.1089565753936768,0.5000260472297668,-0.018564432859420776
