target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,8,0.18156707286834717,0.15053029358386993,0.16455180943012238,0.3332350552082062,0.17011578381061554
gross_actual_interchange_mw,9,0.1586274355649948,0.1629190742969513,0.1531384140253067,0.3669222295284271,0.15839284658432007
total_gen,12,0.19594848155975342,0.19682930409908295,0.19663654267787933,0.2131102830171585,0.1974753737449646
metered_load_mw,12,0.18691803514957428,0.18931825459003448,0.19339238107204437,0.24209469556808472,0.18827666342258453
total_losses,12,0.1555188000202179,0.15987788140773773,0.14682121574878693,0.38418975472450256,0.15359236299991608
congestion_price_da,6,0.19157572090625763,0.1876857876777649,0.2022332400083542,0.2067052125930786,0.21180005371570587
congestion_price_rt,11,0.19463442265987396,0.1939723640680313,0.1870194971561432,0.22599981725215912,0.19837389886379242
marginal_loss_price_da,12,0.23663245141506195,0.17464376986026764,0.23131121695041656,0.18064498901367188,0.17676754295825958
total_lmp_da,12,0.18953712284564972,0.18166784942150116,0.21388345956802368,0.23375870287418365,0.1811528354883194
da_as_total_mw_primary_reserve,9,0.23737147450447083,0.17912639677524567,0.20926934480667114,0.19498494267463684,0.17924785614013672
da_as_total_mw_synchronized_reserve,6,0.18744878470897675,0.18719244003295898,0.19532005488872528,0.2429974228143692,0.1870412677526474
da_as_total_mw_thirty_minutes_reserve,12,0.16747568547725677,0.1949477642774582,0.17630596458911896,0.29222044348716736,0.16905014216899872
