P_g (unit 313 output),LMP_g (bus 313),LMP_near (bus 306),"LMP_far (bus 303, behind C6)",LMP_area2 (bus 223),System load,Area-3 load,Wind available,PV available,Congestion C6,P_comp (unit 316 output),Y_markup
61.666666955000004,23.60645931817788,22.490192668447587,-0.0,19.689702859999997,3249.127764475,1242.5605536666667,2448.1665,0.0,1.0,0.0,0.26948618774880734
61.666666955000004,19.503775447992417,18.623575084555863,-0.0,20.41902941,3173.1091760166664,1185.59491975,2421.5166,0.0,1.0,0.0,-0.07007478497510988
123.33333355499998,21.12185391115212,20.144074613673997,-0.0,19.689702859999997,3158.2692913583332,1159.2226329166667,2347.2417,0.0,1.0,0.0,-0.2979839443501982
61.666666955000004,24.238546433136094,23.081527878597804,-0.0,19.144891615528024,3172.913781075,1143.4963825,2361.4417,0.0,1.0,0.0,-0.010504783216326474
61.666666955000004,24.161274097135884,23.02147329404236,-0.0,20.41902941,3302.8331523999996,1157.4296163333333,2432.1584,0.0,1.0,0.0,0.26627403369040953
123.33333355499998,25.66516597125606,24.44634526452745,-0.0,20.89315480681742,3559.7870854166667,1222.3517613333333,2419.5,0.0,1.0,0.0,-0.13672094302172144
61.666666955000004,27.228281452410037,25.928548940168263,-0.0,21.506343159705423,3830.378666333334,1360.4513998333334,2405.7417,0.008333334,1.0,0.0,0.2570590061027667
89.63918036947874,24.634270259603888,23.47403086211635,-0.0,21.00379139689843,3871.49034175,1452.3808588333334,2375.4084,266.6583,1.0,0.0,-0.07929010284264992
0.0,2.441411545134209,2.074996852114609,-0.0,19.689702859999997,3892.707707,1557.2723340833334,2192.275,1091.3915,1.0,0.0,0.17104963159579833
0.0,9.457799078170657,9.60501976003738,10.558157491332354,19.03436596,3925.8146220833332,1629.4412551666667,1781.075,1528.0083,0.0,0.0,0.16861044635817396
6.947378524747819,12.255593842342263,12.36987849279751,13.109781413199478,19.689702859999997,3918.772165,1679.19746775,1333.625,1586.1088,0.0,0.0,-0.22095591437660045
61.666666955000004,21.287879299999986,21.2878793,21.28787929999999,21.287879299999975,3911.5864446666665,1701.1245674166667,826.14166,1515.8665,0.0,30.999999999999993,-0.1563042510103972
61.666666955000004,22.732462559999952,22.732462559999956,22.732462559999966,22.732462560000062,3880.0757752500003,1688.53609625,361.7917,1527.4417,0.0,62.0,-0.06564879832991233
61.666666955000004,23.00232518999986,23.002325189999844,23.00232518999986,23.002325189999965,3858.964147875,1693.0933469166666,111.36667,1583.7003,0.0,62.0,-0.11479756280407175
123.33333355499998,23.00232518999986,23.002325189999844,23.00232518999986,23.002325189999965,3830.271232533333,1674.6775716666668,275.35834,1358.8335,0.0,62.0,-0.14822656175129345
61.666666955000004,23.437807129999882,23.43780712999989,23.43780712999994,23.437807129999882,3813.66182385,1650.0235922499999,480.525,865.40015,0.0,62.0,0.25805626498573203
