field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8510562181472778,-1.0992461741609623,True
gross_actual_interchange_mw,0.2460934792895835,0.21105140447616577,-0.03504207481341773,True
total_gen,0.9906449538219424,0.9364182725548744,-0.05422668126706798,True
metered_load_mw,0.9762308832723112,0.9559201747179031,-0.020310708554408086,True
total_losses,0.6540839836602339,0.6543005704879761,0.0002165868277421712,True
congestion_price_da,0.0475838272605031,0.23327821493148804,0.18569438767098495,True
congestion_price_rt,0.4561738508473963,0.45292264223098755,-0.003251208616408763,True
marginal_loss_price_da,0.4407231017762543,0.4341084957122803,-0.006614606063974016,True
total_lmp_da,0.9299314144617218,0.8556988388299942,-0.07423257563172758,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9458004832267761,-0.029427335730985438,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9445972070097923,0.002754095964145553,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.34131884574890137,-0.11558519225560271,True
