field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.160310983657837,-1.4085009396715213,True
gross_actual_interchange_mw,0.2460934792895835,0.14836019277572632,-0.09773328651385718,True
total_gen,0.9906449538219424,0.949434045702219,-0.04121090811972339,True
metered_load_mw,0.9762308832723112,0.9652150385081768,-0.01101584476413442,True
total_losses,0.6540839836602339,0.6920600235462189,0.03797603988598497,True
congestion_price_da,0.0475838272605031,0.2727479934692383,0.2251641662087352,True
congestion_price_rt,0.4561738508473963,0.41533583402633667,-0.04083801682105964,True
marginal_loss_price_da,0.4407231017762543,0.37467288970947266,-0.06605021206678163,True
total_lmp_da,0.9299314144617218,0.8787355571985245,-0.05119585726319731,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.967988595366478,-0.0072392235912835945,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9144839346408844,-0.027359176404762375,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4265286326408386,-0.030375405363665453,True
