experiment,run_dir,mean_r2,price_like_mean_r2,non_price_mean_r2,best_test_loss,final_test_mse_targets,architecture,config
ev00_baseline_g11,outputs/tuning/ev00_baseline_g11/20260626_004557,0.8648402690887451,0.7966215491294861,0.9135679262025016,0.14247751235961914,0.14247751235961914,hybrid_bilinear_gated,outputs/tuning/ev00_baseline_g11/20260626_004557/config_used.yaml
ev01_edge_film,outputs/tuning/ev01_edge_film/20260626_004557,0.8583822250366211,0.7862199902534485,0.909926678453173,0.14933855831623077,0.14933855831623077,hybrid_bilinear_gated,outputs/tuning/ev01_edge_film/20260626_004557/config_used.yaml
ev03_edge_film_uniform_alpha,outputs/tuning/ev03_edge_film_uniform_alpha/20260626_004557,0.8548209915558497,0.779899537563324,0.9083363158362252,0.15304237604141235,0.15304237604141235,hybrid_bilinear_gated,outputs/tuning/ev03_edge_film_uniform_alpha/20260626_004557/config_used.yaml
ev02_edge_film_dynamic_only,outputs/tuning/ev02_edge_film_dynamic_only/20260626_004557,0.8500929325819016,0.7743485808372498,0.9041960409709385,0.15778927505016327,0.15778927505016327,hybrid_bilinear_dynamic_only,outputs/tuning/ev02_edge_film_dynamic_only/20260626_004557/config_used.yaml
