S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last
"(0, 12, 13, 16, 18, 29)",uniform,,0.05293482542037964,0.005396354448419814,0.0427514910697937,0.004546338844124149,3,10
"(2, 9, 22, 26, 28, 42)",uniform,,0.01647027333577474,0.02332428416908422,0.02109561363855998,0.008769805200780198,3,11
"(2, 21, 22, 27, 31, 40)",uniform,,0.0045056939125061035,0.00898493321313923,0.011405666669209799,0.00041061639929969063,3,4
"(6, 7, 13, 17, 25, 38)",uniform,,0.032367428143819175,0.006201256862693812,0.02971122662226359,0.003419653145484058,3,9
"(8, 9, 17, 23, 34, 38)",uniform,,0.03770109017690023,0.009381826910284947,0.019908666610717773,0.00523259298442582,3,5
"(11, 23, 25, 30, 34, 36)",uniform,,0.02230389912923177,0.03280943832283899,0.011382063229878744,0.006683855348986353,3,6
