S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last
"(7, 23, 31, 32, 33, 39)",fulltop,0.229934275150299,0.009904265403747559,0.008384973736688757,0.008007586002349854,0.002604654862824851,3,4
"(2, 3, 6, 7, 31, 34)",fulltop,0.1761403679847717,0.04319417476654053,0.03241621828526495,0.03950744867324829,0.010358361055430918,3,0
"(1, 13, 32, 38, 39, 40)",fulltop,0.16299968957901,0.04425708452860514,0.005183503380857577,0.02848734458287557,0.001208019571997903,3,0
"(23, 30, 32, 34, 39, 40)",fulltop,0.1577453017234802,0.021720906098683674,0.0044244987140055645,0.02031683921813965,0.003175754385857322,3,3
