S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last,syn_old_protocol
"(3, 8, 17, 20, 34, 35)",strong,0.1010928452014923,0.006233930587768555,0.01795419073484535,0.011497120062510172,0.007022031155943638,3,10,0.0104686021804809
"(9, 11, 15, 16, 19, 35)",control,0.0281154513359069,0.022244195143381756,0.010361831580911545,0.03779327869415283,0.004653816427167815,3,5,0.0356033444404602
"(11, 23, 30, 32, 39, 40)",strong,0.1065356582403183,-0.1326423684755961,0.0478698912983869,0.020516594250996906,0.017686880019595497,3,6,0.0408787131309509
"(13, 19, 25, 26, 32, 39)",control,0.0125933289527893,0.03840094804763794,0.03510995459437515,0.02149273951848348,0.0049385353387144835,3,1,0.0160868167877197
"(6, 7, 11, 14, 21, 23)",control,0.0415613651275634,0.022948304812113445,0.008889708724946117,0.030883431434631348,0.0036490631794504043,3,0,0.026674747467041
"(2, 12, 23, 27, 30, 38)",strong,0.0948013216257095,0.020001550515492756,0.006966973401638571,0.04526235659917196,0.02677553142573351,3,7,0.0761778950691223
"(2, 5, 7, 9, 18, 43)",control,0.0317538976669311,0.07533309857050578,0.01935361103478552,0.0542104442914327,0.002212488236969517,3,0,0.0536497831344604
