S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last,syn_old_protocol
"(1, 4, 7, 9, 19)",strong,0.1370661335177383,0.11897019545237224,0.004578454994621614,0.11897019545237224,0.004578454994621614,3,0,0.1146880388259887
"(3, 7, 8, 22, 27)",strong,0.125670726861566,0.02050785223642985,0.006789089955767063,0.0289154847462972,0.004034020951279451,3,11,0.0251587629318237
"(12, 14, 32, 33, 36)",strong,0.1505495326043122,0.017747501532236736,0.004335989170844002,0.01793899138768514,0.0054577833661583865,3,1,0.021783709526062
"(0, 5, 15, 39, 40)",strong,0.1259022103118593,0.042688727378845215,0.012787109519175369,0.045841217041015625,0.00731564487733477,3,0,0.0392408967018127
"(1, 11, 22, 25, 35)",strong,0.1223987407171091,0.03246837854385376,0.013428620601444684,0.03145213921864828,0.001260049693741048,3,9,0.0328052639961242
"(3, 16, 17, 25, 42)",strong,0.1281380257262817,0.006987849871317546,0.013859019957895798,0.02980359395345052,0.004976280589139028,3,9,0.0315266847610473
"(1, 9, 10, 17, 20)",strong,0.122978917442866,0.12439856926600139,0.0008261164509566222,0.1237420638402303,0.000808158592739701,3,0,0.1234760284423828
