S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last
"(2, 9, 20, 31, 33, 42)",uniform,,0.02405099074045817,0.003261468127951637,0.023892005284627277,0.0030134052913170072,3,11
"(2, 12, 13, 24, 26, 43)",uniform,,0.02380104859670003,0.0036401363879324114,0.029790182908376057,0.010668296175318524,3,0
"(3, 9, 21, 25, 29, 40)",uniform,,0.030548115571339924,0.020761642883799374,0.03660851716995239,0.0009547357073131575,3,2
"(7, 8, 11, 35, 39, 41)",uniform,,-0.00771331787109375,0.009393481273998125,0.005182087421417236,0.0043430400015886704,3,3
"(9, 14, 16, 25, 37, 43)",uniform,,0.04448129733403524,0.00945050278727204,0.02642597754796346,0.010514183504598117,3,0
"(14, 20, 21, 25, 33, 38)",uniform,,0.009007533391316732,0.012044406059720576,0.012717644373575846,0.0033806657951649492,3,6
