S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last,syn_old_protocol
"(0, 4, 9, 11, 17, 20)",strong,0.1001300513744354,0.10649500290552776,0.006581017356100803,0.09683690468470256,0.00771288805060241,3,0,0.0881028771400451
"(5, 7, 15, 24, 37, 40)",control,0.0408898666501045,0.010638078053792318,0.006080335407605518,0.013522446155548096,0.0030591058551310345,3,0,0.0167233347892761
"(1, 5, 7, 18, 34, 42)",strong,0.1008088588714599,0.030631343523661297,0.013946440629116085,0.03236442804336548,0.011065215720106625,3,0,0.0308094024658203
"(11, 21, 27, 34, 41, 43)",control,0.0344157218933105,-0.012268523375193277,0.012533157050370634,0.005932470162709554,0.003092869789015961,3,11,0.0070745348930358
"(14, 16, 31, 34, 35, 36)",strong,0.1049595475196838,-0.005749066670735677,0.01780829683311441,0.006826082865397136,0.008544988814864452,3,8,0.0166215896606445
"(1, 15, 16, 36, 38, 42)",control,0.016178160905838,0.042932470639546715,0.017506024953857353,0.03069313367207845,0.003637037845007123,3,4,0.0269867181777954
