S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last,syn_old_protocol
"(2, 7, 24, 28, 37)",strong,0.1569258358325841,0.0357969601949056,0.009422704320263152,0.029036144415537517,0.004089052530237486,3,10,0.0336989760398864
"(0, 1, 7, 9, 19)",strong,0.1259808899625372,0.13102815548578897,0.00797446442360981,0.13102815548578897,0.00797446442360981,3,0,0.1251428723335266
"(2, 7, 24, 32, 41)",strong,0.1226218522125517,0.0031145612398783364,0.022645340353699257,0.004543920358022054,0.002408451833116325,3,8,0.0020161271095275
"(1, 7, 10, 18, 19)",strong,0.129129951431923,0.12357503175735474,0.009447452514929665,0.12357503175735474,0.009447452514929665,3,0,0.1168222427368164
"(3, 8, 12, 19, 25)",strong,0.1231617470082167,0.031969944636027016,0.02007415787444586,0.0336003303527832,0.01773928340982017,3,10,0.0171798467636108
"(0, 9, 11, 14, 17)",strong,0.1315192376386071,0.14954706033070883,0.0021778234165373213,0.14954706033070883,0.0021778234165373213,3,11,0.1519473195075988
"(4, 7, 15, 21, 43)",strong,0.1249547408153723,0.08663978179295857,0.023697261159682726,0.016795873641967773,0.0027305851441092595,3,7,0.0182312130928039
