S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last,syn_old_protocol
"(3, 11, 14, 32, 35)",strong,0.1305192228745922,0.03020232915878296,0.01553605236947322,0.03939652442932129,0.0017543780230423536,3,11,0.0377660393714904
"(0, 7, 11, 14, 18)",strong,0.1244873752023585,0.13927032550175986,0.0021821719736419137,0.13927032550175986,0.0021821719736419137,3,11,0.141691505908966
"(7, 9, 10, 11, 14)",strong,0.1322350871605032,0.13970661163330078,0.0027983260214811054,0.13970661163330078,0.0027983260214811054,3,11,0.1368055939674377
"(1, 7, 9, 10, 19)",strong,0.1251421827864691,0.1354414423306783,0.00461844416982245,0.1311450401941935,0.002494184820512521,3,0,0.1283633708953857
"(0, 7, 9, 11, 14)",strong,0.1424564983557245,0.15385506550470987,0.0008889595510237266,0.15385506550470987,0.0008889595510237266,3,11,0.154280424118042
"(2, 7, 24, 36, 41)",strong,0.1257272705214663,0.006197333335876465,0.003329614158677296,0.013886670271555582,0.004089888112492787,3,3,0.0179963111877441
"(0, 11, 14, 17, 18)",strong,0.1220723520177552,0.13448472817738852,0.0015628152013144568,0.13448472817738852,0.0015628152013144568,3,11,0.1362833976745605
