S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last,syn_old_protocol
"(1, 3, 5, 7, 14, 39)",strong,0.1195184588432312,0.019434014956156414,0.03098829985419141,0.03304421901702881,0.0061342517464105534,3,5,0.0288916230201721
"(0, 21, 23, 35, 38, 39)",strong,0.0947494208812713,0.008892675240834555,0.005637342269368845,0.010885318120320639,0.002594438243724946,3,9,0.0086877942085266
"(12, 25, 26, 33, 35, 37)",control,0.0005860328674316,0.03695847590764364,0.011556837345878666,0.036861697832743325,0.01275188650114368,3,4,0.0492287278175354
"(1, 15, 20, 22, 31, 42)",strong,0.0953702926635742,0.00723642110824585,0.01609535569667755,0.008298595746358236,0.00373383671667346,3,0,0.0077745914459228
"(1, 13, 14, 17, 20, 30)",control,0.0293290615081787,0.054019649823506675,0.00661750408541422,0.04533219337463379,0.00046640471147366824,3,10,0.0448354482650756
"(8, 14, 31, 34, 35, 41)",strong,0.1001684069633483,0.006056388219197591,0.002049680559902462,0.004589080810546875,0.00401734601274532,3,8,0.0019758939743041
"(4, 10, 11, 12, 14, 26)",control,0.039312720298767,0.04708737134933472,0.007104009149516848,0.03695046901702881,0.0016270919676754803,3,10,0.0377128720283508
