S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last
"(7, 10, 23, 32, 37, 40)",fulltop,0.2028605043888092,0.009019553661346436,0.01601421410097182,0.012372752030690512,0.003445464226340208,3,7
"(2, 3, 6, 7, 32, 34)",fulltop,0.1752979159355163,0.03298962116241455,0.0025184244766541294,0.04390434424082438,0.0025937931022915806,3,5
"(1, 9, 12, 15, 16, 20)",fulltop,0.1604223698377609,0.04036092758178711,0.008007789208374694,0.03047678867975871,0.0033821062062009983,3,0
"(2, 3, 7, 18, 34, 36)",fulltop,0.156936764717102,-0.0004969040552775065,0.0003511602086771504,0.009860475858052572,0.008230156633098814,3,1
