S,group,syn_struct,syn_paired,syn_paired_sd,syn_naive,syn_naive_sd,n_seed,c_star_last
"(3, 11, 17, 34, 35, 36)",fulltop,0.1886377781629562,0.00042766332626342773,0.0028740981777430515,0.00771409273147583,0.004463177858457584,3,6
"(2, 3, 7, 8, 17, 34)",fulltop,0.1694194376468658,0.035321056842803955,0.004656236178611397,0.02443649371465047,0.007440204452874328,3,0
"(2, 3, 6, 11, 34, 36)",fulltop,0.159293919801712,0.0031589269638061523,0.003326586788780396,0.00789189338684082,0.001554422925867557,3,9
"(5, 23, 30, 39, 40, 43)",fulltop,0.1561455279588699,-0.03283083438873291,0.044096115091165296,0.01643053690592448,0.008422783020872616,3,0
