target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,16,0.19984228909015656,0.1998915821313858,0.20003028213977814,0.20030827820301056,0.19992756843566895
gross_actual_interchange_mw,17,0.2000042200088501,0.19996042549610138,0.19997024536132812,0.20009095966815948,0.19997413456439972
total_gen,28,0.19229626655578613,0.19283999502658844,0.19310645759105682,0.23192541301250458,0.1898318976163864
metered_load_mw,27,0.192715585231781,0.19094425439834595,0.1975044459104538,0.22800405323505402,0.19083164632320404
total_losses,19,0.1853828728199005,0.164972186088562,0.16292765736579895,0.3205261528491974,0.16619114577770233
congestion_price_da,8,0.15817812085151672,0.1522861272096634,0.17391587793827057,0.2534312605857849,0.262188583612442
congestion_price_rt,11,0.17970134317874908,0.19526833295822144,0.1797957569360733,0.2501409947872162,0.19509361684322357
marginal_loss_price_da,21,0.2027123123407364,0.18182146549224854,0.19663020968437195,0.2380862981081009,0.18074974417686462
total_lmp_da,32,0.19082972407341003,0.18899816274642944,0.2078709602355957,0.22684237360954285,0.1854587197303772
da_as_total_mw_primary_reserve,11,0.25143730640411377,0.18162912130355835,0.21650925278663635,0.16990138590335846,0.18052300810813904
da_as_total_mw_synchronized_reserve,8,0.17976725101470947,0.17614248394966125,0.19570395350456238,0.27413660287857056,0.17424975335597992
da_as_total_mw_thirty_minutes_reserve,18,0.18374007940292358,0.2012140303850174,0.19241991639137268,0.23957869410514832,0.18304724991321564
