target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.6740615367889404,0.860297448780794
gross_actual_interchange_mw,10,1.654470682144165,0.7185274877259197
total_gen,23,2.663335084915161,0.8494147657440113
metered_load_mw,21,2.6216623783111572,0.861107918216407
total_losses,14,2.4666929244995117,0.9346871312034456
congestion_price_da,4,1.2780158519744873,0.9218935659105382
congestion_price_rt,9,2.028810739517212,0.9233515592551844
marginal_loss_price_da,16,2.543858528137207,0.9175030208166616
total_lmp_da,25,2.906141519546509,0.9028436254342005
da_as_total_mw_primary_reserve,8,1.6777312755584717,0.8068181970641741
da_as_total_mw_synchronized_reserve,7,1.5995427370071411,0.8220023610975439
da_as_total_mw_thirty_minutes_reserve,15,2.4903957843780518,0.9196268899906027
