target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gen_fuel_other_renewables_mw,general,0.1261991709470749
net_actual_interchange_mw,2,gen_fuel_nuclear_mw,general,0.09972728788852692
net_actual_interchange_mw,3,forecast_load_mw_latest_available,general,0.09931930899620056
net_actual_interchange_mw,4,forecast_load_mw_day_ahead,general,0.09393613785505295
net_actual_interchange_mw,5,marginal_loss_price_rt,general,0.08358954638242722
net_actual_interchange_mw,6,total_pjm_rmpcp_cr,general,0.07694268226623535
net_actual_interchange_mw,7,total_pjm_assigned_reg,general,0.0754113644361496
net_actual_interchange_mw,8,da_as_as_req_mw_synchronized_reserve,general,0.0694250613451004
net_actual_interchange_mw,9,da_as_as_req_mw_primary_reserve,general,0.06923223286867142
net_actual_interchange_mw,10,system_energy_price_da,general,0.063515305519104
net_actual_interchange_mw,11,gross_sched_interchange_mw,general,0.03819703310728073
net_actual_interchange_mw,12,gen_fuel_gas_mw,general,0.024677366018295288
gross_actual_interchange_mw,1,gen_fuel_nuclear_mw,general,0.13202795386314392
gross_actual_interchange_mw,2,marginal_loss_price_rt,general,0.12320703268051147
gross_actual_interchange_mw,3,forecast_load_mw_latest_available,general,0.12156745791435242
gross_actual_interchange_mw,4,forecast_load_mw_day_ahead,general,0.1161780133843422
gross_actual_interchange_mw,5,gen_fuel_coal_pct,general,0.09566101431846619
gross_actual_interchange_mw,6,total_pjm_assigned_reg,general,0.0832301527261734
gross_actual_interchange_mw,7,gross_inadv_interchange_mw,general,0.07640954107046127
gross_actual_interchange_mw,8,system_energy_price_da,general,0.07412588596343994
gross_actual_interchange_mw,9,gross_sched_interchange_mw,general,0.047373216599226
gross_actual_interchange_mw,10,total_lmp_rt,general,0.0452960841357708
gross_actual_interchange_mw,11,gen_fuel_gas_mw,general,0.023562084883451462
gross_actual_interchange_mw,12,gen_fuel_coal_mw,general,0.021847398951649666
total_gen,1,forecast_load_mw_latest_available,general,0.09103313088417053
total_gen,2,forecast_load_mw_day_ahead,general,0.08769777417182922
total_gen,3,gen_fuel_other_renewables_mw,general,0.08504828810691833
total_gen,4,gen_fuel_nuclear_mw,general,0.07549136877059937
total_gen,5,gen_fuel_coal_pct,general,0.06898126006126404
total_gen,6,marginal_loss_price_rt,general,0.05957338958978653
total_gen,7,gen_fuel_gas_mw,general,0.0564282201230526
total_gen,8,da_as_as_req_mw_primary_reserve,general,0.04897969588637352
total_gen,9,da_as_as_req_mw_synchronized_reserve,general,0.04859666898846626
total_gen,10,system_energy_price_da,general,0.0476238839328289
total_gen,11,gen_fuel_nuclear_pct,general,0.043918732553720474
total_gen,12,gen_fuel_coal_mw,general,0.03910570964217186
metered_load_mw,1,forecast_load_mw_latest_available,general,0.08995216339826584
metered_load_mw,2,forecast_load_mw_day_ahead,general,0.08576951175928116
metered_load_mw,3,gen_fuel_other_renewables_mw,general,0.07921873778104782
metered_load_mw,4,gen_fuel_nuclear_mw,general,0.07046203315258026
