mode,mean_r2_12conf
gcn_noprior,0.8737019648154577
gcn_static,0.8663568397363027
gcn_dynamic,0.8746003905932108
gat_noprior,0.8506190280119578
gat_static,0.8522945543130239
gat_dynamic,0.8727066765228907
