target,field,singleton_r2,nnls_weight,max_raw_increment_k1,max_log_increment_k1,conditional_residual_reduction_k1,raw_witness,log_witness
congestion_price_da,da_as_as_req_mw_primary_reserve,0.06838631629943848,0.03529529130900997,0.10251051187515259,0.05860342254848902,0.11059879414304667,total_lmp_rt,total_lmp_rt
congestion_price_da,da_as_as_req_mw_synchronized_reserve,0.06720530986785889,0.035728291958452604,0.09974420070648193,0.058801441523109066,0.1109509610323366,total_lmp_rt,system_energy_price_da
congestion_price_da,da_as_as_req_mw_thirty_minutes_reserve,0.06709492206573486,0.04052592263855559,0.12667852640151978,0.07616994443909067,0.14130363021053535,system_energy_price_da,system_energy_price_da
congestion_price_da,da_as_mcp_primary_reserve,0.06541687250137329,0.02473646082171418,0.08624613285064697,0.045625987467091705,0.08721231769640914,da_as_nsr_mw_primary_reserve,da_as_nsr_mw_primary_reserve
congestion_price_da,da_as_mcp_synchronized_reserve,0.07273221015930176,0.024145482946452856,0.09618914127349854,0.05140087410669843,0.09769416050458037,gen_fuel_other_renewables_mw,gen_fuel_other_renewables_mw
congestion_price_da,da_as_nsr_mw_primary_reserve,0.01107853651046753,0.009023410085207758,0.03702497482299805,0.020295673700838117,0.03977855322911616,gen_fuel_nuclear_mw,gen_fuel_nuclear_mw
congestion_price_da,da_as_ss_mw_primary_reserve,0.009830892086029053,0.005645811919997994,0.029148995876312256,0.015312166238557242,0.030160158019223997,rmccp,rmccp
congestion_price_da,da_as_ss_mw_synchronized_reserve,0.009830892086029053,0.005925954614352093,0.029148995876312256,0.015312166238557242,0.030160158019223997,rmccp,rmccp
congestion_price_da,da_as_ss_mw_thirty_minutes_reserve,0.009830892086029053,0.005962804100341434,0.029148995876312256,0.015312166238557242,0.030160158019223997,rmccp,rmccp
congestion_price_da,forecast_load_mw_day_ahead,0.14745968580245972,0.06672953031659459,0.17662882804870605,0.09789116224477723,0.17780881391307438,gen_fuel_solar_mw,gen_fuel_solar_mw
congestion_price_da,forecast_load_mw_latest_available,0.14899879693984985,0.06761090940324625,0.18216544389724731,0.10129218458499804,0.1833824176560035,gen_fuel_solar_mw,gen_fuel_solar_mw
