target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.9456697702407837,0.9998764697256725
gross_actual_interchange_mw,10,2.29626727104187,0.9972562047885228
total_gen,25,3.196685552597046,0.9931062043152711
metered_load_mw,26,3.232808828353882,0.9922385020294836
total_losses,17,2.829094171524048,0.9985461128295157
congestion_price_da,5,1.608839750289917,0.9996283409632878
congestion_price_rt,10,2.2955634593963623,0.9969505432745795
marginal_loss_price_da,20,2.9925408363342285,0.998934672084039
total_lmp_da,31,3.4196255207061768,0.9958177818018041
da_as_total_mw_primary_reserve,9,2.178334951400757,0.9914029607486171
da_as_total_mw_synchronized_reserve,7,1.9289615154266357,0.9912901252727905
da_as_total_mw_thirty_minutes_reserve,18,2.887603998184204,0.9990424208566254
