背景,全部_V(T),全部_V(T+P),全部_Δ,C6 不阻塞_V(T),C6 不阻塞_V(T+P),C6 不阻塞_Δ,C6 阻塞_V(T),C6 阻塞_V(T+P),C6 阻塞_Δ
∅,0.0,0.06040252237540089,0.06040252237540089,0.0,0.06959504561092289,0.06959504561092289,0.0,0.01792513152329267,0.01792513152329267
LMP_g,0.0,0.21464618451034534,0.21464618451034534,0.0,0.1977227979588656,0.1977227979588656,0.028302438790825835,0.2891467392325091,0.2608443004416833
LMP_near,0.0,0.1913252278184987,0.1913252278184987,0.0,0.18694708369597812,0.18694708369597812,0.0015634109591654566,0.20970803587043207,0.20814462491126662
LMP_far,0.0,0.15338199811580522,0.15338199811580522,0.0,0.18475033493297932,0.18475033493297932,0.0,0.011904536656469844,0.011904536656469844
LMP_area2,0.0,0.16684567985726106,0.16684567985726106,0.0,0.1738010153222087,0.1738010153222087,0.0,0.1345262160549282,0.1345262160549282
System load,0.0,0.07634551888682717,0.07634551888682717,0.0,0.08996112668384793,0.08996112668384793,0.0,0.014118206493926921,0.014118206493926921
Congestion C6,0.0,0.06326548598332171,0.06326548598332171,0.0,0.0726391293159423,0.0726391293159423,0.0,0.019982610491031227,0.019982610491031227
LMP_far + C6,0.0,0.15783548813787218,0.15783548813787218,0.0,0.18660033544187427,0.18660033544187427,0.0,0.02800346414825161,0.02800346414825161
