feature,anchor_role,target,r2,from_cache
forecast_load_mw_latest_available,high,net_actual_interchange_mw,0.0,True
forecast_load_mw_latest_available,high,gross_actual_interchange_mw,0.0,True
forecast_load_mw_latest_available,high,total_gen,0.9308407513056464,True
forecast_load_mw_latest_available,high,metered_load_mw,0.9867395213270111,True
forecast_load_mw_latest_available,high,total_losses,0.2369219451015588,True
forecast_load_mw_latest_available,high,congestion_price_da,0.1003440882816093,True
forecast_load_mw_latest_available,high,congestion_price_rt,0.0,True
forecast_load_mw_latest_available,high,marginal_loss_price_da,0.3187573658364806,True
forecast_load_mw_latest_available,high,total_lmp_da,0.2376595095108599,True
forecast_load_mw_latest_available,high,da_as_total_mw_primary_reserve,0.1279434921367432,True
forecast_load_mw_latest_available,high,da_as_total_mw_synchronized_reserve,0.0,True
forecast_load_mw_latest_available,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
system_energy_price_da,high,net_actual_interchange_mw,0.0,True
system_energy_price_da,high,gross_actual_interchange_mw,0.0,True
system_energy_price_da,high,total_gen,0.0,True
system_energy_price_da,high,metered_load_mw,0.0291385710944948,True
system_energy_price_da,high,total_losses,0.0,True
system_energy_price_da,high,congestion_price_da,0.179556597660344,True
system_energy_price_da,high,congestion_price_rt,0.1679194302185591,True
system_energy_price_da,high,marginal_loss_price_da,0.476695476801521,True
system_energy_price_da,high,total_lmp_da,0.9570345805962792,True
system_energy_price_da,high,da_as_total_mw_primary_reserve,0.0,True
system_energy_price_da,high,da_as_total_mw_synchronized_reserve,0.0,True
system_energy_price_da,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
forecast_load_mw_day_ahead,high,net_actual_interchange_mw,0.0,True
forecast_load_mw_day_ahead,high,gross_actual_interchange_mw,0.0,True
forecast_load_mw_day_ahead,high,total_gen,0.7354512891837011,True
forecast_load_mw_day_ahead,high,metered_load_mw,0.7523075958415651,True
forecast_load_mw_day_ahead,high,total_losses,0.0456289422163027,True
forecast_load_mw_day_ahead,high,congestion_price_da,0.0449672759025362,True
forecast_load_mw_day_ahead,high,congestion_price_rt,0.0,True
forecast_load_mw_day_ahead,high,marginal_loss_price_da,0.2440651975175939,True
forecast_load_mw_day_ahead,high,total_lmp_da,0.0842279511630288,True
forecast_load_mw_day_ahead,high,da_as_total_mw_primary_reserve,0.0860258434803125,True
forecast_load_mw_day_ahead,high,da_as_total_mw_synchronized_reserve,0.0,True
forecast_load_mw_day_ahead,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
gen_fuel_nuclear_pct,high,net_actual_interchange_mw,0.0,True
gen_fuel_nuclear_pct,high,gross_actual_interchange_mw,0.0,True
gen_fuel_nuclear_pct,high,total_gen,0.7068527996414389,True
gen_fuel_nuclear_pct,high,metered_load_mw,0.6800011462281673,True
gen_fuel_nuclear_pct,high,total_losses,0.0,True
gen_fuel_nuclear_pct,high,congestion_price_da,0.0,True
gen_fuel_nuclear_pct,high,congestion_price_rt,0.0,True
gen_fuel_nuclear_pct,high,marginal_loss_price_da,0.2083634433857527,True
gen_fuel_nuclear_pct,high,total_lmp_da,0.1467933355405605,True
gen_fuel_nuclear_pct,high,da_as_total_mw_primary_reserve,0.0232296892283633,True
gen_fuel_nuclear_pct,high,da_as_total_mw_synchronized_reserve,0.0,True
gen_fuel_nuclear_pct,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
total_lmp_rt,high,net_actual_interchange_mw,0.0,True
total_lmp_rt,high,gross_actual_interchange_mw,0.0,True
total_lmp_rt,high,total_gen,0.0,True
total_lmp_rt,high,metered_load_mw,0.0940033825963999,True
total_lmp_rt,high,total_losses,0.0,True
total_lmp_rt,high,congestion_price_da,0.0914343389164902,True
total_lmp_rt,high,congestion_price_rt,0.3923408982764774,True
total_lmp_rt,high,marginal_loss_price_da,0.186274070371861,True
total_lmp_rt,high,total_lmp_da,0.455552286167406,True
total_lmp_rt,high,da_as_total_mw_primary_reserve,0.0,True
total_lmp_rt,high,da_as_total_mw_synchronized_reserve,0.0,True
total_lmp_rt,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
gen_fuel_gas_mw,high,net_actual_interchange_mw,0.0,True
gen_fuel_gas_mw,high,gross_actual_interchange_mw,0.0,True
gen_fuel_gas_mw,high,total_gen,0.8103471426722688,True
gen_fuel_gas_mw,high,metered_load_mw,0.6417405040890791,True
gen_fuel_gas_mw,high,total_losses,0.0,True
gen_fuel_gas_mw,high,congestion_price_da,0.0585000522161841,True
gen_fuel_gas_mw,high,congestion_price_rt,0.0,True
gen_fuel_gas_mw,high,marginal_loss_price_da,0.1929127047291693,True
gen_fuel_gas_mw,high,total_lmp_da,0.0198270831040091,True
gen_fuel_gas_mw,high,da_as_total_mw_primary_reserve,0.2147115899964092,True
gen_fuel_gas_mw,high,da_as_total_mw_synchronized_reserve,0.0472765125957483,True
gen_fuel_gas_mw,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
marginal_loss_price_rt,high,net_actual_interchange_mw,0.0,True
marginal_loss_price_rt,high,gross_actual_interchange_mw,0.0,True
marginal_loss_price_rt,high,total_gen,0.0,True
marginal_loss_price_rt,high,metered_load_mw,0.0,True
marginal_loss_price_rt,high,total_losses,0.031189904723427,True
marginal_loss_price_rt,high,congestion_price_da,0.1301491736098461,True
marginal_loss_price_rt,high,congestion_price_rt,0.3873086267475988,True
marginal_loss_price_rt,high,marginal_loss_price_da,0.1456240852958674,True
marginal_loss_price_rt,high,total_lmp_da,0.3371132673360975,True
marginal_loss_price_rt,high,da_as_total_mw_primary_reserve,0.0,True
marginal_loss_price_rt,high,da_as_total_mw_synchronized_reserve,0.0,True
marginal_loss_price_rt,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
da_as_as_req_mw_synchronized_reserve,high,net_actual_interchange_mw,0.0,True
da_as_as_req_mw_synchronized_reserve,high,gross_actual_interchange_mw,0.0,True
da_as_as_req_mw_synchronized_reserve,high,total_gen,0.0,True
da_as_as_req_mw_synchronized_reserve,high,metered_load_mw,0.0,True
da_as_as_req_mw_synchronized_reserve,high,total_losses,0.0,True
da_as_as_req_mw_synchronized_reserve,high,congestion_price_da,0.0261902294903646,True
da_as_as_req_mw_synchronized_reserve,high,congestion_price_rt,0.0,True
da_as_as_req_mw_synchronized_reserve,high,marginal_loss_price_da,0.0,True
da_as_as_req_mw_synchronized_reserve,high,total_lmp_da,0.0,True
da_as_as_req_mw_synchronized_reserve,high,da_as_total_mw_primary_reserve,0.4565954162269985,True
da_as_as_req_mw_synchronized_reserve,high,da_as_total_mw_synchronized_reserve,0.4407124219635189,True
da_as_as_req_mw_synchronized_reserve,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
da_as_as_req_mw_primary_reserve,high,net_actual_interchange_mw,0.0,True
da_as_as_req_mw_primary_reserve,high,gross_actual_interchange_mw,0.0,True
da_as_as_req_mw_primary_reserve,high,total_gen,0.0,True
da_as_as_req_mw_primary_reserve,high,metered_load_mw,0.0,True
da_as_as_req_mw_primary_reserve,high,total_losses,0.0,True
da_as_as_req_mw_primary_reserve,high,congestion_price_da,0.0209558853891661,True
da_as_as_req_mw_primary_reserve,high,congestion_price_rt,0.0,True
da_as_as_req_mw_primary_reserve,high,marginal_loss_price_da,0.0,True
da_as_as_req_mw_primary_reserve,high,total_lmp_da,0.0,True
da_as_as_req_mw_primary_reserve,high,da_as_total_mw_primary_reserve,0.4570519715321708,True
da_as_as_req_mw_primary_reserve,high,da_as_total_mw_synchronized_reserve,0.4229501459655478,True
da_as_as_req_mw_primary_reserve,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,net_actual_interchange_mw,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,gross_actual_interchange_mw,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,total_gen,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,metered_load_mw,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,total_losses,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,congestion_price_da,0.0072768544990139,True
da_as_as_req_mw_thirty_minutes_reserve,high,congestion_price_rt,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,marginal_loss_price_da,0.0159657532027893,True
da_as_as_req_mw_thirty_minutes_reserve,high,total_lmp_da,0.0,True
da_as_as_req_mw_thirty_minutes_reserve,high,da_as_total_mw_primary_reserve,0.4724569530228709,True
da_as_as_req_mw_thirty_minutes_reserve,high,da_as_total_mw_synchronized_reserve,0.3758590257035726,True
da_as_as_req_mw_thirty_minutes_reserve,high,da_as_total_mw_thirty_minutes_reserve,0.0,True
total_pjm_self_sched_reg,low,net_actual_interchange_mw,0.0,False
total_pjm_self_sched_reg,low,gross_actual_interchange_mw,0.0,False
total_pjm_self_sched_reg,low,total_gen,0.0,False
total_pjm_self_sched_reg,low,metered_load_mw,0.0,False
total_pjm_self_sched_reg,low,total_losses,0.0,False
total_pjm_self_sched_reg,low,congestion_price_da,0.0,False
total_pjm_self_sched_reg,low,congestion_price_rt,0.0,False
total_pjm_self_sched_reg,low,marginal_loss_price_da,0.0,False
total_pjm_self_sched_reg,low,total_lmp_da,0.0,False
total_pjm_self_sched_reg,low,da_as_total_mw_primary_reserve,0.060543707109670164,False
total_pjm_self_sched_reg,low,da_as_total_mw_synchronized_reserve,0.0,False
total_pjm_self_sched_reg,low,da_as_total_mw_thirty_minutes_reserve,0.0,False
da_as_ss_mw_synchronized_reserve,low,net_actual_interchange_mw,0.0,False
da_as_ss_mw_synchronized_reserve,low,gross_actual_interchange_mw,0.0,False
da_as_ss_mw_synchronized_reserve,low,total_gen,0.0,False
da_as_ss_mw_synchronized_reserve,low,metered_load_mw,0.05880551025032188,False
da_as_ss_mw_synchronized_reserve,low,total_losses,0.0,False
da_as_ss_mw_synchronized_reserve,low,congestion_price_da,0.002847662593379763,False
da_as_ss_mw_synchronized_reserve,low,congestion_price_rt,0.0,False
da_as_ss_mw_synchronized_reserve,low,marginal_loss_price_da,0.025781462186377446,False
da_as_ss_mw_synchronized_reserve,low,total_lmp_da,0.0,False
da_as_ss_mw_synchronized_reserve,low,da_as_total_mw_primary_reserve,0.0,False
da_as_ss_mw_synchronized_reserve,low,da_as_total_mw_synchronized_reserve,0.0,False
da_as_ss_mw_synchronized_reserve,low,da_as_total_mw_thirty_minutes_reserve,0.0,False
net_inadv_interchange_mw,low,net_actual_interchange_mw,0.0,False
net_inadv_interchange_mw,low,gross_actual_interchange_mw,0.0,False
net_inadv_interchange_mw,low,total_gen,0.0,False
net_inadv_interchange_mw,low,metered_load_mw,0.0,False
net_inadv_interchange_mw,low,total_losses,0.0,False
net_inadv_interchange_mw,low,congestion_price_da,0.003184411918242702,False
net_inadv_interchange_mw,low,congestion_price_rt,0.0,False
net_inadv_interchange_mw,low,marginal_loss_price_da,0.009846043456578801,False
net_inadv_interchange_mw,low,total_lmp_da,0.0,False
net_inadv_interchange_mw,low,da_as_total_mw_primary_reserve,0.003237739741949741,False
net_inadv_interchange_mw,low,da_as_total_mw_synchronized_reserve,0.0,False
net_inadv_interchange_mw,low,da_as_total_mw_thirty_minutes_reserve,0.0,False
da_as_ss_mw_primary_reserve,low,net_actual_interchange_mw,0.0,False
da_as_ss_mw_primary_reserve,low,gross_actual_interchange_mw,0.0,False
da_as_ss_mw_primary_reserve,low,total_gen,0.0,False
da_as_ss_mw_primary_reserve,low,metered_load_mw,0.04820285866247487,False
da_as_ss_mw_primary_reserve,low,total_losses,0.0,False
da_as_ss_mw_primary_reserve,low,congestion_price_da,0.0035825251327452623,False
da_as_ss_mw_primary_reserve,low,congestion_price_rt,0.0,False
da_as_ss_mw_primary_reserve,low,marginal_loss_price_da,0.02381276003325883,False
da_as_ss_mw_primary_reserve,low,total_lmp_da,0.0,False
da_as_ss_mw_primary_reserve,low,da_as_total_mw_primary_reserve,0.0,False
da_as_ss_mw_primary_reserve,low,da_as_total_mw_synchronized_reserve,0.0,False
da_as_ss_mw_primary_reserve,low,da_as_total_mw_thirty_minutes_reserve,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,net_actual_interchange_mw,0.0,False
