config,uses_oracle,mae,rho
K=0 原始（纯 oracle，无任何校准）,True,0.09002354747029838,0.9651992203599987
"校准器：size, conf, est（不含真值特征）",True,0.03484465724235455,0.9743164552203036
"校准器：+ m1, m2（我提的上一版方案）",True,0.018169503464588357,0.9941512041816726
"★ 只用 m1, m2, size, conf 直接预测真值（无 oracle）",False,0.02049227474621908,0.9928745722145353
★ 只用 m1（最强单字段查表）,False,0.04521081233337171,0.9684707773585964
