group,conf,syn3_true,syn2_true_max,syn2_est_max_K0,syn3_est_K0,syn2_est_max_K10,syn3_est_K10,syn2_est_max_K50,syn3_est_K50,syn2_est_max_K200,syn3_est_K200,random
triple_top,congestion_price_da,0.0119419693946838,0.024950623512268,0.0088763236999512,-0.0023916959762572965,0.0233237743377685,0.0010306239128112238,0.02533954381942749,0.007428050041198703,0.019215643405914307,0.0028498768806456964,0.5488135039273248
triple_top,congestion_price_rt,0.0362946391105651,0.0342174768447876,0.008573770523071303,-0.011641442775726304,0.009924530982971205,-0.004551947116851807,0.027000904083251995,0.022911012172699002,0.030548036098480197,0.038033723831176786,0.7151893663724195
triple_top,da_as_total_mw_primary_reserve,0.067571997642517,0.0399534106254577,0.019910633563995403,-0.022559106349945096,0.0383982062339782,-0.006944179534912109,0.032028257846832206,0.035048305988311795,0.03119784593582159,0.05923324823379508,0.6027633760716439
triple_top,da_as_total_mw_synchronized_reserve,0.0640243887901306,0.0468614101409912,0.021399796009063693,0.00044417381286621094,0.028243243694305406,-0.003230690956115806,0.045964062213897705,0.0326424241065979,0.04357147216796871,0.0509372353553772,0.5448831829968969
triple_top,da_as_total_mw_thirty_minutes_reserve,0.16544771194458,0.0714300274848938,0.06640011072158811,0.017303049564361572,0.0641528964042663,0.009468317031860407,0.060286521911621094,0.1215963363647461,0.06518334150314331,0.15226763486862183,0.4236547993389047
triple_top,gross_actual_interchange_mw,0.0219359397888183,0.0326877832412719,0.02928692102432251,-0.005547165870666504,0.026980102062225397,-0.0006095170974732,0.03145813941955572,-0.0008482933044434149,0.02810126543045041,0.010536789894103976,0.6458941130666561
triple_top,marginal_loss_price_da,0.0820234417915344,0.2251234054565429,0.030006825923919705,-0.0005065798759459894,0.0959610342979432,-0.001740813255310003,0.14417999982833862,0.026270210742950495,0.1963860392570496,0.030019760131835938,0.4375872112626925
triple_top,metered_load_mw,0.0005467534065246,0.1249566674232482,0.037824034690856934,-0.007574260234832764,0.1072176694869994,-0.004801690578460693,0.12288516759872425,0.0007126331329346813,0.12701529264450084,0.00010275840759277344,0.8917730007820798
triple_top,net_actual_interchange_mw,0.4547143578529358,0.1106058955192565,0.05652815103530881,-0.0190279483795166,0.0866297483444214,0.004533827304840116,0.1013144254684448,0.3052082657814027,0.10839229822158811,0.4106364846229553,0.9636627605010293
triple_top,total_gen,0.0007091164588928,0.1205590367317199,0.03200167417526245,0.002448737621307373,0.10208791494369518,0.0021322965621949352,0.11676532030105591,-0.0021921396255494274,0.12296545505523682,-0.000476837158203236,0.3834415188257777
triple_top,total_lmp_da,0.0714299082756042,0.1041256785392761,0.01397764682769781,0.0009657144546508789,0.04441207647323614,0.005085468292236328,0.08654928207397461,0.04382961988449097,0.11126810312271118,0.045966148376464844,0.7917250380826646
triple_top,total_losses,0.008091390132904,0.2939937710762024,0.1841893792152405,-0.004999101161956787,0.2786024808883667,-0.006542384624481201,0.28793907165527344,-0.0019867420196533203,0.29345399141311646,0.0022890567779541016,0.5288949197529045
triple_top,congestion_price_da,0.0084028244018554,0.1008523106575012,0.051433503627777113,-0.006616175174713107,0.0567452907562256,0.004166841506958008,0.0804091095924377,0.0033420920372009,0.06599134206771849,0.003095328807830783,0.5680445610939323
triple_top,congestion_price_rt,0.0102809071540832,0.0840626955032348,0.038572192192077595,-0.0052664279937744,0.04771685600280759,-0.006121754646301186,0.06327825784683219,0.0073619484901429055,0.07417893409729001,0.0095751881599426,0.925596638292661
triple_top,da_as_total_mw_primary_reserve,0.0374320149421691,0.0618485212326049,0.02117043733596799,-0.005107522010803195,0.0588006377220153,-0.005341470241546714,0.05568689107894889,0.01413124799728388,0.05939584970474249,0.0232629776000976,0.07103605819788694
triple_top,da_as_total_mw_synchronized_reserve,0.0825921893119812,0.0630241632461547,0.0432801246643067,0.000986039638519301,0.025159657001495306,0.0022748708724976002,0.0399898886680603,0.059704005718231215,0.052935421466827406,0.07096296548843378,0.08712929970154071
triple_top,da_as_total_mw_thirty_minutes_reserve,0.0276362299919128,0.3089662790298462,0.2999035716056824,0.01532280445098877,0.3229907155036927,-0.012582778930664062,0.32423025369644165,0.019957005977630615,0.3162044286727905,0.02624654769897461,0.02021839744032572
triple_top,gross_actual_interchange_mw,0.0382170677185058,0.0636399984359741,0.0299792289733887,-0.0027496218681336004,0.03774780035018918,0.004283964633941706,0.04570364952087411,-0.0006240010261535922,0.05464613437652591,0.014265656471252386,0.832619845547938
triple_top,marginal_loss_price_da,0.0219578742980957,0.2336246967315673,0.05296587944030767,0.007056236267089788,0.11938798427581782,-0.0011472105979919989,0.205523669719696,0.01693427562713623,0.22950202226638794,0.011273860931396484,0.7781567509498505
