target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,19,2.4876081943511963,0.8448496341586366
gross_actual_interchange_mw,19,2.056370735168457,0.6983913573072613
total_gen,27,2.4249861240386963,0.7357724980419316
metered_load_mw,30,2.3825652599334717,0.7005077896329318
total_losses,22,2.462707281112671,0.7967238620217009
congestion_price_da,20,2.8560733795166016,0.9533807158702787
congestion_price_rt,19,2.2735238075256348,0.7721415942432812
marginal_loss_price_da,23,2.385451316833496,0.7607895765569476
total_lmp_da,29,1.9738794565200806,0.5861912811289911
da_as_total_mw_primary_reserve,18,1.732888102531433,0.5995381382333886
da_as_total_mw_synchronized_reserve,15,1.7666540145874023,0.652371220396266
da_as_total_mw_thirty_minutes_reserve,24,2.4188668727874756,0.761115765154503
