target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gross_sched_interchange_mw,general,0.19885706901550293
net_actual_interchange_mw,2,gen_fuel_nuclear_mw,general,0.15660838782787323
net_actual_interchange_mw,3,da_as_as_req_mw_thirty_minutes_reserve,general,0.11183879524469376
net_actual_interchange_mw,4,da_as_as_req_mw_synchronized_reserve,general,0.10656434297561646
net_actual_interchange_mw,5,da_as_as_req_mw_primary_reserve,general,0.09745553135871887
net_actual_interchange_mw,6,gen_fuel_multiple_fuels_pct,general,0.0728311538696289
net_actual_interchange_mw,7,gen_fuel_gas_mw,general,0.05416962504386902
net_actual_interchange_mw,8,total_pjm_assigned_reg,general,0.02648663893342018
net_actual_interchange_mw,9,system_energy_price_da,general,0.021985530853271484
net_actual_interchange_mw,10,gen_fuel_other_renewables_mw,general,0.02050391025841236
net_actual_interchange_mw,11,forecast_load_mw_latest_available,general,0.019771317020058632
net_actual_interchange_mw,12,gen_fuel_gas_pct,general,0.01758945733308792
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.46902453899383545
gross_actual_interchange_mw,2,gross_sched_interchange_mw,general,0.11754097044467926
gross_actual_interchange_mw,3,gen_fuel_solar_pct,general,0.06019662320613861
gross_actual_interchange_mw,4,gen_fuel_nuclear_mw,general,0.05714119225740433
gross_actual_interchange_mw,5,forecast_load_mw_latest_available,general,0.036873895674943924
gross_actual_interchange_mw,6,gen_fuel_solar_mw,general,0.03346443921327591
gross_actual_interchange_mw,7,system_energy_price_da,general,0.029781891033053398
gross_actual_interchange_mw,8,gen_fuel_coal_mw,general,0.027999378740787506
gross_actual_interchange_mw,9,total_pjm_reg_purchases,general,0.027828924357891083
gross_actual_interchange_mw,10,gen_fuel_coal_pct,general,0.025256814435124397
gross_actual_interchange_mw,11,total_pjm_assigned_reg,general,0.02125632017850876
gross_actual_interchange_mw,12,marginal_loss_price_rt,general,0.019727615639567375
total_gen,1,forecast_load_mw_latest_available,general,0.22025036811828613
total_gen,2,forecast_load_mw_day_ahead,general,0.19440796971321106
total_gen,3,gen_fuel_nuclear_pct,general,0.12117533385753632
total_gen,4,gen_fuel_gas_mw,general,0.11453267931938171
total_gen,5,gen_fuel_coal_mw,general,0.0781402438879013
total_gen,6,gen_fuel_other_renewables_pct,general,0.0421018972992897
total_gen,7,gen_fuel_nuclear_mw,general,0.039923377335071564
total_gen,8,system_energy_price_da,general,0.027448484674096107
total_gen,9,gen_fuel_oil_mw,general,0.027162086218595505
total_gen,10,gen_fuel_coal_pct,general,0.026424158364534378
total_gen,11,marginal_loss_price_rt,general,0.015498415566980839
total_gen,12,total_lmp_rt,general,0.015184685587882996
metered_load_mw,1,forecast_load_mw_latest_available,general,0.250504732131958
metered_load_mw,2,forecast_load_mw_day_ahead,general,0.20685434341430664
metered_load_mw,3,gen_fuel_nuclear_pct,general,0.10497525334358215
metered_load_mw,4,gen_fuel_gas_mw,general,0.0916583240032196
metered_load_mw,5,gen_fuel_coal_mw,general,0.07247810065746307
metered_load_mw,6,system_energy_price_da,general,0.04178207367658615
metered_load_mw,7,gen_fuel_other_renewables_pct,general,0.036915697157382965
metered_load_mw,8,gen_fuel_oil_mw,general,0.031068935990333557
metered_load_mw,9,gen_fuel_nuclear_mw,general,0.027958260849118233
metered_load_mw,10,total_lmp_rt,general,0.023787369951605797
metered_load_mw,11,gen_fuel_coal_pct,general,0.02288004755973816
metered_load_mw,12,marginal_loss_price_rt,general,0.022020215168595314
total_losses,1,forecast_load_mw_latest_available,general,0.15317822992801666
total_losses,2,gen_fuel_coal_mw,general,0.14212217926979065
total_losses,3,marginal_loss_price_rt,general,0.1263541579246521
total_losses,4,forecast_load_mw_day_ahead,general,0.1162385642528534
total_losses,5,gen_fuel_coal_pct,general,0.10853181779384613
total_losses,6,gen_fuel_nuclear_mw,general,0.10300499200820923
total_losses,7,system_energy_price_da,general,0.06264819204807281
total_losses,8,gen_fuel_gas_mw,general,0.03913351520895958
total_losses,9,gross_inadv_interchange_mw,general,0.035286616533994675
total_losses,10,gen_fuel_nuclear_pct,general,0.033279627561569214
total_losses,11,total_lmp_rt,general,0.020507292822003365
total_losses,12,gen_fuel_solar_pct,general,0.011910611763596535
congestion_price_da,1,system_energy_price_da,general,0.14510498940944672
congestion_price_da,2,forecast_load_mw_latest_available,general,0.10899850726127625
congestion_price_da,3,gen_fuel_gas_mw,general,0.07789187133312225
congestion_price_da,4,gen_fuel_oil_mw,general,0.07020992785692215
congestion_price_da,5,forecast_load_mw_day_ahead,general,0.05937732011079788
congestion_price_da,6,marginal_loss_price_rt,general,0.049696750938892365
congestion_price_da,7,gen_fuel_coal_mw,general,0.042824793606996536
congestion_price_da,8,gen_fuel_nuclear_pct,general,0.04186859726905823
congestion_price_da,9,da_as_as_req_mw_synchronized_reserve,general,0.040331728756427765
congestion_price_da,10,da_as_mcp_primary_reserve,general,0.04004571959376335
congestion_price_da,11,da_as_as_req_mw_primary_reserve,general,0.03935623914003372
congestion_price_da,12,total_lmp_rt,general,0.03905589133501053
congestion_price_rt,1,total_lmp_rt,general,0.19212360680103302
congestion_price_rt,2,marginal_loss_price_rt,general,0.18334728479385376
congestion_price_rt,3,rmccp,general,0.17859654128551483
congestion_price_rt,4,total_pjm_rmccp_cr,general,0.1329888552427292
congestion_price_rt,5,system_energy_price_da,general,0.09515417367219925
congestion_price_rt,6,gen_fuel_multiple_fuels_mw,general,0.04518802464008331
congestion_price_rt,7,gen_fuel_multiple_fuels_pct,general,0.028361232951283455
congestion_price_rt,8,gen_fuel_oil_mw,general,0.026846857741475105
congestion_price_rt,9,gen_fuel_oil_pct,general,0.02521788328886032
congestion_price_rt,10,forecast_load_mw_latest_available,general,0.02325940504670143
congestion_price_rt,11,forecast_load_mw_day_ahead,general,0.015478302724659443
congestion_price_rt,12,gen_fuel_gas_mw,general,0.01349316630512476
marginal_loss_price_da,1,system_energy_price_da,general,0.3100372552871704
marginal_loss_price_da,2,marginal_loss_price_rt,general,0.15440650284290314
marginal_loss_price_da,3,forecast_load_mw_latest_available,general,0.09456884860992432
marginal_loss_price_da,4,total_lmp_rt,general,0.0751347690820694
marginal_loss_price_da,5,forecast_load_mw_day_ahead,general,0.06076887995004654
marginal_loss_price_da,6,gen_fuel_oil_mw,general,0.045851193368434906
marginal_loss_price_da,7,gen_fuel_coal_mw,general,0.043304458260536194
marginal_loss_price_da,8,gen_fuel_nuclear_pct,general,0.03522282838821411
marginal_loss_price_da,9,da_as_mcp_synchronized_reserve,general,0.032170332968235016
marginal_loss_price_da,10,gen_fuel_oil_pct,general,0.02595582790672779
marginal_loss_price_da,11,gen_fuel_hydro_mw,general,0.021111205220222473
marginal_loss_price_da,12,gen_fuel_gas_mw,general,0.020582180470228195
total_lmp_da,1,system_energy_price_da,general,0.5208762884140015
total_lmp_da,2,total_lmp_rt,general,0.10092414170503616
total_lmp_da,3,marginal_loss_price_rt,general,0.05690338462591171
total_lmp_da,4,da_as_mcp_primary_reserve,general,0.03889445215463638
total_lmp_da,5,gen_fuel_oil_mw,general,0.038203924894332886
total_lmp_da,6,da_as_mcp_synchronized_reserve,general,0.03737371414899826
total_lmp_da,7,forecast_load_mw_latest_available,general,0.031077628955245018
total_lmp_da,8,gen_fuel_oil_pct,general,0.029472293332219124
total_lmp_da,9,gen_fuel_multiple_fuels_mw,general,0.028346750885248184
total_lmp_da,10,forecast_load_mw_day_ahead,general,0.020251192152500153
total_lmp_da,11,gen_fuel_nuclear_pct,general,0.019042901694774628
total_lmp_da,12,gen_fuel_gas_mw,general,0.013142832554876804
da_as_total_mw_primary_reserve,1,da_as_nsr_mw_primary_reserve,general,0.24271689355373383
da_as_total_mw_primary_reserve,2,da_as_as_req_mw_synchronized_reserve,general,0.24270810186862946
da_as_total_mw_primary_reserve,3,da_as_as_req_mw_primary_reserve,general,0.2374981790781021
da_as_total_mw_primary_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.17549201846122742
da_as_total_mw_primary_reserve,5,gen_fuel_nuclear_mw,general,0.058578189462423325
da_as_total_mw_primary_reserve,6,da_as_mcp_primary_reserve,general,0.011088551953434944
da_as_total_mw_primary_reserve,7,gen_fuel_gas_mw,general,0.00639322679489851
da_as_total_mw_primary_reserve,8,forecast_load_mw_latest_available,general,0.005950332153588533
da_as_total_mw_primary_reserve,9,forecast_load_mw_day_ahead,general,0.003596610389649868
da_as_total_mw_primary_reserve,10,gross_sched_interchange_mw,general,0.0029623042792081833
