target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.5556859970092773,0.9217688784886626
gross_actual_interchange_mw,17,2.3107786178588867,0.8156034640690428
total_gen,28,2.9869682788848877,0.8963940447724309
metered_load_mw,27,2.971348762512207,0.9015460665425739
total_losses,19,2.7791998386383057,0.9438809424486992
congestion_price_da,8,2.0483503341674805,0.9850482897022251
congestion_price_rt,11,2.229372024536133,0.929720346766617
marginal_loss_price_da,21,2.893798589706421,0.9504934349803289
total_lmp_da,32,3.256885051727295,0.9397383825744727
da_as_total_mw_primary_reserve,11,2.048062562942505,0.8541084284103838
da_as_total_mw_synchronized_reserve,8,1.7728559970855713,0.8525635184018708
da_as_total_mw_thirty_minutes_reserve,18,2.761537551879883,0.9554264237241035
