confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9892544746398926,0.011203362606465816,True
total_gen,0.9874131083488464,0.013248843140900135,True
total_lmp_da,0.9812939763069153,0.02136393077671528,True
da_as_total_mw_primary_reserve,0.9500367641448975,0.05255245044827461,True
da_as_total_mw_synchronized_reserve,0.9146242141723633,0.08804399520158768,True
da_as_total_mw_thirty_minutes_reserve,0.8668163418769836,0.13841767609119415,True
net_actual_interchange_mw,0.8543013334274292,0.14784260094165802,True
total_losses,0.8339705467224121,0.16560082137584686,True
gross_actual_interchange_mw,0.7887474298477173,0.21982821822166443,True
marginal_loss_price_da,0.7825253009796143,0.2135905921459198,True
congestion_price_rt,0.6134999990463257,0.43189141154289246,True
congestion_price_da,0.4599454402923584,0.5858195424079895,True
