field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9484992027282715,-2.196689158741956,False
gross_actual_interchange_mw,0.2460934792895835,-0.5551137924194336,-0.8012072717090171,False
total_gen,0.9906449538219424,0.953591525554657,-0.037053428267285415,True
metered_load_mw,0.9762308832723112,0.9665254279971123,-0.009705455275198949,True
total_losses,0.6540839836602339,0.663122296333313,0.009038312673079085,True
congestion_price_da,0.0475838272605031,0.29918521642684937,0.2516013891663463,True
congestion_price_rt,0.4561738508473963,0.47485607862472534,0.01868222777732903,True
marginal_loss_price_da,0.4407231017762543,0.47597163915634155,0.035248537380087264,True
total_lmp_da,0.9299314144617218,0.7763567119836807,-0.15357470247804106,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9636824689805508,-0.011545349977210795,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9245113879442215,-0.017331723101425278,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.32846152782440186,-0.12844251018010222,True
