目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
total_gen,forecast_load_mw_latest_available,0.9727023839950562,0.9742676615715027,0.9742676615715027,0.9742676615715027,0.9742676615715027,0.9743031859397888,0.0,∅
total_gen,forecast_load_mw_day_ahead,0.9656765460968018,0.9677676558494568,0.9677676558494568,0.9677676558494568,0.9677676558494568,0.968161404132843,0.0,∅
total_gen,rmccp,0.006450748536735773,0.04398155212402344,0.08909040689468384,0.14066198468208313,0.14066198468208313,0.12177109718322754,0.09668043255805969,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,rmpcp,0.000537182844709605,0.08140446245670319,0.09513896703720093,0.1637120544910431,0.1637120544910431,0.10862916707992554,0.0823075920343399,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,total_pjm_reg_purchases,0.0049643185921013355,0.12938380241394043,0.1452338695526123,0.21029983460903168,0.21029983460903168,0.17196902632713318,0.08091603219509125,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,total_pjm_self_sched_reg,0.005209726747125387,0.016248643398284912,0.07310330867767334,0.13703744113445282,0.13703744113445282,0.10897722840309143,0.12078879773616791,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,total_pjm_assigned_reg,0.002398170530796051,0.018385767936706543,0.07524043321609497,0.14850230515003204,0.14850230515003204,0.10264459252357483,0.1301165372133255,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,da_as_mcp_primary_reserve,0.060773815959692,0.11672759056091309,0.12378230690956116,0.14148718118667603,0.15030479431152344,0.1631106436252594,0.02475959062576294,total_pjm_self_sched_reg + total_pjm_assigned_reg
total_gen,da_as_mcp_synchronized_reserve,0.07690487056970596,0.11257882416248322,0.1516706645488739,0.1661612093448639,0.17241385579109192,0.2044714391231537,0.053582385182380676,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw
total_gen,da_as_as_req_mw_primary_reserve,0.13733886182308197,0.23923856019973755,0.2834210693836212,0.35600006580352783,0.35600006580352783,0.24358820915222168,0.11676150560379028,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.13323351740837097,0.16888335347175598,0.21399220824241638,0.29088497161865234,0.29088497161865234,0.23766322433948517,0.12200161814689636,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,da_as_ss_mw_primary_reserve,0.007687737233936787,0.07712064683437347,0.11885970830917358,0.13117289543151855,0.13117289543151855,0.09079265594482422,0.05405224859714508,rmccp + total_pjm_self_sched_reg
total_gen,da_as_nsr_mw_primary_reserve,0.0072292969562113285,0.41533318161964417,0.41533318161964417,0.4537307620048523,0.4537307620048523,0.22278112173080444,0.03839758038520813,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
total_gen,system_energy_price_da,0.3088853359222412,0.38238683342933655,0.4202212691307068,0.43004709482192993,0.43004709482192993,0.4388762414455414,0.047660261392593384,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
total_gen,total_lmp_rt,0.1416780799627304,0.27973347902297974,0.3047575056552887,0.3167645335197449,0.3167645335197449,0.31208235025405884,0.03703105449676514,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
total_gen,marginal_loss_price_rt,0.15424783527851105,0.3207016587257385,0.3549341559410095,0.35801243782043457,0.3604466915130615,0.3716687858104706,0.037310779094696045,total_pjm_self_sched_reg + total_pjm_assigned_reg
total_gen,gross_sched_interchange_mw,0.06863594800233841,0.09566372632980347,0.11294083297252655,0.16524581611156464,0.16524581611156464,0.12611624598503113,0.06958208978176117,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve
net_actual_interchange_mw,forecast_load_mw_latest_available,0.02821456268429756,0.06831783056259155,0.22663426399230957,0.25105220079421997,0.253641277551651,0.24359562993049622,0.18273437023162842,da_as_mcp_synchronized_reserve + system_energy_price_da
net_actual_interchange_mw,forecast_load_mw_day_ahead,0.03056100755929947,0.06827795505523682,0.22372496128082275,0.24932797253131866,0.26245030760765076,0.24621018767356873,0.18105001747608185,da_as_mcp_synchronized_reserve + system_energy_price_da
net_actual_interchange_mw,rmccp,0.015659181401133537,0.02875840663909912,0.06255865097045898,0.07402116060256958,0.07402116060256958,0.07376709580421448,0.04526275396347046,forecast_load_mw_latest_available + gross_sched_interchange_mw
net_actual_interchange_mw,rmpcp,0.012478294782340527,0.07307979464530945,0.07685356587171555,0.10613343119621277,0.1100413054227829,0.07576120644807816,0.03305363655090332,da_as_ss_mw_primary_reserve + system_energy_price_da
net_actual_interchange_mw,total_pjm_reg_purchases,0.0586409792304039,0.17702966928482056,0.2243989109992981,0.24498426914215088,0.2539767920970917,0.2375514805316925,0.06795459985733032,total_pjm_self_sched_reg + gross_sched_interchange_mw
net_actual_interchange_mw,total_pjm_self_sched_reg,0.004520219750702381,0.024750471115112305,0.15029537677764893,0.17243097722530365,0.19373251497745514,0.14856314659118652,0.14768050611019135,total_pjm_assigned_reg + da_as_mcp_synchronized_reserve
net_actual_interchange_mw,total_pjm_assigned_reg,0.07599125802516937,0.09291905164718628,0.2184639573097229,0.27007901668548584,0.289627343416214,0.24238133430480957,0.17715996503829956,total_pjm_self_sched_reg + gross_sched_interchange_mw
net_actual_interchange_mw,da_as_mcp_primary_reserve,0.011271897703409195,0.015216261148452759,0.04847341030836105,0.07212571799755096,0.07212571799755096,0.06311124563217163,0.056909456849098206,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve
net_actual_interchange_mw,da_as_mcp_synchronized_reserve,0.009245366789400578,0.025481877848505974,0.07956007122993469,0.1174299567937851,0.1174299567937851,0.09109720587730408,0.09194807894527912,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve
net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.16283363103866577,0.41262826323509216,0.43365219235420227,0.43365219235420227,0.43365219235420227,0.39814409613609314,0.021023929119110107,da_as_mcp_synchronized_reserve
net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,0.1612408310174942,0.26348793506622314,0.29217004776000977,0.29301801323890686,0.29301801323890686,0.2867918610572815,0.029530078172683716,da_as_mcp_synchronized_reserve + da_as_ss_mw_primary_reserve
net_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.0012408149195834994,0.06788907200098038,0.0965711772441864,0.10174456238746643,0.12234067916870117,0.06386199593544006,0.03385549038648605,forecast_load_mw_latest_available + da_as_mcp_synchronized_reserve
net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,0.0227922685444355,0.23110736906528473,0.23110736906528473,0.2437509000301361,0.2437509000301361,0.20589926838874817,0.01264353096485138,da_as_mcp_synchronized_reserve + da_as_ss_mw_primary_reserve
net_actual_interchange_mw,system_energy_price_da,0.011591111309826374,0.10475969314575195,0.26307612657546997,0.2892856001853943,0.2892856001853943,0.2873370051383972,0.18452590703964233,forecast_load_mw_day_ahead + gross_sched_interchange_mw
