目标,规则依据,M0均值,M1均值,M2均值,M3均值,背景升级均值_M2减M0,K饱和_M1除M2,K饱和_M2除M3,最强单字段V,全部规模≤4集合最大V,τ0.5_单字段即危险,τ0.5_K2关键,τ0.5_单看安全组合危险,τ0.5_危险小组合,τ0.5_单字段定级后仍暴露,τ0.5_最少扣留,τ0.7_单字段即危险,τ0.7_K2关键,τ0.7_单看安全组合危险,τ0.7_危险小组合,τ0.7_单字段定级后仍暴露,τ0.7_最少扣留,τ0.9_单字段即危险,τ0.9_K2关键,τ0.9_单看安全组合危险,τ0.9_危险小组合,τ0.9_单字段定级后仍暴露,τ0.9_最少扣留,V_MAE,V_MAE_单种子,M2_MAE,M2排序Spearman,认证下界比_top1,认证下界比_top3
total_gen,附表 6.57 发电总出力（次日披露）,0.26116514205932617,0.28939735889434814,0.3265738785266876,0.3276035785675049,0.06540874391794205,0.8861619830131531,0.9968569278717041,0.9742676615715027,0.9868084788322449,2,17,15,52,50,6,2,14,12,13,11,4,2,2,0,2,0,2,0.048284854739904404,0.05601729825139046,0.04410859942436218,0.9142156862745098,0.8195768594741821,0.885852575302124
net_actual_interchange_mw,附表 6.65 联络线输电情况（次日披露）,0.11599783599376678,0.18869616091251373,0.21079665422439575,0.21637608110904694,0.09479880332946777,0.8951572775840759,0.9742141962051392,0.41262826323509216,0.7421881556510925,0,17,17,33,33,2,0,3,3,1,1,1,0,0,0,0,0,0,0.05440696328878403,0.06563452631235123,0.015594619326293468,0.985294117647059,0.9609752893447876,0.9708001613616943
