feature,gate,pearson,spearman,kendall,nmi,distance_corr
forecast_load_mw_latest_available,0.7640771,0.9962495,0.99603736,0.9439202,0.94455713,0.99389875
forecast_load_mw_day_ahead,0.7538073,0.9910731,0.99001426,0.9101228,0.7795407,0.98576707
gen_fuel_nuclear_pct,0.7123022,0.9157929,0.8947845,0.7400422,0.40674525,0.88889086
gen_fuel_gas_mw,0.70069,0.9001508,0.87143594,0.68045336,0.32440087,0.85774195
gen_fuel_coal_mw,0.6846256,0.83593905,0.8203012,0.6263998,0.25433227,0.8133064
marginal_loss_price_rt,0.66273695,0.383846,0.62381804,0.45008993,1.0,0.5790827
gen_fuel_other_renewables_pct,0.6573546,0.7115246,0.69449633,0.5566413,0.27330875,0.6514899
system_energy_price_da,0.6466592,0.6319502,0.6728354,0.484309,0.30791992,0.622364
total_lmp_rt,0.6440158,0.4430517,0.6133131,0.4395691,0.6499781,0.5571513
gen_fuel_oil_mw,0.6427337,0.6897307,0.5746353,0.42276496,0.29873294,0.6701672
gen_fuel_coal_pct,0.62026227,0.57195365,0.59542674,0.40760937,0.120683804,0.5908342
gen_fuel_nuclear_mw,0.6125355,0.53455913,0.56256896,0.36416906,0.15176135,0.5548712
gen_fuel_oil_pct,0.61045,0.60854566,0.46551484,0.32914698,0.1738094,0.55596477
gross_inadv_interchange_mw,0.5851828,0.4676139,0.442942,0.31396046,0.05285333,0.45640817
gen_fuel_hydro_mw,0.5833806,0.5070257,0.41695204,0.26610446,0.09868651,0.418975
gen_fuel_multiple_fuels_mw,0.57623184,0.45074287,0.3796532,0.27205038,0.078612275,0.41652143
total_pjm_rmccp_cr,0.5645231,0.083447404,0.26639766,0.14825504,0.7385061,0.2339326
da_as_mcp_synchronized_reserve,0.5624698,0.33154383,0.25959063,0.18053597,0.34279734,0.29073763
gen_fuel_gas_pct,0.55770093,0.3751017,0.3655261,0.21388336,0.052748606,0.3076229
da_as_mcp_primary_reserve,0.55204827,0.30979767,0.19822639,0.18031509,0.24320978,0.30975428
gen_fuel_wind_pct,0.54992855,0.32896578,0.3106584,0.2147203,0.0403848,0.301813
gen_fuel_hydro_pct,0.54759747,0.33298004,0.28956738,0.18908095,0.061120246,0.2902161
da_as_as_req_mw_synchronized_reserve,0.54680896,0.2851434,0.2789638,0.2034175,0.105421126,0.28112698
gen_fuel_storage_mw,0.54603744,0.25886804,0.28504035,0.24863619,0.049295757,0.29618278
da_as_as_req_mw_thirty_minutes_reserve,0.5454486,0.2639992,0.24596296,0.23557287,0.085987456,0.2995819
da_as_as_req_mw_primary_reserve,0.54413784,0.28266576,0.271354,0.19205296,0.106099404,0.2613007
gen_fuel_other_renewables_mw,0.5398034,0.26000682,0.27033126,0.1817778,0.044275258,0.29111683
total_pjm_reg_purchases,0.5351835,0.2361378,0.24947418,0.17666945,0.041592296,0.2738583
rmccp,0.53285146,0.14241122,0.21374065,0.15735114,0.2287141,0.21306896
gen_fuel_solar_mw,0.52649415,0.23224129,0.22724687,0.15863933,0.034859825,0.19038773
total_pjm_loc_credit,0.5259186,0.1605382,0.23524866,0.1598825,0.0691503,0.21649598
gen_fuel_multiple_fuels_pct,0.52279806,0.21132171,0.20545155,0.13572976,0.030298589,0.20752756
gross_sched_interchange_mw,0.52010465,0.19432764,0.20083758,0.12384487,0.024511239,0.20746416
da_as_nsr_mw_primary_reserve,0.5167616,0.12391487,0.17348059,0.12850216,0.100860015,0.17928003
net_inadv_interchange_mw,0.5150554,0.19494678,0.17716703,0.11531423,0.012740381,0.17259109
gen_fuel_solar_pct,0.5087152,0.075111754,0.17206064,0.102313794,0.071793295,0.1656105
gen_fuel_wind_mw,0.507205,0.17006572,0.15036236,0.08253482,0.017876526,0.13534135
total_pjm_self_sched_reg,0.50390613,0.10217923,0.14341855,0.0878997,0.025611406,0.1513003
rmpcp,0.49591097,0.04381589,0.12218956,0.08418631,0.044134255,0.09698648
total_pjm_rmpcp_cr,0.49356738,0.026293011,0.11912635,0.06763512,0.0705522,0.07490196
total_pjm_assigned_reg,0.49307638,0.08776925,0.106704436,0.039971393,0.025951168,0.08758377
da_as_ss_mw_primary_reserve,0.48535624,0.0017569694,0.031428393,0.039425977,0.059519816,0.10475763
da_as_ss_mw_thirty_minutes_reserve,0.48465726,0.028291164,0.00042796423,0.018505977,0.06009598,0.11926984
da_as_ss_mw_synchronized_reserve,0.48367077,0.026485533,0.0044813994,0.020083863,0.04747614,0.1122528
da_as_mcp_thirty_minutes_reserve,0.4700264,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.4700264,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.4700264,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.4700264,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.4700264,0.0,0.0,0.0,0.0,0.0
