feature,gate,pearson,spearman,kendall,nmi,distance_corr
da_as_mcp_synchronized_reserve,0.67171365,0.47977877,0.49389416,0.35694948,0.59692454,0.4789944
gen_fuel_nuclear_mw,0.6716118,0.53826976,0.5725264,0.42424858,0.24345496,0.58120036
da_as_mcp_primary_reserve,0.65978646,0.43118078,0.4730371,0.34594685,0.48400623,0.4677385
system_energy_price_da,0.6503541,0.5118332,0.4878725,0.33408403,0.21222217,0.46875957
gen_fuel_multiple_fuels_mw,0.63377494,0.45270377,0.43011963,0.29559118,0.1155419,0.4508086
gen_fuel_multiple_fuels_pct,0.63326573,0.4404413,0.44560486,0.29953277,0.10051191,0.44921952
gen_fuel_oil_pct,0.62936985,0.43602633,0.38636073,0.31821156,0.11538598,0.4260751
total_lmp_rt,0.6266054,0.3251833,0.3585699,0.2414124,0.41555694,0.33584478
da_as_as_req_mw_primary_reserve,0.620645,0.33452082,0.33043748,0.29003713,0.19978838,0.40696514
da_as_as_req_mw_synchronized_reserve,0.61851996,0.34612212,0.33824778,0.25701723,0.2101678,0.37645712
gen_fuel_oil_mw,0.61827534,0.40682784,0.30930725,0.22969517,0.15625754,0.41083747
da_as_as_req_mw_thirty_minutes_reserve,0.61678976,0.3469112,0.33933952,0.2791989,0.15187022,0.3792733
total_pjm_rmpcp_cr,0.6082552,0.23238449,0.36297542,0.27461547,0.12227801,0.37393892
rmccp,0.60321283,0.16907614,0.20193756,0.11617244,0.6583939,0.20899309
gen_fuel_hydro_pct,0.59973216,0.3432595,0.32761365,0.18102291,0.101106,0.27545825
marginal_loss_price_rt,0.5979709,0.27395627,0.26650554,0.17921267,0.24628864,0.25864172
total_pjm_rmccp_cr,0.5971004,0.17345704,0.21680644,0.14434451,0.49204332,0.2179212
gen_fuel_hydro_mw,0.59686756,0.35374063,0.2835845,0.1617099,0.09244056,0.29188058
da_as_nsr_mw_primary_reserve,0.5921524,0.24395941,0.2592475,0.18386358,0.18058015,0.26366067
gen_fuel_other_renewables_mw,0.58888465,0.2366554,0.28901094,0.20065849,0.058887735,0.28276277
rmpcp,0.58261317,0.12946099,0.2916994,0.19308384,0.10019846,0.26868445
gen_fuel_storage_mw,0.5780048,0.24277614,0.2606642,0.17080607,0.026908878,0.20330247
total_pjm_reg_purchases,0.5779003,0.2346775,0.23776917,0.14020741,0.06483259,0.22718446
gen_fuel_nuclear_pct,0.5715813,0.24131921,0.17122129,0.114927694,0.06943291,0.21571591
gross_sched_interchange_mw,0.5706799,0.1772707,0.22330272,0.15252496,0.026796302,0.21791126
total_pjm_assigned_reg,0.56220233,0.19238591,0.17954935,0.0978959,0.023499584,0.17755298
gen_fuel_gas_mw,0.5595376,0.018512335,0.1491216,0.09029512,0.09920216,0.28535652
gen_fuel_solar_pct,0.55138844,0.100464456,0.120459914,0.12806234,0.02784054,0.14632174
forecast_load_mw_day_ahead,0.5509126,0.13286063,0.025147988,0.025036437,0.08562295,0.24318463
gen_fuel_solar_mw,0.5494728,0.137772,0.16413502,0.07544462,0.03468827,0.079008535
gen_fuel_wind_pct,0.5490635,0.07569315,0.09103822,0.10058079,0.044692393,0.1773503
gen_fuel_coal_pct,0.5489104,0.095996425,0.09043296,0.019428251,0.07732598,0.19857469
gen_fuel_other_renewables_pct,0.54718626,0.12363952,0.10133725,0.0600619,0.056376338,0.11873956
gen_fuel_coal_mw,0.5438272,0.02986232,0.07491495,0.052542686,0.09311335,0.16665335
forecast_load_mw_latest_available,0.54370636,0.107029505,0.040103447,0.010043182,0.07846128,0.17250179
gen_fuel_gas_pct,0.5420557,0.05691292,0.09459227,0.066077344,0.031396512,0.13598567
total_pjm_loc_credit,0.5398942,0.10357284,0.041573018,0.002705442,0.0632735,0.14063859
total_pjm_self_sched_reg,0.5390381,0.06339344,0.08144813,0.06255947,0.013512257,0.11887448
da_as_ss_mw_thirty_minutes_reserve,0.5361361,0.040479343,0.049932506,0.051807974,0.07673292,0.08861153
da_as_ss_mw_primary_reserve,0.53528017,0.029232237,0.039599307,0.046926342,0.08533682,0.095135674
da_as_ss_mw_synchronized_reserve,0.53364533,0.043045133,0.057715423,0.014338197,0.08099676,0.07266394
gen_fuel_wind_mw,0.53109103,0.016331151,0.04704155,0.016781958,0.031738587,0.11380227
net_inadv_interchange_mw,0.5266672,0.013363555,0.039194327,0.012395112,0.011703961,0.08398937
gross_inadv_interchange_mw,0.5241479,0.016069531,0.0042517954,0.022981795,0.014737608,0.06950325
