sid,group,size,K,conf,est
p00_03,pair,2,0,net_actual_interchange_mw,0.14615321159362793
p00_03,pair,2,0,gross_actual_interchange_mw,0.1145620346069336
p00_03,pair,2,0,total_gen,0.7804579734802246
p00_03,pair,2,0,metered_load_mw,0.7791001796722412
p00_03,pair,2,0,total_losses,0.4467969536781311
p00_03,pair,2,0,congestion_price_da,0.04653143882751465
p00_03,pair,2,0,congestion_price_rt,0.10592341423034668
p00_03,pair,2,0,marginal_loss_price_da,0.3002983331680298
p00_03,pair,2,0,total_lmp_da,0.40142524242401123
p00_03,pair,2,0,da_as_total_mw_primary_reserve,0.07629460096359253
p00_03,pair,2,0,da_as_total_mw_synchronized_reserve,0.047960758209228516
p00_03,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.22970354557037354
p00_03,pair,2,10,net_actual_interchange_mw,0.28528785705566406
p00_03,pair,2,10,gross_actual_interchange_mw,0.1712024211883545
p00_03,pair,2,10,total_gen,0.801693856716156
p00_03,pair,2,10,metered_load_mw,0.8029144406318665
p00_03,pair,2,10,total_losses,0.5301721096038818
p00_03,pair,2,10,congestion_price_da,0.12210631370544434
p00_03,pair,2,10,congestion_price_rt,0.12243211269378662
p00_03,pair,2,10,marginal_loss_price_da,0.4049452543258667
p00_03,pair,2,10,total_lmp_da,0.4887291193008423
p00_03,pair,2,10,da_as_total_mw_primary_reserve,0.11173433065414429
p00_03,pair,2,10,da_as_total_mw_synchronized_reserve,0.06481462717056274
p00_03,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.35063493251800537
p00_03,pair,2,50,net_actual_interchange_mw,0.3147457242012024
p00_03,pair,2,50,gross_actual_interchange_mw,0.18805593252182007
p00_03,pair,2,50,total_gen,0.8135820627212524
p00_03,pair,2,50,metered_load_mw,0.8136440515518188
p00_03,pair,2,50,total_losses,0.5634452700614929
p00_03,pair,2,50,congestion_price_da,0.13754230737686157
p00_03,pair,2,50,congestion_price_rt,0.14845329523086548
p00_03,pair,2,50,marginal_loss_price_da,0.4549754858016968
p00_03,pair,2,50,total_lmp_da,0.5249769687652588
p00_03,pair,2,50,da_as_total_mw_primary_reserve,0.14876097440719604
p00_03,pair,2,50,da_as_total_mw_synchronized_reserve,0.11638844013214111
p00_03,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.3755456209182739
p00_03,pair,2,200,net_actual_interchange_mw,0.3268447518348694
p00_03,pair,2,200,gross_actual_interchange_mw,0.17313152551651
p00_03,pair,2,200,total_gen,0.8198220729827881
p00_03,pair,2,200,metered_load_mw,0.8167399168014526
p00_03,pair,2,200,total_losses,0.5582237839698792
p00_03,pair,2,200,congestion_price_da,0.13402265310287476
p00_03,pair,2,200,congestion_price_rt,0.14999401569366455
p00_03,pair,2,200,marginal_loss_price_da,0.4511662721633911
p00_03,pair,2,200,total_lmp_da,0.5417062044143677
p00_03,pair,2,200,da_as_total_mw_primary_reserve,0.1579226851463318
p00_03,pair,2,200,da_as_total_mw_synchronized_reserve,0.12827152013778687
p00_03,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.3762075901031494
p00_06,pair,2,0,net_actual_interchange_mw,0.11871707439422607
p00_06,pair,2,0,gross_actual_interchange_mw,0.12260901927947998
p00_06,pair,2,0,total_gen,0.7506951093673706
p00_06,pair,2,0,metered_load_mw,0.7351291179656982
p00_06,pair,2,0,total_losses,0.49979132413864136
p00_06,pair,2,0,congestion_price_da,0.05640071630477905
p00_06,pair,2,0,congestion_price_rt,0.029601335525512695
p00_06,pair,2,0,marginal_loss_price_da,0.24610620737075806
p00_06,pair,2,0,total_lmp_da,0.36204153299331665
