sid,group,size,K,conf,est
p00_03,pair,2,0,net_actual_interchange_mw,0.23766547441482544
p00_03,pair,2,0,gross_actual_interchange_mw,0.15766596794128418
p00_03,pair,2,0,total_gen,0.7897263765335083
p00_03,pair,2,0,metered_load_mw,0.7912196516990662
p00_03,pair,2,0,total_losses,0.5128726959228516
p00_03,pair,2,0,congestion_price_da,0.12095189094543457
p00_03,pair,2,0,congestion_price_rt,0.11916810274124146
p00_03,pair,2,0,marginal_loss_price_da,0.2838769555091858
p00_03,pair,2,0,total_lmp_da,0.40437114238739014
p00_03,pair,2,0,da_as_total_mw_primary_reserve,0.09944230318069458
p00_03,pair,2,0,da_as_total_mw_synchronized_reserve,0.08798837661743164
p00_03,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.2769584655761719
p00_03,pair,2,10,net_actual_interchange_mw,0.2479061484336853
p00_03,pair,2,10,gross_actual_interchange_mw,0.1683250069618225
p00_03,pair,2,10,total_gen,0.8026336431503296
p00_03,pair,2,10,metered_load_mw,0.803669810295105
p00_03,pair,2,10,total_losses,0.5222898125648499
p00_03,pair,2,10,congestion_price_da,0.12591993808746338
p00_03,pair,2,10,congestion_price_rt,0.12669944763183594
p00_03,pair,2,10,marginal_loss_price_da,0.34712666273117065
p00_03,pair,2,10,total_lmp_da,0.4334377646446228
p00_03,pair,2,10,da_as_total_mw_primary_reserve,0.11590898036956787
p00_03,pair,2,10,da_as_total_mw_synchronized_reserve,0.09939205646514893
p00_03,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.30307793617248535
p00_03,pair,2,50,net_actual_interchange_mw,0.2808987498283386
p00_03,pair,2,50,gross_actual_interchange_mw,0.17012429237365723
p00_03,pair,2,50,total_gen,0.8053967952728271
p00_03,pair,2,50,metered_load_mw,0.8097105026245117
p00_03,pair,2,50,total_losses,0.54716557264328
p00_03,pair,2,50,congestion_price_da,0.13325297832489014
p00_03,pair,2,50,congestion_price_rt,0.13896214962005615
p00_03,pair,2,50,marginal_loss_price_da,0.42549973726272583
p00_03,pair,2,50,total_lmp_da,0.4923650622367859
p00_03,pair,2,50,da_as_total_mw_primary_reserve,0.13137125968933105
p00_03,pair,2,50,da_as_total_mw_synchronized_reserve,0.12546318769454956
p00_03,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.34043222665786743
p00_03,pair,2,200,net_actual_interchange_mw,0.3041115403175354
p00_03,pair,2,200,gross_actual_interchange_mw,0.17540740966796875
p00_03,pair,2,200,total_gen,0.816166877746582
p00_03,pair,2,200,metered_load_mw,0.8159908652305603
p00_03,pair,2,200,total_losses,0.5543181300163269
p00_03,pair,2,200,congestion_price_da,0.12973487377166748
p00_03,pair,2,200,congestion_price_rt,0.14390122890472412
p00_03,pair,2,200,marginal_loss_price_da,0.37736624479293823
p00_03,pair,2,200,total_lmp_da,0.49564629793167114
p00_03,pair,2,200,da_as_total_mw_primary_reserve,0.1454121470451355
p00_03,pair,2,200,da_as_total_mw_synchronized_reserve,0.1258612871170044
p00_03,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.372036874294281
p00_06,pair,2,0,net_actual_interchange_mw,0.18230515718460083
p00_06,pair,2,0,gross_actual_interchange_mw,0.14084506034851074
p00_06,pair,2,0,total_gen,0.7433067560195923
p00_06,pair,2,0,metered_load_mw,0.7263658046722412
p00_06,pair,2,0,total_losses,0.5069558620452881
p00_06,pair,2,0,congestion_price_da,0.09340804815292358
p00_06,pair,2,0,congestion_price_rt,0.01632094383239746
p00_06,pair,2,0,marginal_loss_price_da,0.24577194452285767
p00_06,pair,2,0,total_lmp_da,0.3229677081108093
p00_06,pair,2,0,da_as_total_mw_primary_reserve,0.07100850343704224
