sid,group,size,K,conf,est
p00_03,pair,2,0,net_actual_interchange_mw,0.04747724533081055
p00_03,pair,2,0,gross_actual_interchange_mw,0.10527980327606201
p00_03,pair,2,0,total_gen,0.7175097465515137
p00_03,pair,2,0,metered_load_mw,0.7239394783973694
p00_03,pair,2,0,total_losses,0.4094504714012146
p00_03,pair,2,0,congestion_price_da,0.07140350341796875
p00_03,pair,2,0,congestion_price_rt,0.11243170499801636
p00_03,pair,2,0,marginal_loss_price_da,0.2618046998977661
p00_03,pair,2,0,total_lmp_da,0.33341705799102783
p00_03,pair,2,0,da_as_total_mw_primary_reserve,0.06084299087524414
p00_03,pair,2,0,da_as_total_mw_synchronized_reserve,0.04392200708389282
p00_03,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.22641324996948242
p00_03,pair,2,10,net_actual_interchange_mw,0.25079578161239624
p00_03,pair,2,10,gross_actual_interchange_mw,0.1698727011680603
p00_03,pair,2,10,total_gen,0.7894376516342163
p00_03,pair,2,10,metered_load_mw,0.7952031493186951
p00_03,pair,2,10,total_losses,0.4947880506515503
p00_03,pair,2,10,congestion_price_da,0.12199580669403076
p00_03,pair,2,10,congestion_price_rt,0.1195603609085083
p00_03,pair,2,10,marginal_loss_price_da,0.34999656677246094
p00_03,pair,2,10,total_lmp_da,0.4505801796913147
p00_03,pair,2,10,da_as_total_mw_primary_reserve,0.1206517219543457
p00_03,pair,2,10,da_as_total_mw_synchronized_reserve,0.07741618156433105
p00_03,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.3417615294456482
p00_03,pair,2,50,net_actual_interchange_mw,0.3144402503967285
p00_03,pair,2,50,gross_actual_interchange_mw,0.18339389562606812
p00_03,pair,2,50,total_gen,0.7995060682296753
p00_03,pair,2,50,metered_load_mw,0.8001794219017029
p00_03,pair,2,50,total_losses,0.5632230043411255
p00_03,pair,2,50,congestion_price_da,0.1405409574508667
p00_03,pair,2,50,congestion_price_rt,0.1415114402770996
p00_03,pair,2,50,marginal_loss_price_da,0.4538334012031555
p00_03,pair,2,50,total_lmp_da,0.5312834978103638
p00_03,pair,2,50,da_as_total_mw_primary_reserve,0.14608824253082275
p00_03,pair,2,50,da_as_total_mw_synchronized_reserve,0.12353336811065674
p00_03,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.3714144825935364
p00_03,pair,2,200,net_actual_interchange_mw,0.3171253204345703
p00_03,pair,2,200,gross_actual_interchange_mw,0.18277335166931152
p00_03,pair,2,200,total_gen,0.817704439163208
p00_03,pair,2,200,metered_load_mw,0.8172963857650757
p00_03,pair,2,200,total_losses,0.5611047148704529
p00_03,pair,2,200,congestion_price_da,0.14195483922958374
p00_03,pair,2,200,congestion_price_rt,0.14773470163345337
p00_03,pair,2,200,marginal_loss_price_da,0.4568095803260803
p00_03,pair,2,200,total_lmp_da,0.5335595607757568
p00_03,pair,2,200,da_as_total_mw_primary_reserve,0.1574763059616089
p00_03,pair,2,200,da_as_total_mw_synchronized_reserve,0.14083588123321533
p00_03,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.3898002505302429
p00_06,pair,2,0,net_actual_interchange_mw,0.1318824291229248
p00_06,pair,2,0,gross_actual_interchange_mw,0.128271222114563
p00_06,pair,2,0,total_gen,0.7222597599029541
p00_06,pair,2,0,metered_load_mw,0.7238441109657288
p00_06,pair,2,0,total_losses,0.453593373298645
p00_06,pair,2,0,congestion_price_da,0.07316756248474121
p00_06,pair,2,0,congestion_price_rt,0.0032115578651428223
p00_06,pair,2,0,marginal_loss_price_da,0.23378604650497437
p00_06,pair,2,0,total_lmp_da,0.32099390029907227
p00_06,pair,2,0,da_as_total_mw_primary_reserve,0.04877561330795288
p00_06,pair,2,0,da_as_total_mw_synchronized_reserve,0.03784346580505371
p00_06,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0
p00_06,pair,2,10,net_actual_interchange_mw,0.22652292251586914
p00_06,pair,2,10,gross_actual_interchange_mw,0.1467323899269104
p00_06,pair,2,10,total_gen,0.7513688802719116
p00_06,pair,2,10,metered_load_mw,0.7448652982711792
p00_06,pair,2,10,total_losses,0.4898625612258911
