sid,group,size,K,conf,est
p00_03,pair,2,0,net_actual_interchange_mw,0.055278778076171875
p00_03,pair,2,0,gross_actual_interchange_mw,0.13881200551986694
p00_03,pair,2,0,total_gen,0.7727743983268738
p00_03,pair,2,0,metered_load_mw,0.766895055770874
p00_03,pair,2,0,total_losses,0.4127967357635498
p00_03,pair,2,0,congestion_price_da,0.056302428245544434
p00_03,pair,2,0,congestion_price_rt,0.10936164855957031
p00_03,pair,2,0,marginal_loss_price_da,0.22857707738876343
p00_03,pair,2,0,total_lmp_da,0.35833293199539185
p00_03,pair,2,0,da_as_total_mw_primary_reserve,0.030161619186401367
p00_03,pair,2,0,da_as_total_mw_synchronized_reserve,0.0008088350296020508
p00_03,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.24513918161392212
p00_03,pair,2,10,net_actual_interchange_mw,0.26961201429367065
p00_03,pair,2,10,gross_actual_interchange_mw,0.17570674419403076
p00_03,pair,2,10,total_gen,0.7966220378875732
p00_03,pair,2,10,metered_load_mw,0.8021695017814636
p00_03,pair,2,10,total_losses,0.49027758836746216
p00_03,pair,2,10,congestion_price_da,0.12926876544952393
p00_03,pair,2,10,congestion_price_rt,0.11854666471481323
p00_03,pair,2,10,marginal_loss_price_da,0.3412344455718994
p00_03,pair,2,10,total_lmp_da,0.4326412081718445
p00_03,pair,2,10,da_as_total_mw_primary_reserve,0.10083609819412231
p00_03,pair,2,10,da_as_total_mw_synchronized_reserve,0.09702622890472412
p00_03,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.3206268548965454
p00_03,pair,2,50,net_actual_interchange_mw,0.30621612071990967
p00_03,pair,2,50,gross_actual_interchange_mw,0.180195152759552
p00_03,pair,2,50,total_gen,0.7979225516319275
p00_03,pair,2,50,metered_load_mw,0.7973586916923523
p00_03,pair,2,50,total_losses,0.5585349798202515
p00_03,pair,2,50,congestion_price_da,0.14013123512268066
p00_03,pair,2,50,congestion_price_rt,0.13505196571350098
p00_03,pair,2,50,marginal_loss_price_da,0.43539124727249146
p00_03,pair,2,50,total_lmp_da,0.47924524545669556
p00_03,pair,2,50,da_as_total_mw_primary_reserve,0.1443294882774353
p00_03,pair,2,50,da_as_total_mw_synchronized_reserve,0.1195000410079956
p00_03,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.3522171378135681
p00_03,pair,2,200,net_actual_interchange_mw,0.30614709854125977
p00_03,pair,2,200,gross_actual_interchange_mw,0.1630350947380066
p00_03,pair,2,200,total_gen,0.8107661008834839
p00_03,pair,2,200,metered_load_mw,0.8055495619773865
p00_03,pair,2,200,total_losses,0.5403012633323669
p00_03,pair,2,200,congestion_price_da,0.13895094394683838
p00_03,pair,2,200,congestion_price_rt,0.14259874820709229
p00_03,pair,2,200,marginal_loss_price_da,0.44557130336761475
p00_03,pair,2,200,total_lmp_da,0.506193995475769
p00_03,pair,2,200,da_as_total_mw_primary_reserve,0.15863394737243652
p00_03,pair,2,200,da_as_total_mw_synchronized_reserve,0.13486140966415405
p00_03,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.3724098801612854
p00_06,pair,2,0,net_actual_interchange_mw,0.06267434358596802
p00_06,pair,2,0,gross_actual_interchange_mw,0.13148999214172363
p00_06,pair,2,0,total_gen,0.7411080598831177
p00_06,pair,2,0,metered_load_mw,0.7293750047683716
p00_06,pair,2,0,total_losses,0.475813090801239
p00_06,pair,2,0,congestion_price_da,0.06328511238098145
p00_06,pair,2,0,congestion_price_rt,0.0
p00_06,pair,2,0,marginal_loss_price_da,0.26632046699523926
p00_06,pair,2,0,total_lmp_da,0.3221396207809448
p00_06,pair,2,0,da_as_total_mw_primary_reserve,0.030973970890045166
p00_06,pair,2,0,da_as_total_mw_synchronized_reserve,0.010263323783874512
p00_06,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.006358087062835693
p00_06,pair,2,10,net_actual_interchange_mw,0.1889740228652954
p00_06,pair,2,10,gross_actual_interchange_mw,0.14561259746551514
p00_06,pair,2,10,total_gen,0.7519791722297668
p00_06,pair,2,10,metered_load_mw,0.7431228160858154
p00_06,pair,2,10,total_losses,0.5176448822021484
p00_06,pair,2,10,congestion_price_da,0.09715348482131958
p00_06,pair,2,10,congestion_price_rt,0.03212481737136841
p00_06,pair,2,10,marginal_loss_price_da,0.29188740253448486
p00_06,pair,2,10,total_lmp_da,0.38649648427963257
p00_06,pair,2,10,da_as_total_mw_primary_reserve,0.020116031169891357
p00_06,pair,2,10,da_as_total_mw_synchronized_reserve,0.06852644681930542
p00_06,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.12499558925628662
p00_06,pair,2,50,net_actual_interchange_mw,0.24566859006881714
p00_06,pair,2,50,gross_actual_interchange_mw,0.16419273614883423
p00_06,pair,2,50,total_gen,0.7594151496887207
p00_06,pair,2,50,metered_load_mw,0.7429622411727905
p00_06,pair,2,50,total_losses,0.5350437760353088
p00_06,pair,2,50,congestion_price_da,0.1053318977355957
p00_06,pair,2,50,congestion_price_rt,0.05282789468765259
p00_06,pair,2,50,marginal_loss_price_da,0.33954769372940063
p00_06,pair,2,50,total_lmp_da,0.42990702390670776
p00_06,pair,2,50,da_as_total_mw_primary_reserve,0.11632174253463745
p00_06,pair,2,50,da_as_total_mw_synchronized_reserve,0.1141318678855896
p00_06,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.21521830558776855
p00_06,pair,2,200,net_actual_interchange_mw,0.2624024748802185
p00_06,pair,2,200,gross_actual_interchange_mw,0.1721574068069458
p00_06,pair,2,200,total_gen,0.7737116813659668
p00_06,pair,2,200,metered_load_mw,0.7515816688537598
p00_06,pair,2,200,total_losses,0.527611255645752
p00_06,pair,2,200,congestion_price_da,0.11062049865722656
p00_06,pair,2,200,congestion_price_rt,0.058167099952697754
p00_06,pair,2,200,marginal_loss_price_da,0.29541081190109253
p00_06,pair,2,200,total_lmp_da,0.4144391417503357
p00_06,pair,2,200,da_as_total_mw_primary_reserve,0.1312476396560669
p00_06,pair,2,200,da_as_total_mw_synchronized_reserve,0.12352222204208374
p00_06,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.23042231798171997
p00_09,pair,2,0,net_actual_interchange_mw,0.0
p00_09,pair,2,0,gross_actual_interchange_mw,0.13183170557022095
p00_09,pair,2,0,total_gen,0.7349590063095093
p00_09,pair,2,0,metered_load_mw,0.72833251953125
p00_09,pair,2,0,total_losses,0.5444109439849854
p00_09,pair,2,0,congestion_price_da,0.06702250242233276
p00_09,pair,2,0,congestion_price_rt,0.0
p00_09,pair,2,0,marginal_loss_price_da,0.2637437582015991
p00_09,pair,2,0,total_lmp_da,0.31967633962631226
p00_09,pair,2,0,da_as_total_mw_primary_reserve,0.04475605487823486
p00_09,pair,2,0,da_as_total_mw_synchronized_reserve,0.036952197551727295
p00_09,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0
