sid,group,size,K,conf,est
p00_03,pair,2,0,net_actual_interchange_mw,0.17843562364578247
p00_03,pair,2,0,gross_actual_interchange_mw,0.1519782543182373
p00_03,pair,2,0,total_gen,0.7787913084030151
p00_03,pair,2,0,metered_load_mw,0.7802504301071167
p00_03,pair,2,0,total_losses,0.4331277012825012
p00_03,pair,2,0,congestion_price_da,0.09828037023544312
p00_03,pair,2,0,congestion_price_rt,0.0690571665763855
p00_03,pair,2,0,marginal_loss_price_da,0.25782305002212524
p00_03,pair,2,0,total_lmp_da,0.35977262258529663
p00_03,pair,2,0,da_as_total_mw_primary_reserve,0.06537038087844849
p00_03,pair,2,0,da_as_total_mw_synchronized_reserve,0.0773932933807373
p00_03,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.22374504804611206
p00_03,pair,2,10,net_actual_interchange_mw,0.24833989143371582
p00_03,pair,2,10,gross_actual_interchange_mw,0.16093456745147705
p00_03,pair,2,10,total_gen,0.8053507804870605
p00_03,pair,2,10,metered_load_mw,0.8026536703109741
p00_03,pair,2,10,total_losses,0.5092792510986328
p00_03,pair,2,10,congestion_price_da,0.11524641513824463
p00_03,pair,2,10,congestion_price_rt,0.11800086498260498
p00_03,pair,2,10,marginal_loss_price_da,0.36577755212783813
p00_03,pair,2,10,total_lmp_da,0.4609355926513672
p00_03,pair,2,10,da_as_total_mw_primary_reserve,0.12256050109863281
p00_03,pair,2,10,da_as_total_mw_synchronized_reserve,0.11016035079956055
p00_03,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.3226501941680908
p00_03,pair,2,50,net_actual_interchange_mw,0.3032582998275757
p00_03,pair,2,50,gross_actual_interchange_mw,0.17566853761672974
p00_03,pair,2,50,total_gen,0.8029027581214905
p00_03,pair,2,50,metered_load_mw,0.8034588098526001
p00_03,pair,2,50,total_losses,0.5587109327316284
p00_03,pair,2,50,congestion_price_da,0.13602322340011597
p00_03,pair,2,50,congestion_price_rt,0.148021399974823
p00_03,pair,2,50,marginal_loss_price_da,0.4481542110443115
p00_03,pair,2,50,total_lmp_da,0.5185644030570984
p00_03,pair,2,50,da_as_total_mw_primary_reserve,0.14538997411727905
p00_03,pair,2,50,da_as_total_mw_synchronized_reserve,0.11363720893859863
p00_03,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.3723759055137634
p00_03,pair,2,200,net_actual_interchange_mw,0.3224344253540039
p00_03,pair,2,200,gross_actual_interchange_mw,0.18150877952575684
p00_03,pair,2,200,total_gen,0.8185038566589355
p00_03,pair,2,200,metered_load_mw,0.8158851861953735
p00_03,pair,2,200,total_losses,0.5623263120651245
p00_03,pair,2,200,congestion_price_da,0.13732171058654785
p00_03,pair,2,200,congestion_price_rt,0.1497371792793274
p00_03,pair,2,200,marginal_loss_price_da,0.4678328037261963
p00_03,pair,2,200,total_lmp_da,0.5372721552848816
p00_03,pair,2,200,da_as_total_mw_primary_reserve,0.15674704313278198
p00_03,pair,2,200,da_as_total_mw_synchronized_reserve,0.13434123992919922
p00_03,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.3922598361968994
p00_06,pair,2,0,net_actual_interchange_mw,0.12737691402435303
p00_06,pair,2,0,gross_actual_interchange_mw,0.10387539863586426
p00_06,pair,2,0,total_gen,0.7548071146011353
p00_06,pair,2,0,metered_load_mw,0.7440138459205627
p00_06,pair,2,0,total_losses,0.4521275758743286
p00_06,pair,2,0,congestion_price_da,0.08579927682876587
p00_06,pair,2,0,congestion_price_rt,0.0
p00_06,pair,2,0,marginal_loss_price_da,0.2641392946243286
p00_06,pair,2,0,total_lmp_da,0.3418380618095398
p00_06,pair,2,0,da_as_total_mw_primary_reserve,0.00274580717086792
p00_06,pair,2,0,da_as_total_mw_synchronized_reserve,0.04839092493057251
p00_06,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0
p00_06,pair,2,10,net_actual_interchange_mw,0.19953185319900513
p00_06,pair,2,10,gross_actual_interchange_mw,0.14889323711395264
p00_06,pair,2,10,total_gen,0.7625483274459839
p00_06,pair,2,10,metered_load_mw,0.7446263432502747
p00_06,pair,2,10,total_losses,0.5225440263748169
p00_06,pair,2,10,congestion_price_da,0.08696162700653076
p00_06,pair,2,10,congestion_price_rt,0.02736842632293701
p00_06,pair,2,10,marginal_loss_price_da,0.270582914352417
p00_06,pair,2,10,total_lmp_da,0.3746296167373657
p00_06,pair,2,10,da_as_total_mw_primary_reserve,0.10532450675964355
p00_06,pair,2,10,da_as_total_mw_synchronized_reserve,0.11159306764602661
p00_06,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.11737483739852905
p00_06,pair,2,50,net_actual_interchange_mw,0.24028319120407104
p00_06,pair,2,50,gross_actual_interchange_mw,0.16686874628067017
p00_06,pair,2,50,total_gen,0.7661392092704773
p00_06,pair,2,50,metered_load_mw,0.7473355531692505
p00_06,pair,2,50,total_losses,0.5287874341011047
p00_06,pair,2,50,congestion_price_da,0.10506808757781982
p00_06,pair,2,50,congestion_price_rt,0.05126845836639404
p00_06,pair,2,50,marginal_loss_price_da,0.3533788323402405
p00_06,pair,2,50,total_lmp_da,0.4289008378982544
p00_06,pair,2,50,da_as_total_mw_primary_reserve,0.12192028760910034
p00_06,pair,2,50,da_as_total_mw_synchronized_reserve,0.11013191938400269
p00_06,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.1973826289176941
p00_06,pair,2,200,net_actual_interchange_mw,0.2457277774810791
p00_06,pair,2,200,gross_actual_interchange_mw,0.17067325115203857
p00_06,pair,2,200,total_gen,0.7655974626541138
p00_06,pair,2,200,metered_load_mw,0.742870032787323
p00_06,pair,2,200,total_losses,0.5394704341888428
p00_06,pair,2,200,congestion_price_da,0.11024969816207886
p00_06,pair,2,200,congestion_price_rt,0.05362141132354736
p00_06,pair,2,200,marginal_loss_price_da,0.34121423959732056
p00_06,pair,2,200,total_lmp_da,0.42611438035964966
p00_06,pair,2,200,da_as_total_mw_primary_reserve,0.1348104476928711
p00_06,pair,2,200,da_as_total_mw_synchronized_reserve,0.1203923225402832
p00_06,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.22587764263153076
p00_09,pair,2,0,net_actual_interchange_mw,0.0
p00_09,pair,2,0,gross_actual_interchange_mw,0.12965548038482666
p00_09,pair,2,0,total_gen,0.7377755641937256
p00_09,pair,2,0,metered_load_mw,0.7325426936149597
p00_09,pair,2,0,total_losses,0.5666012167930603
p00_09,pair,2,0,congestion_price_da,0.0831642746925354
p00_09,pair,2,0,congestion_price_rt,0.0
p00_09,pair,2,0,marginal_loss_price_da,0.2934642434120178
p00_09,pair,2,0,total_lmp_da,0.3241899013519287
p00_09,pair,2,0,da_as_total_mw_primary_reserve,0.044616639614105225
p00_09,pair,2,0,da_as_total_mw_synchronized_reserve,0.07463949918746948
p00_09,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0
p00_09,pair,2,10,net_actual_interchange_mw,0.0
p00_09,pair,2,10,gross_actual_interchange_mw,0.13171911239624023
p00_09,pair,2,10,total_gen,0.7494854927062988
p00_09,pair,2,10,metered_load_mw,0.7372931241989136
p00_09,pair,2,10,total_losses,0.6452109813690186
p00_09,pair,2,10,congestion_price_da,0.06731683015823364
p00_09,pair,2,10,congestion_price_rt,0.015626609325408936
p00_09,pair,2,10,marginal_loss_price_da,0.2544160485267639
p00_09,pair,2,10,total_lmp_da,0.31598377227783203
p00_09,pair,2,10,da_as_total_mw_primary_reserve,0.06531304121017456
p00_09,pair,2,10,da_as_total_mw_synchronized_reserve,0.09249573945999146
p00_09,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.0
p00_09,pair,2,50,net_actual_interchange_mw,0.0
p00_09,pair,2,50,gross_actual_interchange_mw,0.13647085428237915
p00_09,pair,2,50,total_gen,0.7594231963157654
p00_09,pair,2,50,metered_load_mw,0.7448838949203491
p00_09,pair,2,50,total_losses,0.6448695063591003
p00_09,pair,2,50,congestion_price_da,0.09548932313919067
p00_09,pair,2,50,congestion_price_rt,0.03301507234573364
p00_09,pair,2,50,marginal_loss_price_da,0.3389568328857422
p00_09,pair,2,50,total_lmp_da,0.37659943103790283
p00_09,pair,2,50,da_as_total_mw_primary_reserve,0.09339171648025513
p00_09,pair,2,50,da_as_total_mw_synchronized_reserve,0.0876380205154419
p00_09,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.0
p00_09,pair,2,200,net_actual_interchange_mw,0.0
p00_09,pair,2,200,gross_actual_interchange_mw,0.13439393043518066
p00_09,pair,2,200,total_gen,0.7613680362701416
p00_09,pair,2,200,metered_load_mw,0.7483315467834473
p00_09,pair,2,200,total_losses,0.6558924913406372
p00_09,pair,2,200,congestion_price_da,0.0945705771446228
p00_09,pair,2,200,congestion_price_rt,0.03164464235305786
p00_09,pair,2,200,marginal_loss_price_da,0.34073972702026367
p00_09,pair,2,200,total_lmp_da,0.3675817847251892
p00_09,pair,2,200,da_as_total_mw_primary_reserve,0.10160601139068604
p00_09,pair,2,200,da_as_total_mw_synchronized_reserve,0.09403902292251587
p00_09,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.0
p00_15,pair,2,0,net_actual_interchange_mw,0.0
p00_15,pair,2,0,gross_actual_interchange_mw,0.12709051370620728
p00_15,pair,2,0,total_gen,0.8025476932525635
p00_15,pair,2,0,metered_load_mw,0.8032901287078857
p00_15,pair,2,0,total_losses,0.3974825143814087
p00_15,pair,2,0,congestion_price_da,0.1503848433494568
p00_15,pair,2,0,congestion_price_rt,0.09486335515975952
p00_15,pair,2,0,marginal_loss_price_da,0.4749121069908142
p00_15,pair,2,0,total_lmp_da,0.6529107093811035
p00_15,pair,2,0,da_as_total_mw_primary_reserve,0.07094860076904297
p00_15,pair,2,0,da_as_total_mw_synchronized_reserve,0.04469496011734009
p00_15,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.19972014427185059
p00_15,pair,2,10,net_actual_interchange_mw,0.0
p00_15,pair,2,10,gross_actual_interchange_mw,0.14318764209747314
p00_15,pair,2,10,total_gen,0.8011334538459778
p00_15,pair,2,10,metered_load_mw,0.7982374429702759
p00_15,pair,2,10,total_losses,0.5144364237785339
p00_15,pair,2,10,congestion_price_da,0.17533892393112183
p00_15,pair,2,10,congestion_price_rt,0.11617124080657959
p00_15,pair,2,10,marginal_loss_price_da,0.5014691948890686
p00_15,pair,2,10,total_lmp_da,0.6567230224609375
p00_15,pair,2,10,da_as_total_mw_primary_reserve,0.10718667507171631
p00_15,pair,2,10,da_as_total_mw_synchronized_reserve,0.09509307146072388
