field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9471923671662807,-0.04345258665566165,True
metered_load_mw,0.9762308832723112,0.9801726546138525,0.003941771341541278,True
total_losses,0.6540839836602339,0.6005249321460724,-0.053559051514161515,True
congestion_price_da,0.0475838272605031,0.1727115511894226,0.12512772392891952,True
congestion_price_rt,0.4561738508473963,0.42716020345687866,-0.02901364739051765,True
marginal_loss_price_da,0.4407231017762543,0.48324328660964966,0.04252018483339537,True
total_lmp_da,0.9299314144617218,0.8868569284677505,-0.043074485993971234,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9395975470542908,-0.03563027190347079,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9371994584798813,-0.004643652565765488,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3603598475456238,-0.0965441904588803,True
