arch,K,n,spearman,n_strong,strong_truth_mean,strong_est_mean,strong_recall,n_mid,mid_est_mean,mid_recall,n_null,null_est_mean,false_positive_rate
mlp,0,11352,0.6707701651811698,143,0.277444391400664,0.14952386967785708,0.6993006993006993,784,0.08287178937877925,0.3877551020408163,4829,0.0009631012433506829,0.0
mlp,10,11352,0.800696405185637,143,0.277444391400664,0.18003957880126847,0.7622377622377622,784,0.09622680471867928,0.514030612244898,4829,0.004114086261618113,0.0
mlp,50,11352,0.8963753424191021,143,0.277444391400664,0.2357885941758856,0.9440559440559441,784,0.10787830973158073,0.6275510204081632,4829,0.006143113462839508,0.0
mlp,200,11352,0.9278813375609103,143,0.277444391400664,0.26263750849903883,1.0,784,0.11859767192176407,0.7372448979591837,4829,0.0057626159622151,0.0
gnn,0,11352,0.3213238605633196,143,0.277444391400664,0.09986889737469332,0.5454545454545454,784,0.05203393884763424,0.22321428571428573,4829,-0.004994438582756272,0.0010354110581901014
gnn,10,11352,0.450246031767705,143,0.277444391400664,0.18657279139632113,0.7972027972027972,784,0.08753588263477595,0.43239795918367346,4829,0.0020569672888666687,0.002277904328018223
gnn,50,11352,0.5195573291692774,143,0.277444391400664,0.23433500278246153,0.8881118881118881,784,0.1002859736279565,0.5752551020408163,4829,0.0015110023818072271,0.0
gnn,200,11352,0.5309085784643661,143,0.277444391400664,0.25023746907294214,0.916083916083916,784,0.11462882358808903,0.7270408163265306,4829,0.00212409277094597,0.0
